symbol,split_date,split_factor,cumulative_split_factor
NUHCM,2020-04-02,1.0,1.0
NUHCM,2021-03-30,1.0,1.0
NUHCM,2022-03-28,1.0,1.0
NUHCM,2023-02-27,1.0,1.0
NUHCM,2023-12-05,1.0,1.0
NUHCM,2024-02-27,1.0,1.0
NUHCM,2025-01-06,1.0,1.0
NUHCM,2025-03-25,1.0,1.0
