symbol,split_date,split_factor,cumulative_split_factor
INDES,2020-06-29,1.0,1.0
INDES,2021-04-20,4.0,4.0
INDES,2021-05-28,1.0,4.0
INDES,2022-05-25,1.0,4.0
INDES,2023-05-02,1.0,4.0
INDES,2023-11-30,3.3482142857142856,13.392857142857142
INDES,2024-07-05,1.0,13.392857142857142
