symbol,split_date,split_factor,cumulative_split_factor
KARSN,2000-05-30 23:00:00,1.0,1.0
KARSN,2001-06-07 23:00:00,1.9999998500000165,1.9999998500000165
KARSN,2003-06-01 23:00:00,3.999999775000008,7.999998950000116
KARSN,2006-05-14 23:00:00,2.083333313020833,16.666664316666925
KARSN,2007-03-08 23:00:00,2.4999999865,41.666660566667346
KARSN,2009-08-07 00:00:00,1.4999999982,62.49999077500103
KARSN,2010-04-20 00:00:00,1.3036837792711589,81.48022417796591
KARSN,2011-09-13 00:00:00,1.3295657710356537,108.33331708333515
KARSN,2013-07-16 00:00:00,1.7692307692307692,191.66663791666986
KARSN,2016-10-13 00:00:00,1.3043478260869563,249.99996250000413
KARSN,2019-11-14 00:00:00,1.5,374.9999437500062
