symbol,split_date,split_factor,cumulative_split_factor
BRISA,2020-03-25,1.0,1.0
BRISA,2021-03-30,1.0,1.0
BRISA,2022-03-29,1.0,1.0
BRISA,2023-03-29,1.0,1.0
BRISA,2024-04-24,1.0,1.0
BRISA,2025-03-28,1.0,1.0
