symbol,split_date,split_factor,cumulative_split_factor
PETUN,2020-10-14,1.0,1.0
PETUN,2020-12-31,1.0,1.0
PETUN,2021-04-30,1.0,1.0
PETUN,2022-04-29,1.0,1.0
PETUN,2023-04-03,1.0,1.0
PETUN,2024-06-24,1.0,1.0
PETUN,2024-08-28,7.0,7.0
