symbol,split_date,split_factor,cumulative_split_factor
CLEBI,2020-08-31,1.0,1.0
CLEBI,2021-01-04,1.0,1.0
CLEBI,2022-04-27,1.0,1.0
CLEBI,2023-04-17,1.0,1.0
CLEBI,2024-04-24,1.0,1.0
CLEBI,2025-04-24,1.0,1.0
