symbol,split_date,split_factor,cumulative_split_factor
MGROS,2023-05-30,1.0,1.0
MGROS,2024-05-27,1.0,1.0
MGROS,2024-11-13,1.0,1.0
MGROS,2025-05-28,1.0,1.0
MGROS,2025-11-12,1.0,1.0
