symbol,split_date,split_factor,cumulative_split_factor
BIZIM,2020-10-05,1.0,1.0
BIZIM,2021-10-08,1.0,1.0
BIZIM,2023-10-09,1.0,1.0
BIZIM,2024-01-10,1.3412679,1.3412679
