symbol,split_date,split_factor,cumulative_split_factor
KUTPO,2000-02-20 23:00:00,3.0,3.0
KUTPO,2008-06-12 00:00:00,11.0,33.0
KUTPO,2010-03-16 23:00:00,1.4,46.199999999999996
KUTPO,2014-10-30 23:00:00,1.0,46.199999999999996
KUTPO,2015-06-22 00:00:00,1.0,46.199999999999996
KUTPO,2016-06-27 00:00:00,1.0,46.199999999999996
KUTPO,2017-05-15 00:00:00,1.0,46.199999999999996
KUTPO,2018-12-20 00:00:00,1.0,46.199999999999996
