AUC,Precision,Recall,F1,Fold AUCs
0.9059171103348023,0.8430060571911537,0.8661890288030105,0.8544403198172473,"[0.9034977361238274, 0.9282958099720149, 0.9713899760905641, 0.9227028128031036, 0.8593255280249549]"
