AUC,Precision,Recall,F1,Fold AUCs
0.8841898391918472,0.8290595364442467,0.8762483716891012,0.8520010555018032,"[0.9122088866417429, 0.9305655779243206, 0.9853337072638446, 0.8833267377950209, 0.8648790337214751]"
