date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass,y_triple_20d
2023-01-20,16.0104,16.0104,16.0104,16.0104,855364.05,ASTOR,16.0104,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.737820416729126,1,1,2.2321116274421624,1,1,2.223092489881577,1,1,2.078523959426373,1,1,3.8685042222555346,1,1,7.2357342727227305,1,1,1.0
2023-01-25,21.2766,21.2766,21.2766,21.2766,12723788.0,ASTOR,21.2766,0,0.3289236995952629,,,,,,,,,,0.4200957264957239,0.08401914529914478,0.3360765811965791,,,12723788.0,0.4054313189137362,1,1,1.3868757226248554,1,1,1.3914018217196356,1,1,1.3325625334874935,1,1,2.6520590695881863,1,1,5.22930825413835,1,1,1.0
2023-01-31,27.633587,29.82575,25.474155,26.1673,8426288495.0,ASTOR,26.1673,0,0.22986285402742923,,,,,,,,,,1.1345844498015438,0.2941322061996246,0.8404522436019193,,,8439012283.0,0.33922108891631897,1,1,0.9738796131049057,1,1,0.8123650510369813,1,1,0.8207380967849185,1,1,2.095925066781823,1,1,4.355114971739537,1,1,0.0
2023-02-01,25.892948,27.380386,24.607687,25.1661,2439114737.0,ASTOR,25.1661,0,-0.03826149430778114,,,,,,,,,,1.6015715184906973,0.5556200686578392,1.0459514498328581,,,5999897546.0,0.4200452195612352,1,1,1.2360357782890476,1,1,1.0524078025597925,1,1,0.9295202673437681,1,1,2.1514259261466813,1,1,4.483090347729684,1,1,0.0
2023-02-02,24.043524,25.936272,22.682203,23.7027,2170234062.0,ASTOR,23.7027,0,-0.05814965370081182,,,,,,,,,,1.8324545891902844,0.8109869727643283,1.021467616425956,,,3829663484.0,0.5946411168347909,1,1,1.5588983533521499,1,1,1.3151919401587162,1,1,1.0691777729963254,1,1,2.3644648078067054,1,1,4.948887679462678,1,1,1.0
2023-02-03,24.443058,26.071056,22.83624,25.6474,2101008949.0,ASTOR,25.6474,0,0.08204550536436783,0.6019212511867287,,,,,,,,,2.147595974049615,1.0783087730213858,1.0692872010282293,,,5930672433.0,0.5578109282032486,1,1,1.2710255230549685,1,1,1.205334653805064,1,1,1.0147266389575549,1,1,1.9537964861935322,1,1,4.459875075056341,1,1,0.0
2023-02-06,25.19785,26.475407,23.606436,26.2251,392155299.0,ASTOR,26.2251,0,0.022524700359490613,0.23257945348410947,,,,,,,,,2.416111919747955,1.3458694023666997,1.0702425173812553,,,6322827732.0,0.4588848088281836,1,1,1.2889140556184722,1,1,1.0814982593012035,1,1,0.9629248315545029,1,1,2.0260208731329907,1,1,4.250546232426187,1,1,0.0
2023-02-15,25.294125,25.955526,22.701458,25.9555,1091297474.0,ASTOR,25.9555,0,-0.010280227720771307,-0.008094071608457876,,,,,,,,,2.577447069001664,1.5921849356936928,0.9852621333079714,,,5231530258.0,0.49480842210706766,1,1,1.3701797306929167,1,1,1.1049719712584998,1,1,0.9683150006742309,1,1,2.36300976671611,1,1,4.38006588199033,1,1,0.0
2023-02-16,25.302788,27.784737,23.77973,24.1648,1437544788.0,ASTOR,24.1648,0,-0.06899115794340316,-0.039787650847767475,,,,,,,,,2.5316287720465738,1.780073702964269,0.7515550690823047,,,3793985470.0,0.765737767330994,1,1,1.177295073826392,1,1,1.1852612063828376,1,1,1.222906872806727,1,1,2.9061941336158377,1,1,4.794858637356817,1,1,1.0
2023-02-17,23.967464,25.262352,23.009535,24.6655,1173306966.0,ASTOR,24.6655,0,0.020720221148116336,0.04061984499656157,,,,,,,,,2.5068226559473246,1.9254234935608803,0.5813991623864443,,,4967292436.0,1.0374652855202608,1,1,1.1018710344408178,1,1,1.1077253653889034,1,1,1.1797530964302365,1,1,3.209588291338103,1,1,4.483906671261478,1,1,1.0
2023-02-21,28.560709,29.556185,26.667957,27.8232,1991068044.0,ASTOR,27.8232,0,0.12802091990837394,0.084835109991656,,,,,,,,,2.710716181442816,2.0824820311372676,0.6282341503055484,73.7820416729126,,6958360480.0,0.8598651485091577,1,1,0.854675235055637,1,1,0.8633262888524684,1,1,0.9673437994191898,1,1,2.4975020845912765,1,1,3.9174897208085344,1,1,1.0
2023-02-22,28.223747,30.384142,26.84125,29.9028,1688189073.0,ASTOR,29.9028,0,0.07474337962563604,0.14023588089273242,,,,,,,,,3.0054644856749775,2.2670785220448098,0.7383859636301677,40.54313189137362,,8646549553.0,0.6983225651109595,1,1,0.7015429993177895,1,1,0.7482275907272897,1,1,0.7573036638709418,1,1,2.351896812338644,1,1,3.435567906684324,1,1,1.0
2023-02-24,34.962948,36.083576,33.04131,35.0438,3811592542.0,ASTOR,35.0438,0,0.1719236994528941,0.3501492939839339,,,,,,,,,3.6122505988406317,2.536112937403974,1.0761376614366576,33.92210889163189,,12458142095.0,0.47390123217231017,1,1,0.35329787294756865,1,1,0.4450544746859646,1,1,0.5133889589599303,1,1,1.812959781758828,1,1,2.870941507484919,1,1,1.0
2023-02-27,36.86436,38.105335,34.23511,35.737,4147341315.0,ASTOR,35.737,0,0.019780959827416122,0.47888664503740985,,,,,,,,84.27565644069445,4.101785580963689,2.8492474661159175,1.2525381148477717,42.00452195612352,3.8722820714285717,16605483410.0,0.5746229398102807,1,1,0.4453115818339535,1,1,0.4183731146990515,1,1,0.45680387273693923,1,1,1.7583960601057727,1,1,2.7849651621568676,1,1,1.0
2023-02-28,37.028023,38.240116,34.774246,37.7973,3004935867.0,ASTOR,37.7973,0,0.05765173349749553,0.5323954511362023,,,,,,,,85.32625086341923,4.602934805351115,3.1999849339629574,1.4029498713881576,59.46411168347909,4.119844214285714,19610419277.0,0.6046860490035002,1,1,0.45185767237342356,1,1,0.3143134562521661,1,1,0.3439240369021068,1,1,1.9118349723392942,1,1,2.3726853505409116,1,1,1.0
