date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_5d,y_5d_up,y_5d_triclass,future_return_20d,y_20d_up,y_20d_triclass
2020-01-02,6.560592,6.584682,6.5204415,6.5686,187863966.0,AKBNK,6.5686,0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.041561367719148645,1,1,0.059906220503608054,1,1
2020-01-03,6.4321103,6.528472,6.343779,6.3759,227200831.0,AKBNK,6.3759,0,-0.02933654051091561,,,,,,,,,-0.015372079772079772,-0.0030744159544159547,-0.012297663817663817,,,-227200831.0,0.09446509512382573,1,1,0.08816010288743548,1,1
2020-01-06,6.2225246,6.3116593,6.1510563,6.1671,212482606.0,AKBNK,6.1671,0,-0.03274831788453392,,,,,,,,,-0.04389696187530934,-0.011238925138594631,-0.032658036736714705,,,-439683437.0,0.14454119440255564,1,1,0.09766340743623436,1,1
2020-01-07,6.2699018,6.3116593,6.2313585,6.2635,143178354.0,AKBNK,6.2635,0,0.01563133401436656,,,,,,,,,-0.05805523746188168,-0.020602187603252043,-0.03745304985862964,,,-296505083.0,0.13460525265426693,1,1,0.05897661052127412,1,1
2020-01-08,6.3269157,6.40802,6.1510563,6.392,259345711.8,AKBNK,6.392,0,0.020515686117985377,,,,,,,,,-0.05823559312131188,-0.02812886870686401,-0.03010672441444787,,,-37159371.19999999,0.10802565707133915,1,1,0.05150187734668332,1,1
2020-01-09,6.6890736,6.849675,6.568622,6.8416,398126125.78,AKBNK,6.8416,0,0.07033792240300363,0.041561367719148645,,,,,,,,-0.021847716864496824,-0.026872638338390573,0.005024921473893749,,,360966754.58,0.044609448082320036,1,1,-0.04224158091674457,0,-1
2020-01-10,6.9508553,7.042398,6.8336153,6.9782,349868109.0,AKBNK,6.9782,0,0.019966089803554743,0.09446509512382573,,,,,,,,0.01780714592206145,-0.01793668148630017,0.03574382740836162,,,710834863.5799999,0.018400160499842277,1,0,-0.06789716545814106,0,-1
2020-01-15,7.0769267,7.130729,7.002248,7.0585,169353637.0,AKBNK,7.0585,0,0.011507265483935658,0.14454119440255564,,,,,,,,0.05507853818022479,-0.0033336375529951774,0.05841217573321997,,,880188500.5799999,-0.004561875752638778,0,0,-0.07850109796699012,0,-1
2020-01-16,7.094593,7.1869397,6.9781566,7.1066,805481745.0,AKBNK,7.1066,0,0.0068144789969539765,0.13460525265426693,,,,,,,,0.08748913281918291,0.01483091652144044,0.07265821629774247,,,1685670245.58,-0.00564264205105125,0,0,-0.08925505867784889,0,-1
2020-01-17,7.096199,7.17088,7.034368,7.0825,208173551.0,AKBNK,7.0825,0,-0.0033912138012552884,0.10802565707133915,,,,,,,,0.10996251456971429,0.03385723613109521,0.07610527843861908,,,1477496694.58,-0.006791387222026102,0,0,-0.10204024002823853,0,-1
2020-01-20,7.1459856,7.1949697,7.098608,7.1468,195797189.0,AKBNK,7.1468,0,0.009078715142958105,0.044609448082320036,,,,,,,,0.13144607560423616,0.0533750040257234,0.07807107157851276,8.80248454769661,,1673293883.58,-0.04045167067778577,0,-1,-0.14382660771254263,0,-1
2020-01-21,7.1459856,7.211029,7.0825486,7.1066,308168515.0,AKBNK,7.1066,0,-0.005624895057927959,0.018400160499842277,,,,,,,,0.14357312683522405,0.07141462858762353,0.07215849824760052,11.460342853557947,,1365125368.58,-0.04744885036445001,0,-1,-0.13107533841780894,0,-1
2020-01-22,7.1050324,7.21906,6.9861875,7.0263,364105663.0,AKBNK,7.0263,0,-0.011299355528663568,-0.004561875752638778,,,,,,,,0.14503251880439993,0.0861382066309788,0.05889431217342113,13.931993967991453,,1001019705.5799999,-0.05598963892802755,0,-1,-0.13941903989297344,0,-1
2020-01-23,7.0713058,7.130729,6.9701266,7.0665,315660074.0,AKBNK,7.0665,0,0.0057213611715980495,-0.00564264205105125,,,,,,,65.65624803471476,0.14772996244059833,0.09845655779290272,0.04927340464769561,12.820308134429625,0.19386678571428576,1316679779.58,-0.052274817802306583,0,-1,-0.13864006226561942,0,-1
2020-01-24,7.002248,7.1548185,6.889826,7.0344,259802895.0,AKBNK,7.0344,0,-0.004542559966036919,-0.006791387222026102,,,,,,,64.35704598693131,0.14559912811066233,0.10788507185645464,0.03771405625420769,10.050062578222763,0.20820621428571431,1056876884.5799999,-0.01713010349141364,0,0,-0.2283208233822358,0,-1
