date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2020-01-02,5.469702,5.503471,5.430456,5.4487,35394700.0,ALARK,5.4487,5.469702,5.503471,5.430456,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,-0.006698845596197156,0,0,0.033494227980986224,1,1,0.067006808963606,1,1,-0.3098904325802484,0,-1,-0.19766182759190265,0,-1,-0.04019307357718349,0,-1
2020-01-03,5.331887,5.430456,5.2022853,5.3301,56720563.0,ALARK,5.3301,5.331887,5.430456,5.2022853,0,-0.021766659937232702,,,,,,,,,,-0.009460968660969016,-0.0018921937321938033,-0.0075687749287752125,,,-56720563.0,0.02739160616123515,1,1,0.07361963190184051,1,1,0.049642595823718105,1,1,-0.2551359261552315,0,-1,-0.17294234629744287,0,-1,0.008555186581865382,1,0
2020-01-06,5.2543077,5.3118076,5.1931586,5.2388,38931232.0,ALARK,5.2388,5.2543077,5.3118076,5.1931586,0,-0.017129134537813506,,,,,,,,,,-0.024048782071575125,-0.006323511400070068,-0.017725270671505058,,,-95651795.0,0.043559593800106766,1,1,0.08362602122623497,1,1,0.043559593800106766,1,1,-0.2404176528976102,0,-1,-0.09408643200733002,0,-1,0.017427655188210878,1,0
2020-01-07,5.34649,5.4213295,5.275301,5.3118,41759830.0,ALARK,5.3118,5.34649,5.4213295,5.275301,0,0.013934488814232093,,,,,,,,,,-0.029380558594737316,-0.010934920839003518,-0.018445637755733796,,,-53891965.0,0.02405964079972911,1,1,0.06357543582213188,1,1,0.010316653488459782,1,0,-0.2491434165442976,0,-1,-0.12886403855566853,0,-1,-0.06873376256636166,0,-1
2020-01-08,5.2570467,5.320935,5.165779,5.2479,26155055.99,ALARK,5.2479,5.2570467,5.320935,5.165779,0,-0.012029820399864555,,,,,,,,,,-0.038320491100408915,-0.0164120348912846,-0.021908456209124315,,,-80047020.99,0.0556603593818481,1,1,0.06783665847291309,1,1,0.060881495455325174,1,1,-0.22433735398921473,0,-1,-0.11652279959602885,0,-1,-0.01217629909106488,0,0
2020-01-09,5.4149404,5.466964,5.3483157,5.4487,38480591.35,ALARK,5.4487,5.4149404,5.466964,5.3483157,0,0.03826292421730604,0.0,,,,,,,,,-0.02886977735299645,-0.018903583383626972,-0.009966193969369479,,,-41566429.63999999,0.030153981683704423,1,1,0.0033585992989153546,1,0,0.033494227980986224,1,1,-0.25962156110631895,0,-1,-0.14069411052177572,0,-1,-0.051920641620937014,0,-1
2020-01-10,5.455099,5.5217247,5.375695,5.3939,50055829.0,ALARK,5.3939,5.455099,5.5217247,5.375695,0,-0.01005744489511251,0.011969756664978348,,,,,,,,,-0.02550788165513218,-0.020224443037928013,-0.005283438617204168,,,-91622258.63999999,0.04230705055711059,1,1,0.018613619088229116,1,0,0.043994141530246944,1,1,-0.2504125030126626,0,-1,-0.12013570885630076,0,-1,-0.04397560206900397,0,-1
2020-01-13,5.551842,5.640373,5.4395833,5.5217,92093582.0,ALARK,5.5217,5.551842,5.640373,5.4395833,0,0.023693431468881476,0.0540009162403603,,,,,,,,,-0.012388357884382195,-0.01865722600721885,0.006268868122836654,,,471323.3600000143,0.023145045909774176,1,1,0.00992447977977795,1,0,0.006610283064998113,1,0,-0.26446565369360886,0,-1,-0.11735516235941823,0,-1,-0.04793813499465749,0,-1
2020-01-14,5.5554934,5.5947394,5.4943447,5.5491,42376577.0,ALARK,5.5491,5.5554934,5.5947394,5.4943447,0,0.004962239889888975,0.04467412176663288,,,,,,,,,0.00021740413411830417,-0.01488229997895142,0.015099704113069724,,,42847900.360000014,0.0049377376511505755,1,0,0.023030761745147732,1,1,-0.03782595375826714,0,-1,-0.28125281577192696,0,-1,-0.12335333657710257,0,-1,-0.06579445315456556,0,-1
2020-01-16,5.488868,5.5491047,5.4122024,5.4396,40145958.0,ALARK,5.4396,5.488868,5.5491047,5.4122024,0,-0.01973292966426987,0.03652889727319519,,,,,,,,,0.0013561931328398558,-0.011634601356593166,0.012990794489433022,,,2701942.3600000143,0.03858739613206841,1,1,0.05200750055151104,1,1,-0.065445988675638,0,-1,-0.27684020883888527,0,-1,-0.10403338480770641,0,-1,-0.05873593646591668,0,-1
