date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2020-01-02,7.6491823,7.7878814,7.548745,7.5966,8485629.0,BRISA,7.5966,7.6491823,7.7878814,7.548745,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,-0.05876313087433849,0,-1,0.02938156543716941,1,1,0.019929968670194587,1,0,-0.23499986836216202,0,-1,0.09163309901798189,1,1,0.394874022589053,1,1
2020-01-03,7.3725796,7.6284566,7.0864143,7.4371,7025479.0,BRISA,7.4371,7.3725796,7.6284566,7.0864143,0,-0.020996235157833665,,,,,,,,,,-0.012723646723646453,-0.002544729344729291,-0.010178917378917162,,,-7025479.0,-0.01714377916123222,0,0,0.03108738621236773,1,1,-0.010716542738432921,0,0,-0.23054685293999,0,-1,0.19764424305172712,1,1,0.4041360207607805,1,1
2020-01-06,7.0824294,7.333522,6.8951044,6.9589,6374903.0,BRISA,6.9589,7.0824294,7.333522,6.8951044,0,-0.06429925643059797,,,,,,,,,,-0.060694325533071414,-0.014174648582397717,-0.046519676950673695,,,-13400382.0,0.06643291324778344,1,1,0.1111095144347527,1,1,0.0927732831338286,1,1,-0.18464125077239213,0,-1,0.305493684346664,1,1,0.4135136300277342,1,1
2020-01-07,7.0776453,7.221925,6.9509034,7.0864,3958094.0,BRISA,7.0864,7.0776453,7.221925,6.9509034,0,0.01832186121369772,,,,,,,,,,-0.08741557730076277,-0.028822834326070728,-0.05859274297469204,,,-9442288.0,0.061864980808308934,1,1,0.08661661774666962,1,1,0.04948916233912848,1,1,-0.18106513885752995,0,-1,0.2774469406186497,1,1,0.44739218785278845,1,1
2020-01-08,6.912641,7.0385866,6.7436523,6.927,4953120.48,BRISA,6.927,6.912641,7.0385866,6.7436523,0,-0.022493790923459156,,,,,,,,,,-0.12007051156546922,-0.04707236977395043,-0.07299814179151878,,,-14395408.48,0.06444348202685157,1,1,0.1576440017323517,1,1,0.08975025263461833,1,1,-0.16455897213801063,0,-1,0.2718348491410425,1,1,0.4515230258409124,1,1
2020-01-09,7.2801147,7.373378,7.1182995,7.3335,5119570.6,BRISA,7.3335,7.2801147,7.373378,7.1182995,0,0.05868341273278488,-0.03463391517257719,,,,,,,,,-0.11185918642738457,-0.06002973310463726,-0.05182945332274731,,,-9275837.88,-0.004349901138610557,0,0,0.09130701574964206,1,1,0.026085770777936945,1,1,-0.1700824981250426,0,-1,0.22668575714188322,1,1,0.3953091975182381,1,1
2020-01-10,7.352652,7.4849763,7.221925,7.3096,3137358.0,BRISA,7.3096,7.352652,7.4849763,7.221925,0,-0.0032590168405264297,-0.01714377916123222,,,,,,,,,-0.10605761617472798,-0.06923530971865541,-0.03682230645607257,,,-12413195.88,-0.005444894385465582,0,0,0.0850662142935319,1,1,-0.0272655138448068,0,-1,-0.17178778592535848,0,-1,0.22184524460982824,1,1,0.39656068731531136,1,1
2020-01-13,7.4020743,7.4770045,7.333522,7.3734,4003935.0,BRISA,7.3734,7.4020743,7.4770045,7.333522,0,0.008728247783736487,0.05956401155355007,,,,,,,,,-0.09521413388361832,-0.07443107455164799,-0.020783059331970333,,,-8409260.88,-0.014050505872460484,0,0,0.07999023516966375,1,1,-0.04216507988173712,0,-1,-0.18334825182412462,0,-1,0.20031464453305126,1,1,0.3702226923807197,1,1
2020-01-14,7.5256286,7.6364284,7.3893213,7.6045,8083478.0,BRISA,7.6045,7.5256286,7.6364284,7.3893213,0,0.03134239292592289,0.07311187627003823,,,,,,,,,-0.06719813910985817,-0.07298448746329003,0.005786348353431864,,,-325782.8800000008,-0.002090867249654793,0,0,0.04716943914787297,1,1,-0.059740942862778645,0,-1,-0.2187915050299165,0,-1,0.17341048063646514,1,1,0.3073311854822802,1,1
2020-01-15,7.551934,7.684256,7.4530907,7.4929,3443908.0,BRISA,7.4929,7.551934,7.684256,7.4530907,0,-0.014675521073048925,0.08169481738126172,,,,,,,,,-0.05338505899811086,-0.0690646017702542,0.01567954277214334,,,-3769690.880000001,0.017029454550307577,1,0,0.04043828157322271,1,1,-0.03616757196812981,0,-1,-0.19852126679923665,0,-1,0.18980635001134427,1,1,0.3246406598246341,1,1
