date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass,y_triple_20d
2020-01-02,3.1155627,3.1526916,3.0865066,3.1172,20884351.0,CCOLA,0.2833818181818182,0.2832329727272727,0.2866083272727273,0.2805915090909091,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.12013986911330687,1,1,0.17191710509431535,1,1,0.18850250224560505,1,1,-0.11186321057359172,0,-1,-0.05232259720261778,0,-1,0.1857756961375594,1,1,1.0
2020-01-03,3.0390458,3.1074913,2.970278,3.0429,23022275.0,CCOLA,0.2766272727272727,0.2762768909090909,0.2824992090909091,0.2700252727272727,0,-0.023835493391505258,,,,,,,,,,-0.0005388241388241122,-0.00010776482776482245,-0.00043105931105928973,,,-23022275.0,0.16872062834795742,1,1,0.22813763186433977,1,1,0.21752275789542863,1,1,-0.07160932005652498,0,-1,-0.03499950704919652,0,-1,0.2033257747543462,1,1,1.0
2020-01-06,2.9735866,3.017092,2.9509065,2.9783,16018615.0,CCOLA,0.27075454545454547,0.27032605454545455,0.2742810909090909,0.26826422727272725,0,-0.021229747937822396,,,,,,,,,,-0.0014233190255981687,-0.0003708756673314917,-0.0010524433582666769,,,-39040890.0,0.1842997683242118,1,1,0.25420541919887163,1,1,0.23254876943222635,1,1,-0.04062720343820303,0,-1,-0.017862539032333924,0,0,0.28761373938152635,1,1,1.0
2020-01-07,3.053494,3.0784345,3.002563,3.0623,18905624.0,CCOLA,0.2783909090909091,0.27759036363636364,0.2798576818181818,0.2729602727272727,0,0.028204008998421903,,,,,,,,,,-0.0014909105809893242,-0.0005948826500630582,-0.000896027930926266,,,-20135266.0,0.15707148221924694,1,1,0.22404728472063495,1,1,0.20451947882310706,1,1,-0.06433073180289317,0,-1,-0.030565261404826405,0,-1,0.27436893837964926,1,1,1.0
2020-01-08,3.0400953,3.068749,2.9525204,3.051,14730722.3,CCOLA,0.27736363636363637,0.2763723,0.2789771818181818,0.26841094545454547,0,-0.0036900369003689537,,,,,,,,,,-0.0016088241757820643,-0.0007976709552068595,-0.0008111532205752048,,,-34865988.3,0.16561783021960008,1,1,0.21904293674205166,1,1,0.25394952474598487,1,1,-0.07407407407407407,0,-1,-0.0037037037037038756,0,0,0.2790888233366109,1,1,1.0
2020-01-09,3.1338851,3.1623766,3.0784345,3.1317,29942389.46,CCOLA,0.2847,0.28489864545454546,0.2874887818181818,0.2798576818181818,0,0.026450344149459237,0.004651610419607488,,,,,,,,,-0.0010976354579663727,-0.0008576638557587622,-0.00023997160220761056,,,-4923598.839999996,0.14691700993070844,1,1,0.1804131941118241,1,1,0.23041798384264145,1,1,-0.07216527764472969,0,-1,0.00463007312322361,1,0,0.2245425807069643,1,1,1.0
2020-01-10,3.2068508,3.2447054,3.1559198,3.2173,33105618.0,CCOLA,0.2924818181818182,0.2915318909090909,0.29497321818181815,0.2869018,0,0.027333397196410925,0.057313746754740436,,,,,,,,,-6.385098981231963e-05,-0.0006989012825694737,0.0006350502927571541,,,28182019.160000004,0.12541572125695466,1,1,0.14499735803313363,1,1,0.1359525067603271,1,1,-0.09184720106921951,0,-1,0.014546358748018573,1,0,0.14322568613433617,1,1,1.0
2020-01-13,3.2916002,3.322191,3.2285624,3.3077,23070857.0,CCOLA,0.3007,0.2992363818181818,0.30201736363636367,0.29350567272727274,0,0.028098094675659713,0.11060000671524017,,,,,,,,,0.0014024032085088178,-0.00027864038435381546,0.0016810435928626332,,,51252876.160000004,0.08830909695558842,1,1,0.09272304017897604,1,1,0.07757656377543287,1,1,-0.1293345829428303,0,-1,0.056111497415122225,1,1,0.126462496598845,1,1,1.0
2020-01-14,3.3223524,3.388376,3.2301774,3.3529,30286072.0,CCOLA,0.3048090909090909,0.3020320363636364,0.3080341818181818,0.2936524909090909,0,0.013665084499803415,0.0948959932077198,,,,,,,,,0.0028629867901578954,0.0003496850505485267,0.0025133017396093684,,,81538948.16,0.06689731277401645,1,1,0.09048883056458568,1,1,0.061141101732828274,1,1,-0.13337707656058928,0,-1,0.023680992573593018,1,1,0.09699066479763774,1,1,1.0
2020-01-15,3.337042,3.406134,3.2673051,3.3819,47925855.0,CCOLA,0.3074454545454545,0.30336745454545455,0.30964854545454545,0.2970277363636364,0,0.008649229025619487,0.10845624385447383,,,,,,,,,0.004185000236343217,0.0011167480877074649,0.003068252148635752,,,129464803.16,0.06348502321180405,1,1,0.10263461367870153,1,1,0.059670599367219745,1,1,-0.13412578727934,0,-1,-0.01147284071084298,0,0,0.10272332120997074,1,1,1.0
