date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2020-01-03,11.341558,11.456614,11.236294,11.3097,151728622.0,TCELL,11.3097,11.341558,11.456614,11.236294,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.036075227459614334,1,1,0.017321414361123555,1,0,0.0432902729515372,1,1,-0.1111081637886061,0,-1,0.01515513232004384,1,0,0.17171985110126697,1,1
2020-01-06,11.127766,11.244453,11.032294,11.2037,73540243.0,TCELL,11.2037,11.127766,11.244453,11.032294,0,-0.009372485565487976,,,,,,,,,,-0.008455840455839692,-0.0016911680911679385,-0.006764672364671753,,,-73540243.0,0.057534564474236216,1,1,0.03568463989574888,1,1,0.06263109508465958,1,1,-0.08813159938234683,0,-1,0.030588109285325515,1,1,0.19591742013799007,1,1
2020-01-07,11.301573,11.375012,11.219974,11.375,64497765.0,TCELL,11.375,11.301573,11.375012,11.219974,0,0.0152895918312701,,,,,,,,,,-0.001319466562769378,-0.0016168277854882265,0.00029736122271884846,,,-9042478.0,0.06743736263736255,1,1,0.040175824175824326,1,1,0.045916483516483586,1,1,-0.10329670329670337,0,-1,-0.0028659340659340504,0,0,0.17432087912087924,1,1
2020-01-08,11.297493,11.358693,11.228133,11.3424,83746768.88,TCELL,11.3424,11.297493,11.358693,11.228133,0,-0.0028659340659340504,,,,,,,,,,0.0016861764196960394,-0.0009562269444513734,0.0026424033641474125,,,-92789246.88,0.06331111581323179,1,1,0.04172838200028206,1,1,0.06186521371138398,1,1,-0.08705388630272248,0,-1,0.0,0,0,0.13237057412893227,1,1
2020-01-09,11.774035,12.035972,11.513732,11.9952,217617177.0,TCELL,11.9952,11.774035,12.035972,11.513732,0,0.05755395683453246,,,,,,,,,,0.056097022899750826,0.010454423024389068,0.04564259987536176,,,124827930.12,0.0013588768840868681,1,0,-0.021767040149393124,0,-1,-0.007486327864479114,0,0,-0.1394557823129252,0,-1,-0.03673969587835135,0,-1,0.0945544884620515,1,1
2020-01-10,11.796884,11.978853,11.693253,11.8238,150938359.0,TCELL,11.8238,11.796884,11.978853,11.693253,0,-0.014289048952914496,0.04545655499261714,,,,,,,,,0.08441438669010992,0.025246415757533242,0.05916797093257668,,,-26110428.879999995,-0.005522759180635717,0,0,-0.006207818129535303,0,0,-0.0013785754156870889,0,0,-0.09247450058356876,0,-1,-0.030362489216664734,0,-1,0.12974678191444378,1,1
2020-01-13,11.855638,11.978853,11.791173,11.7993,188642460.0,TCELL,11.7993,11.855638,11.978853,11.791173,0,-0.0020720918824742585,0.05316100930942458,,,,,,,,,0.10368395220460513,0.04093392304694762,0.06275002915765751,,,-214752888.88,-0.025586263591907965,0,-1,-0.024204825709999822,0,-1,-0.02074699346571407,0,-1,-0.09681930283999896,0,-1,-0.03457832244285686,0,-1,0.11618485842380477,1,1
2020-01-14,11.889908,12.035972,11.783012,12.0033,172725314.0,TCELL,12.0033,11.889908,12.035972,11.783012,0,0.017289161221428317,0.055235164835164774,,,,,,,,,0.1338731109159106,0.05952176062074022,0.07435135029517037,,,-42027574.879999995,-0.05166079328184736,0,-1,-0.02786733648246731,0,-1,-0.009514050302833366,0,0,-0.11012804812010024,0,-1,-0.04486266276773876,0,-1,0.0992560379229046,1,1
2020-01-15,11.878485,12.019651,11.766693,11.832,136859489.0,TCELL,11.832,11.878485,12.019651,11.766693,0,-0.014271075454249993,0.043165467625899456,,,,,,,,,0.1423350089271498,0.07608441028202215,0.06625059864512764,,,-178887063.88,-0.020689655172413945,0,-1,0.006896551724137945,1,0,-0.008274171737660652,0,0,-0.08552231237322516,0,-1,-0.021382691007437504,0,-1,0.1158553076402975,1,1
2020-01-16,11.88746,11.946213,11.791173,11.8075,187364122.0,TCELL,11.8075,11.88746,11.946213,11.791173,0,-0.0020706558485464877,-0.015647925837001586,,,,,,,,,0.14538823376299703,0.08994517497821714,0.0554430587847799,,,-366251185.88,-0.015202201990260344,0,0,0.009671818759263262,1,0,-0.026948973110311192,0,-1,-0.09467711200508144,0,-1,0.006910861740419216,1,0,0.12024560660597072,1,1
2020-01-17,11.7267065,11.8890915,11.676933,11.7177,123103114.0,TCELL,11.7177,11.7267065,11.8890915,11.676933,0,-0.007605335591784779,-0.008973426478796953,,,,,,,,,0.1389599827510466,0.09974813653278303,0.03921184621826357,3.6075227459614334,,-489354299.88,-0.01810082183363637,0,0,0.006963823958626714,1,0,-0.03621017776526114,0,-1,-0.09470288537852989,0,-1,0.0076636199936845895,1,0,0.1420671292147777,1,1
2020-01-20,11.816467,11.913572,11.717732,11.8483,107192233.0,TCELL,11.8483,11.816467,11.913572,11.717732,0,0.011145531972998057,0.0041527887247547746,,,,,,,,,0.14275824782429325,0.10835015879108507,0.034408089033208175,5.753456447423622,,-382162066.88,-0.02066119190094784,0,-1,0.004819256771013469,1,0,-0.048209447768878144,0,-1,-0.08471257479976035,0,-1,-0.02066119190094784,0,-1,0.11019302347172166,1,1
2020-01-21,11.953556,12.199172,11.742212,12.1421,159906071.0,TCELL,12.1421,11.953556,12.199172,11.742212,0,0.02479680629288583,0.011563486707822035,,,,,,,,,0.1675442589463607,0.1201889788221402,0.04735528012422051,6.743736263736255,,-222255995.88,-0.02553923950552195,0,-1,-0.020161257113678777,0,-1,-0.015458610948682616,0,0,-0.1055171675410348,0,-1,-0.04435805997315112,0,-1,0.08467233839286448,1,1
2020-01-22,12.088195,12.30525,11.946213,12.0605,174541903.0,TCELL,12.0605,12.088195,12.30525,11.946213,0,-0.0067204190378928885,0.019312035158891128,,,,,,,,67.42642280196827,0.17854476043577172,0.13186013514486652,0.046684625290905196,6.331111581323179,0.2774349642857142,-396797898.88,-0.020297665934248088,0,-1,-0.001359810953111329,0,0,0.008117408067658927,1,0,-0.10893412379254586,0,-1,-0.029774884955018455,0,-1,0.08659674142863083,1,1
2020-01-23,12.028627,12.158372,11.938051,12.0115,156752495.0,TCELL,12.0115,12.028627,12.158372,11.938051,0,-0.004062849798930346,0.017277154351048152,,,,,,,,65.92683369644158,0.18121985692535958,0.14173207950096514,0.03948777742439444,0.1358876884086868,0.2774350357142855,-553550393.88,-0.02309453440452902,0,-1,-0.008833201515214606,0,0,-0.010190234358739558,0,0,-0.07744245098447311,0,-1,-0.03396744786246508,0,-1,0.08491861965616287,1,1
2020-01-24,11.837684,12.142052,11.693253,11.7585,157262798.0,TCELL,11.7585,11.837684,12.142052,11.693253,0,-0.02106314781667573,0.003481911979313246,,,,,,,,61.803250787167066,0.16106821050637166,0.14559930570204646,0.015468904804325195,-0.5522759180635717,0.28967739285714267,-710813191.88,-0.000688863375430393,0,0,0.004167198197048805,1,0,-0.042326827401454326,0,-1,-0.05551728536803158,0,-1,0.0020835990985244024,1,0,0.05621465322957864,1,1
2020-01-27,11.565957,11.701413,11.432134,11.4974,113361383.0,TCELL,11.4974,11.565957,11.701413,11.432134,0,-0.022205213249989253,-0.02961606306389941,,,,,,,,52.50819672131149,0.12261585834897204,0.1410026162314316,-0.018386757882459553,-2.5586263591907965,0.3007526785714284,-824174574.88,0.0014177118305007674,1,0,0.0049663402160489145,1,0,-0.05109850922817338,0,-1,-0.01702993720319379,0,0,0.04613216901212436,1,1,0.0667194322194582,1,1
2020-01-28,11.419079,11.603493,11.317893,11.3832,149495941.0,TCELL,11.3832,11.419079,11.603493,11.317893,0,-0.009932680432097718,-0.06250154421393328,,,,,,,,50.80901015228429,0.08198206838691746,0.12919850666252877,-0.04721643827561131,-5.166079328184736,0.3106621785714284,-973670515.88,0.02508960573476693,1,1,0.04444268746925273,1,1,-0.01362534261016246,0,0,-0.004304589219200294,0,0,0.05805924520345762,1,1,0.0652277039848197,1,1
2020-01-29,11.611651,11.717732,11.440293,11.5872,233110624.0,TCELL,11.5872,11.611651,11.717732,11.440293,0,0.017921146953404854,-0.039243812445586834,,,,,,,,40.15824006175216,0.06548571364870526,0.11645594805976407,-0.050970234411058815,-2.0689655172413945,0.2850164642857141,-740559891.88,0.028169014084507227,1,1,0.012677782380557945,1,0,-0.07957919083126197,0,-1,-0.021834438000552292,0,-1,0.14295084230875466,1,1,0.045774647887323994,1,1
2020-01-30,11.576566,11.693253,11.375012,11.628,169782583.0,TCELL,11.628,11.576566,11.693253,11.375012,0,0.0035211267605634866,-0.031927735919743516,,,,11.706315,,,,44.95932447739674,0.05506964411137538,0.10417868727008633,-0.04910904315871095,-1.5202201990260344,0.28618032142857125,-570777308.88,0.025257997936016352,1,1,-0.011928104575163356,0,0,-0.10526315789473684,0,-1,-0.05544375644994848,0,-1,0.18947368421052646,1,1,0.057542139662882796,1,1
2020-01-31,11.534134,11.676933,11.456614,11.5056,143435421.0,TCELL,11.5056,11.534134,11.676933,11.456614,0,-0.010526315789473717,-0.021507845388442415,0.017321414361123555,0.01874350988508687,,11.71611,,,,42.8018234400274,0.036517229013906416,0.09064639561885035,-0.054129166604943935,-1.8100821833636371,0.2885116785714284,-714212729.88,0.025526700041718975,1,1,-0.018443192879988857,0,0,-0.14468606591572797,0,-1,-0.048941385064664056,0,-1,0.16312056737588665,1,1,0.0347482964817134,1,1
2020-02-03,11.56106,11.644293,11.464774,11.6035,130287053.0,TCELL,11.6035,11.56106,11.644293,11.464774,0,0.008508900013906251,0.00922817332614323,0.03568463989574888,0.018647773046842796,,11.7361,,,,39.663908996897625,0.029375396911742513,0.0783921958774288,-0.04901679896568628,-2.066119190094784,0.2832658928571426,-583925676.88,0.026018011806782315,1,1,-0.02812944370233117,0,-1,-0.11674063860042228,0,-1,-0.06680742879303658,0,-1,0.17088809410953587,1,1,0.0485198431507734,1,1
2020-02-04,11.745477,11.872771,11.636132,11.832,150554774.0,TCELL,11.832,11.745477,11.872771,11.636132,0,0.01969233420950589,0.03942652329749108,0.040175824175824326,0.0188389515287299,,11.75895,,,,50.0,0.041673102279998986,0.07104837715794284,-0.02937527487794385,-2.553923950552195,0.2844311071428569,-433370902.88,0.005518931710615238,1,0,0.010344827586206806,1,0,-0.1482758620689656,0,-1,-0.09310344827586214,0,-1,0.15172413793103434,1,1,0.043449966193373823,1,1
2020-02-05,11.817284,11.905412,11.742212,11.8157,146390496.0,TCELL,11.8157,11.817284,11.905412,11.742212,0,-0.0013776200135227068,0.019720035901684696,0.04172838200028206,0.0188210794833086,,11.782615000000002,,,,50.206757438224926,0.04953286457957162,0.06674527464226859,-0.01721241006269697,-2.029766593424809,0.28501396428571407,-579761398.88,0.019330213190924095,1,0,0.02900378310214391,1,1,-0.16574557580168747,0,-1,-0.07458720177391098,0,-1,0.14295386646580388,1,1,0.06629315233122046,1,1
2020-02-06,11.814019,11.905412,11.734052,11.7341,111535669.0,TCELL,11.7341,11.814019,11.905412,11.734052,0,-0.006906065658403682,0.009124527003783856,-0.021767040149393124,0.013655597574989306,,11.76956,,,,50.41523192221995,0.04861691920653577,0.06311960355512203,-0.014502684348586259,-2.309453440452902,0.28209978571428557,-691297067.88,0.014598477940361843,1,0,0.013209364160864379,1,0,-0.10292225223920015,0,-1,-0.08067086525596345,0,-1,0.15020325376466892,1,1,0.027816364271652683,1,1
