date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2020-01-02,2.5269897,2.5696628,2.4676185,2.5418,585678241.0,KRDMD,2.5418,2.5269897,2.5696628,2.4676185,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.09127390038555361,1,1,0.029191911244000446,1,1,0.08395625147533248,1,1,-0.26276654339444483,0,-1,-0.10948933826422214,0,-1,0.15331654732866484,1,1
2020-01-03,2.47504,2.5232792,2.4212348,2.4954,683605827.0,KRDMD,2.4954,2.47504,2.5232792,2.4212348,0,-0.018254780077110566,,,,,,,,,,-0.0037014245014246328,-0.0007402849002849266,-0.0029611396011397064,,,-683605827.0,0.12643263605033273,1,1,0.04832892522240928,1,1,0.06323635489300306,1,1,-0.2713793379818866,0,-1,-0.08175042077422467,0,-1,0.19704255830728523,1,1
2020-01-06,2.437005,2.4768953,2.402681,2.4027,430256500.0,KRDMD,2.4027,2.437005,2.4768953,2.402681,0,-0.03714835296946395,,,,,,,,,,-0.013954091281726644,-0.0033830461765732706,-0.010571045105153373,,,-1113862327.0,0.2084738003079869,1,1,0.1273983435301953,1,1,0.0849461023015774,1,1,-0.23552669913014523,0,-1,-0.05019353227618928,0,-1,0.23165605360635944,1,1
2020-01-07,2.4444265,2.4676185,2.4212348,2.4305,263007957.0,KRDMD,2.4305,2.4444265,2.4676185,2.4212348,0,0.011570316727015362,,,,,,,,,,-0.019610122619208692,-0.006628461465100355,-0.012981661154108336,,,-850854370.0,0.1641226085167662,1,1,0.10689158609339655,1,1,0.03435507097305068,1,1,-0.22518000411437977,0,-1,-0.03818144414729474,0,-1,0.2480970993622713,1,1
2020-01-08,2.4193795,2.4676185,2.3470204,2.4305,439798285.55,KRDMD,2.4305,2.4193795,2.4676185,2.3470204,0,0.0,,,,,,,,,,-0.023818009021860043,-0.010066370976452294,-0.013751638045407749,,,-850854370.0,0.13359391071795934,1,1,0.12215593499279986,1,1,0.07632174449701723,1,1,-0.22135363094013571,0,-1,-0.030528697798806737,0,-1,0.15651100596585077,1,1
2020-01-09,2.5260623,2.5696628,2.486172,2.5604,676315372.63,KRDMD,2.5604,2.5260623,2.5696628,2.486172,0,0.053445793046698276,0.007317648910221131,,,,,,,,,-0.016480962653318,-0.011349289311825436,-0.005131673341492563,,,-174538997.37,0.09420403062021565,1,1,0.06159193875956892,1,1,0.025347601937197428,1,1,-0.264489923449461,0,-1,-0.09057178565849089,0,-1,0.13767380096859871,1,1
2020-01-10,2.6104805,2.6531537,2.5603862,2.6346,785428293.0,KRDMD,2.6346,2.6104805,2.6531537,2.5603862,0,0.028979846898921968,0.05578264005770617,,,,,,,,,-0.0046256589440236695,-0.010004563238265082,0.005378904294241413,,,610889295.63,0.04224550216351619,1,1,-0.0035299476201319235,0,0,-0.007059895240264069,0,0,-0.2711227510817581,0,-1,-0.08099901313292346,0,-1,0.08099901313292346,1,1
2020-01-14,2.804365,2.9036262,2.7459211,2.8851,1092349278.0,KRDMD,2.8851,2.804365,2.9036262,2.7459211,0,0.09508084718742893,0.20077412910475734,,,,,,,,,0.024698304462904996,-0.0030639896980310666,0.027762294160936063,,,1703238573.63,-0.07074278187931093,0,-1,-0.05788360888704025,0,-1,-0.0643305258049981,0,-1,-0.3311843610273474,0,-1,-0.17365082666112086,0,-1,0.0031887976153339714,1,0
2020-01-15,2.869302,2.912903,2.8201354,2.8665,954578976.0,KRDMD,2.8665,2.869302,2.912903,2.8201354,0,-0.006446916917957846,0.1793869574161695,,,,,,,,,0.045907696824881494,0.0067303476065514465,0.03917734921833005,,,748659597.6300001,-0.08414442700156977,0,-1,-0.0517704517704517,0,-1,-0.1164835164835164,0,-1,-0.33008895866038723,0,-1,-0.16180010465724748,0,-1,0.0032443746729460265,1,0
2020-01-16,2.8572423,2.912903,2.7737517,2.7923,624005918.0,KRDMD,2.7923,2.8572423,2.912903,2.7737517,0,-0.025885225885225793,0.14885825961736265,,,,,,,,,0.05608248916745717,0.01660077591873259,0.039481713248724584,,,124653679.63000011,-0.0664326898972174,0,-1,-0.03652902625076093,0,-1,-0.13619596748200413,0,-1,-0.3023314113812986,0,-1,-0.13619596748200413,0,-1,0.009955950291874016,1,0
