date,open,high,low,close,volume,symbol,adj_close,adj_open,adj_high,adj_low,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass
2020-01-02,9.466374,9.487676,9.434423,9.4788,1638924.0,TLMAN,9.4788,9.466374,9.487676,9.434423,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.09737519517238469,1,1,0.09550787019453955,1,1,0.3174135966578049,1,1,-0.2397033379752711,0,-1,-0.004684137232561003,0,0,0.3492530700088621,1,1
2020-01-03,9.140652,9.443299,8.822029,8.964,5210614.0,TLMAN,8.964,9.140652,9.443299,8.822029,0,-0.05431067223699193,,,,,,,,,,-0.04106666666666747,-0.008213333333333494,-0.03285333333333398,,,-5210614.0,0.1564368585452922,1,1,0.16039714413208372,1,1,0.28713743864346264,1,1,-0.19603971441320844,0,-1,0.06931057563587673,1,1,0.44950914770191863,1,1
2020-01-06,8.774102,8.893032,8.6889,8.7155,1522547.0,TLMAN,8.7155,8.774102,8.893032,8.6889,0,-0.02772199910754125,,,,,,,,,,-0.09259677113010412,-0.025090020892687623,-0.0675067502374165,,,-6733161.0,0.21691239745281377,1,1,0.22199529573747911,1,1,0.25967529114795473,1,1,-0.13645803453617122,0,-1,0.20977568699443494,1,1,0.4765876886007685,1,1
2020-01-07,8.897469,8.981784,8.786529,8.9463,2022494.0,TLMAN,8.9463,8.897469,8.981784,8.786529,0,0.026481555848775207,,,,,,,,,,-0.11350273022675594,-0.04277256275950129,-0.07073016746725466,,,-4710667.0,0.23610878240166322,1,1,0.19046980315884765,1,1,0.20932676078378765,1,1,-0.17758179359064652,0,-1,0.19742239808635964,1,1,0.48611157685300044,1,1
2020-01-08,8.851317,8.955158,8.6889,8.8309,1901735.99,TLMAN,8.8309,8.851317,8.955158,8.6889,0,-0.012899187373551224,,,,,,,,,,-0.13779426250787452,-0.061776902709175935,-0.07601735979869859,,,-6612402.99,0.2402020179143689,1,1,0.1989944399778052,1,1,0.13768698547146951,1,1,-0.15176256100737173,0,-1,0.23517421780339487,1,1,0.48642833686260745,1,1
2020-01-09,9.150414,9.283544,8.999536,9.2835,2979704.79,TLMAN,9.2835,9.150414,9.283544,8.999536,0,0.05125185428438783,-0.0206038739080896,,,,,,,,,-0.11915094150296213,-0.07325171046793318,-0.04589923103502895,,,-3632698.2,0.16157699143641935,1,1,0.11951311466580505,1,1,0.1032584693273011,1,1,-0.18068616362363332,0,-1,0.28680993159907353,1,1,0.40344697581731026,1,1
2020-01-10,9.306619,9.390048,9.239167,9.2835,2614851.0,TLMAN,9.2835,9.306619,9.390048,9.239167,0,0.0,0.0356425702811245,,,,,,,,,-0.10318650548483355,-0.07923866947131325,-0.023947836013520296,,,-3632698.2,0.1673075887326978,1,1,0.0850864436904184,1,1,0.0850864436904184,1,1,-0.1529595518931437,0,-1,0.4091883449130178,1,1,0.3766790542360101,1,1
2020-01-13,9.553352,9.8515625,9.319045,9.8072,8440409.0,TLMAN,9.8072,9.553352,9.8515625,9.319045,0,0.05641191361016862,0.1252595949744708,,,,,,,,,-0.04772620369872449,-0.0729361763167955,0.025209972618071008,,,4807710.8,0.10768618973815158,1,1,0.049769557060119096,1,1,0.041622481442205705,1,1,-0.19909862142099688,0,-1,0.26877192266905947,1,1,0.31493188677706163,1,1
2020-01-14,11.021324,11.591117,10.135571,10.8278,49838721.0,TLMAN,10.8278,11.021324,11.591117,10.135571,0,0.10406640019577451,0.210310407654561,,,,,,,,,0.07768487267157376,-0.04281196651912165,0.1204968391906954,,,54646431.8,-0.012292432442416845,0,0,-0.04343449269473021,0,-1,-0.031142060252313475,0,-1,-0.2663883706754835,0,-1,0.1393450193021668,1,1,0.14754613125473326,1,1
2020-01-15,10.619274,10.934345,10.472833,10.5705,8725723.0,TLMAN,10.5705,10.619274,10.934345,10.472833,0,-0.0237629065922903,0.19699011425788981,,,,,,,,,0.15453076016771483,-0.0033434211817543543,0.15787418134946918,,,45920708.8,-0.020992384466203107,0,-1,-0.015117544108603997,0,0,-0.05541838134430721,0,-1,-0.22922283714110003,0,-1,0.15112813963388683,1,1,0.13433612411901064,1,1
2020-01-16,10.585547,10.765716,10.295326,10.4018,5544053.0,TLMAN,10.4018,10.585547,10.765716,10.295326,0,-0.01595950995695561,0.1204610330155651,,,,,,,,,0.19951906791919072,0.037229076638434666,0.16228999128075605,9.737519517238468,,40376655.8,-0.0017016285642869056,0,0,0.20051337268549685,1,1,-0.087023399796189,0,-1,-0.19965775154300225,0,-1,0.12201734315214674,1,1,0.19368763098694441,1,1
2020-01-17,10.36544,10.472833,10.2065735,10.3663,2505051.0,TLMAN,10.3663,10.36544,10.472833,10.2065735,0,-0.003412870849275995,0.11663704421823673,,,,,,,,,0.22966068717838972,0.07571539874642569,0.15394528843196403,15.64368585452922,,37871604.8,0.0034245584248959737,1,0,0.11302007466502029,1,1,-0.017981343391566984,0,0,-0.1429729025785479,0,-1,0.11216152339793362,1,1,0.1849358015878375,1,1
2020-01-20,10.637024,10.872219,10.375203,10.606,7381720.0,TLMAN,10.606,10.637024,10.872219,10.375203,0,0.02312300435063608,0.08145036299861319,,,,,,,,,0.26978006765578755,0.11452833252829807,0.15525173512748947,21.691239745281376,,45253324.8,0.004176881010748534,1,0,0.035140486517065916,1,1,-0.009211766924382414,0,0,-0.12970959834056195,0,-1,0.09121252121440682,1,1,0.1782387327927588,1,1
