date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_5d,y_5d_up,y_5d_triclass,future_return_20d,y_20d_up,y_20d_triclass
2020-01-02,0.975084,0.9803466,0.96681404,0.9803,131746497.0,ISCTR,0.17645303538364246,0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0230541670917066,1,1,0.1104763847801693,1,1
2020-01-03,0.95658964,0.9773393,0.94125307,0.9488,190840207.0,ISCTR,0.17078306637967966,0,-0.0321330205039273,,,,,,,,,-0.00045230521968933624,-9.046104393786725e-05,-0.000361844175751469,,,-190840207.0,0.05385750421585178,1,1,0.14892495784148418,1,1
2020-01-06,0.92741984,0.94125307,0.918699,0.9262,113972811.0,ISCTR,0.16671508861810636,0,-0.023819561551433388,,,,,,,,,-0.0011260319771248528,-0.0002975752305752644,-0.0008284567465495884,,,-304813018.0,0.09414813215288276,1,1,0.1931548261714533,1,1
2020-01-07,0.9341859,0.94275653,0.9232098,0.9277,122956324.0,ISCTR,0.16698508714210458,0,0.0016195206218958536,,,,,,,,,-0.0016195099592169193,-0.0005619621763035954,-0.0010575477829133238,,,-181856694.0,0.11674032553627267,1,1,0.22690524954187796,1,1
2020-01-08,0.9293745,0.9382457,0.91118103,0.9322,146368411.03,ISCTR,0.16779508271409926,0,0.004850706047213604,,,,,,,,,-0.0019230670225291735,-0.0008341831455487111,-0.0010888838769804623,,,-35488282.97,0.10491310877494109,1,1,0.21454623471358092,1,1
2020-01-09,0.9801961,1.0044041,0.95478535,1.0029,408826489.68,ISCTR,0.18052101314521576,0,0.07584209397125075,0.0230541670917066,,,,,,,,-0.0011238073993083408,-0.0008921079963006371,-0.00023169940300770374,,,373338206.71000004,0.05843055140093756,1,1,0.11546515106192068,1,1
2020-01-10,1.0114712,1.026958,0.99688613,0.9999,359761716.0,ISCTR,0.17998101609721934,0,-0.0029913251570443666,0.05385750421585178,,,,,,,,-0.0005278766054648554,-0.0008192617181334808,0.0002913851126686254,,,13576490.710000038,0.06770677067706776,1,1,0.10521052105210527,1,1
2020-01-13,1.0177861,1.0284617,1.0119222,1.0134,236646231.0,ISCTR,0.1824110028132034,0,0.013501350135013634,0.09414813215288276,,,,,,,,0.00013888152210317362,-0.0006276330700861499,0.0007665145921893236,,,250222721.71000004,0.062364318136964636,1,1,0.09048746792974138,1,1
2020-01-14,1.02771,1.0450011,1.0074112,1.036,305086517.0,ISCTR,0.18647898057477671,0,0.022301164397079187,0.11674032553627267,,,,,,,,0.0009841987195870483,-0.0003052667121515103,0.0012894654317385586,,,555309238.71,0.0551158301158301,1,1,0.042084942084941845,1,1
2020-01-15,1.0296648,1.0465049,1.0134257,1.03,237666102.0,ISCTR,0.1853989864787838,0,-0.00579150579150578,0.10491310877494109,,,,,,,,0.0015491149581680075,6.560962191239329e-05,0.0014835053362556143,,,317643136.71000004,0.05252427184466013,1,1,0.03650485436893214,1,1
2020-01-16,1.0585335,1.0780807,1.0389868,1.0615,303758421.0,ISCTR,0.1910689554827466,0,0.030582524271844713,0.05843055140093756,,,,,,,,0.002426364638760753,0.0005377606252820652,0.0018886040134786877,8.283178618790178,,621401557.71,0.028356099858690476,1,1,-0.00989166274140374,0,0
2020-01-17,1.0622926,1.0780807,1.0434977,1.0676,126497666.0,ISCTR,0.1921669494803394,0,0.005746585021196404,0.06770677067706776,,,,,,,,0.003173606905258086,0.0010649298812772695,0.0021086770239808167,12.521079258010136,,747899223.71,0.03231547396028467,1,1,-0.028194080179842707,0,-1
2020-01-20,1.080336,1.0961237,1.0690589,1.0766,116993557.0,ISCTR,0.19378694062432877,0,0.008430123641813392,0.062364318136964636,,,,,,,,0.0038521167277578705,0.0016223672505733897,0.002229749477184481,16.238393435543074,,864892780.71,0.015326026379342217,1,0,-0.03492476314322879,0,-1
2020-01-21,1.0834935,1.0931164,1.0630445,1.0931,181308840.0,ISCTR,0.19675692438830927,0,0.015326026379342217,0.0551158301158301,,,,,,,73.5983263598327,0.00457673575815068,0.002213240952088848,0.0023634948060618317,17.829039560202652,0.03371842571428566,1046201620.71,-0.005488976305918936,0,0,-0.059097978227060644,0,-1
2020-01-22,1.0965748,1.1126633,1.079584,1.0841,195738959.0,ISCTR,0.1951369332443199,0,-0.008233464458878403,0.05252427184466013,,,,,,,70.92741935483878,0.0049630706250843315,0.0027632068866879447,0.002199863738396387,16.294786526496473,0.035114621428571365,850462661.71,-0.001383636195922855,0,0,-0.09851489714970951,0,-1
2020-01-23,1.0928159,1.1036416,1.0765768,1.0916,157032239.0,ISCTR,0.19648692586431105,0,0.006918180979614386,0.028356099858690476,,,,,,,81.87500000000009,0.005316887147210181,0.003273942938792392,0.0020429442084177888,8.84435138099513,0.03425875499999994,1007494900.71,-0.002748259435690681,0,0,-0.10883107365335287,0,-1
2020-01-24,1.0998826,1.1186777,1.0825912,1.1021,224446131.0,ISCTR,0.19837691553229866,0,0.009618908024917605,0.03231547396028467,,,,,,,91.50542708824928,0.005684270924131596,0.0037560085358602333,0.0019282623882713626,10.221022102210231,0.034686290714285674,1231941031.71,-0.010888304146629113,0,0,-0.1418201615098449,0,-1
2020-01-27,1.0976273,1.1081524,1.087102,1.0931,115394146.0,ISCTR,0.19675692438830927,0,-0.008166228109971918,0.015326026379342217,,,,,,,87.69371011850507,0.005778099137593584,0.004160426656206904,0.0016176724813866802,7.864614170120365,0.034793695714285665,1116546885.71,0.010977952611837871,1,0,-0.14445155978410018,0,-1
2020-01-28,1.0902597,1.1036416,1.0810877,1.0871,115657938.0,ISCTR,0.19567693029231636,0,-0.005488976305918936,-0.005488976305918936,,,,,,,85.06111362607521,0.00569961061184962,0.004468263447335447,0.001231347164514173,4.932432432432421,0.034471497857142805,1000888947.71,0.047005795235029124,1,1,-0.12583938920062543,0,-1
2020-01-29,1.0874028,1.099131,1.079584,1.0826,92065791.0,ISCTR,0.19486693472032168,0,-0.0041394535921258635,-0.001383636195922855,,,,0.1857301846682216,,,75.7595345830641,0.0055085488937788585,0.00467632053662413,0.0008322283571547285,5.106796116504841,0.03071027642857138,908823156.71,0.04581562904119729,1,1,-0.15139479031960112,0,-1
2020-01-30,1.0777797,1.0931164,1.0645481,1.0886,133926414.0,ISCTR,0.1959469288163146,0,0.005542213190467438,-0.002748259435690681,0.1104763847801693,0.021918052757095293,,0.18670487933985522,,,78.12301838934687,0.0053822345537310745,0.004817503340045519,0.0005647312136855551,2.552991050400366,0.030602878571428516,1042749570.71,0.0276501929083226,1,1,-0.21128054381774752,0,-1
2020-01-31,1.1064986,1.124692,1.0825912,1.0901,367771561.0,ISCTR,0.19621692734031285,0,0.0013779165901157686,-0.010888304146629113,0.14892495784148418,0.020096923416267693,,0.18797657238788687,,,76.32120796156488,0.005243472664682308,0.004902697204972877,0.00034077545970943087,2.107530910453348,0.03156995714285709,1410521131.71,0.013760205485735089,1,0,-0.1986056325107789,0,-1
2020-02-03,1.0959734,1.1051452,1.0810877,1.1051,134001830.0,ISCTR,0.19891691258029512,0,0.013760205485735089,0.010977952611837871,0.1931548261714533,0.01876125445689237,,0.18958666358599632,,,75.01810282404057,0.005290384848649188,0.004980234733708139,0.00031015011494104835,2.6472227382500435,0.03060335714285708,1544522961.71,0.0,0,0,-0.1646004886435617,0,-1
2020-02-04,1.1257445,1.1427351,1.1126633,1.1382,184882698.0,ISCTR,0.20487488000985604,0,0.02995204053931766,0.047005795235029124,0.22690524954187796,0.01923589038248493,,0.19148115322938392,,,82.74818401937047,0.005742129575783073,0.005132613702123126,0.0006095158736599462,4.125880523282421,0.030928778571428506,1729405659.71,-0.051484800562291544,0,-1,-0.19021261641187848,0,-1
2020-02-06,1.1401792,1.1487497,1.124692,1.1322,145470851.0,ISCTR,0.20379488591386313,0,-0.005271481286241442,0.04581562904119729,0.21454623471358092,0.019521915330879193,,0.19328114338937208,,,75.30422333571943,0.005944469880543424,0.005294984937807186,0.0006494849427362377,4.436860068259385,0.02921284999999994,1583934808.71,-0.0570570570570571,0,-1,-0.20446917505741047,0,-1
2020-02-07,1.1310071,1.1457424,1.1186777,1.1187,117080944.0,ISCTR,0.20136489919787906,0,-0.01192368839427671,0.0276501929083226,0.11546515106192068,0.012546628702561536,,0.19432333769200524,,,67.36913664174028,0.005841410268689784,0.005404270003983706,0.00043714026470607816,2.4825943569072972,0.028675828571428523,1466853864.71,-0.06051667113614023,0,-1,-0.23795476892822032,0,-1
2020-02-10,1.1052955,1.124692,1.079584,1.1051,172061498.0,ISCTR,0.19891691258029512,0,-0.012156967909180305,0.013760205485735089,0.10521052105210527,0.013033093145085318,,0.19527013251615905,,,59.39353988134475,0.005498815796818379,0.005423179162550641,7.563663426773861e-05,0.2722076036657306,0.02986042142857139,1294792366.71,-0.0611709347570355,0,-1,-0.2367206587639128,0,-1
