date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_5d,y_5d_up,y_5d_triclass,future_return_20d,y_20d_up,y_20d_triclass
2020-01-03,9.032273,9.15139,8.929586,8.9542,508122208.0,GARAN,8.9542,0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.1192736369524916,1,1,0.13577985749704036,1,1
2020-01-07,8.800614,8.855653,8.683141,8.7324,252208761.0,GARAN,8.7324,0,-0.024770498760358306,,,,,,,,,-0.017693447293448017,-0.0035386894586896035,-0.014154757834758414,,,-252208761.0,0.14581329302368173,1,1,0.1542874811048509,1,1
2020-01-08,8.907407,9.118529,8.543488,9.1185,543065989.24,GARAN,9.1185,0,0.04421464889377469,,,,,,,,,-0.0005542000470786235,-0.002941791576367408,0.0023875915292887843,,,290857228.24,0.09280035093491268,1,1,0.06126007567034053,1,1
2020-01-09,9.640997,9.85787,9.323902,9.7922,643725722.39,GARAN,9.7922,0,0.07388276580577946,,,,,,,,,0.06662275092995884,0.010971116924897842,0.055651634005061,,,934582950.63,0.02348808235125932,1,1,0.0,0,0
2020-01-10,9.823367,9.89073,9.734648,9.8332,407619646.0,GARAN,9.8332,0,0.004187005984354952,,,,,,,,,0.12176568687003098,0.03313003091392447,0.08863565595610651,,,1342202596.63,0.019220599601350585,1,0,-0.024224057275352817,0,-1
2020-01-13,10.046812,10.145391,9.898945,10.0222,423525129.0,GARAN,10.0222,0,0.019220599601350585,0.1192736369524916,,,,,,,,0.17865812173054252,0.06223564907724808,0.11642247265329445,,,1765727725.63,0.002454550897008634,1,0,-0.05573626549061084,0,-1
2020-01-14,10.001631,10.112533,9.882515,10.0057,447980596.0,GARAN,10.0057,0,-0.001646345113847314,0.14581329302368173,,,,,,,,0.21987973739925692,0.09376446674164986,0.12611527065760708,,,1317747129.63,0.02463595750422276,1,1,-0.03693894480146298,0,-1
2020-01-15,9.98438,10.071458,9.866086,9.9647,309395288.0,GARAN,9.9647,0,-0.0040976643313309635,0.09280035093491268,,,,,,,,0.2463994677676311,0.12429146694684612,0.12210800082078499,,,1008351841.6300001,-0.005770369403996223,0,0,-0.042048430961293404,0,-1
2020-01-16,10.1117115,10.194681,9.997524,10.0222,495567270.0,GARAN,10.0222,0,0.005770369403996112,0.02348808235125932,,,,,,,,0.2689559577398022,0.15322436510543735,0.11573159263436483,,,1503919111.63,-0.018858134940432203,0,0,-0.0623016902476502,0,-1
2020-01-17,10.036134,10.145391,9.931805,10.0222,227064222.0,GARAN,10.0222,0,0.0,0.019220599601350585,,,,,,,,0.28356339623378446,0.17929217133110678,0.10427122490267768,,,1503919111.63,-0.03525174113468088,0,-1,-0.09590708626848399,0,-1
2020-01-20,10.083779,10.161821,10.030384,10.0468,278332926.0,GARAN,10.0468,0,0.002454550897008634,0.002454550897008634,,,,,,,,0.29373887201985305,0.20218151146885605,0.091557360550997,12.202095106207134,,1782252037.63,-0.03597165266552527,0,-1,-0.0932137596050483,0,-1
2020-01-21,10.114175,10.285045,9.940019,10.2522,359474153.0,GARAN,10.2522,0,0.020444320579687147,0.02463595750422276,,,,,,,,0.314748844535778,0.22469497808224045,0.09005386645353755,17.404150061838664,,2141726190.63,-0.050486724800530625,0,-1,-0.13942373344257808,0,-1
2020-01-23,10.003275,10.120746,9.89073,9.9072,675346685.0,GARAN,9.9072,0,-0.03365131386434139,-0.005770369403996223,,,,,,,,0.30010140027291854,0.2397762625203761,0.060325137752542446,8.649448922520154,,1466379505.63,0.0033107235142117997,1,0,-0.11608729005167961,0,-1
2020-01-24,9.832404,10.087886,9.578564,9.8332,666512605.0,GARAN,9.8332,0,-0.007469315245478003,-0.018858134940432203,,,,,,,69.3135876252417,0.27930238952255415,0.2476814879208117,0.03162090160174244,0.41870059843549523,0.3221387857142857,799866900.6300001,-0.011695073831509584,0,0,-0.11194728064109338,0,-1
2020-01-27,9.69768,9.767508,9.562134,9.6689,358005535.0,GARAN,9.6689,0,-0.016708701134930504,-0.03525174113468088,,,,,,,64.64609205295301,0.24671738235890572,0.2474886668084305,-0.0007712844495247895,-1.6708701134930504,0.32565750000000004,441861365.6300001,0.04248673582310292,1,1,-0.13423450444207718,0,-1
2020-01-28,9.679606,9.767508,9.594995,9.6854,421537302.0,GARAN,9.6854,0,0.0017065022908500094,-0.03597165266552527,,,,,,,71.3237268414929,0.2196924635570845,0.24192942615816132,-0.022236962601076826,-3.360539602083379,0.31861849999999997,863398667.6300001,0.050034071902038235,1,1,-0.19424081607367782,0,-1
2020-01-29,9.692751,9.759292,9.594995,9.7346,409427028.0,GARAN,9.7346,0,0.005079810849319744,-0.050486724800530625,,,,,,,66.23280813616488,0.199940262631932,0.23353159345291546,-0.03359133082098348,-2.709455610302114,0.28927964285714275,1272825695.63,0.035450865983194024,1,1,-0.19239619501571714,0,-1
2020-01-30,9.80858,10.005738,9.644283,9.94,515799936.0,GARAN,9.94,0,0.021099993836418474,0.0033107235142117997,,,,,,,55.17000139918848,0.19857155521043524,0.22653958580441944,-0.0279680305939842,-0.2478749987455786,0.26228571428571407,1788625631.63,-0.026448692152917563,0,-1,-0.1438028169014084,0,-1
2020-02-03,9.728897,9.82501,9.652499,9.7182,321385401.0,GARAN,9.7182,0,-0.022313883299798776,-0.011695073831509584,,,,,,,46.4290150291889,0.1775428350914794,0.21674023566183143,-0.03919740057035204,-3.0332661491488944,0.27167278571428544,1467240230.63,0.007614578831470764,1,0,-0.12933465044967174,0,-1
2020-02-04,9.958914,10.112533,9.7921505,10.0797,555092225.0,GARAN,10.0797,0,0.03719824658887472,0.04248673582310292,,,,9.766684999999999,,,51.61272227520057,0.187881668786412,0.21096852228674756,-0.02308685350033557,0.573726327552837,0.27754007142857123,2022332455.63,-0.04808674861355,0,-1,-0.18256495729039568,0,-1
2020-02-05,10.206182,10.293259,10.071458,10.17,515452669.0,GARAN,10.17,0,0.008958599958331925,0.050034071902038235,0.13577985749704036,0.02502862192899049,,9.827475000000002,,,54.4249932669001,0.20104421178060328,0.20898366018551873,-0.00793944840491545,1.2262610980610766,0.2769531428571427,2537785124.63,-0.06945919370698139,0,-1,-0.2584759095378565,0,-1
2020-02-06,10.230005,10.367193,10.030384,10.0797,568201011.0,GARAN,10.0797,0,-0.00887905604719752,0.035450865983194024,0.1542874811048509,0.02421677746672619,,9.894839999999999,,,53.01710567740583,0.20186222453353864,0.20755937305512273,-0.0056971485215840945,-1.682565693217064,0.2863414999999998,1969584113.63,-0.0440092463069337,0,-1,-0.23798327331170577,0,-1
