date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_5d,y_5d_up,y_5d_triclass,future_return_20d,y_20d_up,y_20d_triclass
2020-01-02,5.518,5.57,5.45,5.55,191658297.0,VAKBN,1.399264805440762,0,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.02522522522522519,1,1,0.21621621621621623,1,1
2020-01-03,5.389,5.55,5.25,5.37,233396991.0,VAKBN,1.3538832441832236,0,-0.032432432432432545,,,,,,,,,-0.0036201815248178004,-0.0007240363049635601,-0.0028961452198542404,,,-233396991.0,0.11359404096834291,1,1,0.22905027932960897,1,1
2020-01-06,5.235,5.34,5.15,5.15,143609376.0,VAKBN,1.2984168915351215,0,-0.040968342644320144,,,,,,,,,-0.01083991675949747,-0.002747212395870342,-0.008092704363627128,,,-377006367.0,0.18446601941747542,1,1,0.2796116504854367,1,1
2020-01-07,5.255,5.29,5.22,5.24,94711316.0,VAKBN,1.3211076721638906,0,0.01747572815533971,,,,,,,,,-0.01456278190164384,-0.005110326297025042,-0.009452455604618798,,,-282295051.0,0.21946564885496178,1,1,0.2958015267175571,1,1
2020-01-08,5.29,5.41,5.13,5.36,186201570.0,VAKBN,1.3513620463355827,0,0.022900763358778553,,,,,,,,,-0.01490014460727429,-0.007068289959074892,-0.0078318546481994,,,-96093481.0,0.1679104477611939,1,1,0.2630597014925371,1,1
2020-01-09,5.611,5.71,5.49,5.69,247931983.07,VAKBN,1.434561575307736,0,0.06156716417910446,0.02522522522522519,,,,,,,,-0.008357658437470716,-0.0073261636547540575,-0.0010314947827166588,,,151838502.07,0.12478031634446407,1,1,0.18453427065026373,1,1
2020-01-10,5.902,6.05,5.74,5.98,256605950.0,VAKBN,1.5076763128893256,0,0.05096660808435871,0.11359404096834291,,,,,,,,0.0026959796899661548,-0.005321734985810015,0.00801771467577617,,,408444452.07,0.08695652173913038,1,1,0.103678929765886,1,1
2020-01-13,6.181,6.3,6.07,6.1,207233674.0,VAKBN,1.5379306870610174,0,0.020066889632106788,0.18446601941747542,,,,,,,,0.01373896841672595,-0.0015095943053028223,0.015248562722028772,,,615678126.0699999,0.10655737704918034,1,1,0.03934426229508192,1,1
2020-01-14,6.267,6.42,6.05,6.39,361848063.0,VAKBN,1.611045424642607,0,0.04754098360655745,0.21946564885496178,,,,,,,,0.02806682789956505,0.004405690135670753,0.023661137763894297,,,977526189.0699999,0.07355242566510167,1,1,-0.014084507042253502,0,0
2020-01-15,6.334,6.45,6.22,6.26,192074097.0,VAKBN,1.5782698526232737,0,-0.020344287949921824,0.1679104477611939,,,,,,,,0.036357933397118236,0.01079613878796025,0.025561794609157987,,,785452092.0699999,0.08626198083067105,1,1,0.0015974440894568342,1,0
2020-01-16,6.45,6.57,6.3,6.4,254776033.0,VAKBN,1.613566622490248,0,0.022364217252396346,0.12478031634446407,,,,,,,,0.045255175090890054,0.01768794604854621,0.027567229042343842,15.315315315315313,,1040228125.0699999,0.03749999999999987,1,1,0.0031249999999998224,1,0
2020-01-17,6.429,6.53,6.34,6.5,119245832.0,VAKBN,1.638778600966658,0,0.015625,0.08695652173913038,,,,,,,,0.05372143196485912,0.024894643231808795,0.028826788733050328,21.04283054003726,,1159473957.07,0.03692307692307706,1,1,0.007692307692307665,1,0
2020-01-20,6.674,6.76,6.51,6.75,276103479.0,VAKBN,1.7018085471576834,0,0.03846153846153855,0.10655737704918034,,,,,,,,0.06477035904699813,0.03286978639484667,0.03190057265215146,31.06796116504853,,1435577436.07,-0.0251851851851852,0,-1,-0.04444444444444451,0,-1
2020-01-21,6.818,6.89,6.68,6.86,222685815.0,VAKBN,1.7295417234817345,0,0.016296296296296253,0.07355242566510167,,,,,,,77.63713080168776,0.07490113525347586,0.04127605616657251,0.03362507908690335,30.916030534351147,0.2614285714285714,1658263251.07,-0.02186588921282806,0,-1,-0.07725947521865884,0,-1
2020-01-22,6.9,7.01,6.77,6.8,236519633.0,VAKBN,1.7144145363958885,0,-0.008746355685131157,0.08626198083067105,,,,,,,75.7201646090535,0.08077805171320174,0.04917645527589836,0.03160159643730338,26.865671641791057,0.26999999999999996,1421743618.07,-0.020588235294117685,0,-1,-0.07205882352941184,0,-1
2020-01-23,6.764,6.85,6.62,6.64,180464918.0,VAKBN,1.6740753708336322,0,-0.02352941176470591,0.03749999999999987,,,,,,,76.34854771784234,0.08124398670986444,0.055589961562691574,0.02565402514717286,16.695957820738137,0.26499999999999996,1241278700.07,0.016566265060240948,1,0,-0.09789156626506024,0,-1
2020-01-24,6.678,6.82,6.52,6.74,232376737.0,VAKBN,1.6992873493100424,0,0.015060240963855387,0.03692307692307706,,,,,,,84.71615720524017,0.0826943900562529,0.06101084726140384,0.021683542794849055,12.70903010033444,0.27071428571428574,1473655437.07,-0.02077151335311589,0,-1,-0.10534124629080122,0,-1
2020-01-27,6.651,6.73,6.57,6.58,145208015.0,VAKBN,1.6589481837477862,0,-0.023738872403560873,-0.0251851851851852,,,,,,,78.38983050847456,0.07967042060978158,0.06474276193107939,0.014927658678702188,7.868852459016407,0.27285714285714285,1328447422.07,0.001519756838905817,1,0,-0.11550151975683887,0,-1
2020-01-28,6.649,6.73,6.56,6.71,176303557.0,VAKBN,1.6917237557671192,0,0.019756838905774954,-0.02186588921282806,,,,,,,78.48101265822783,0.07900786430300855,0.06759578240546522,0.011412081897543322,5.007824726134569,0.26500000000000007,1504750979.07,0.011922503725782407,1,0,-0.13412816691505214,0,-1
2020-01-29,6.739,6.81,6.66,6.66,150560634.0,VAKBN,1.6791177665289143,0,-0.007451564828613866,-0.020588235294117685,,,,1.5597390484431124,,,73.20574162679426,0.0765827869803748,0.06939318332044714,0.007189603659927657,6.389776357827492,0.2507142857142858,1354190345.07,0.016516516516516422,1,0,-0.10360360360360366,0,-1
