date,open,high,low,close,volume,symbol,adj_close,is_dividend_day,return_1d,return_5d,return_20d,vol_20d,vol_60d,sma_20,sma_50,sma_200,distance_from_ma200,rsi_14,macd,macd_signal,macd_hist,roc_10,atr_14,obv,future_return_10d,y_10d_up,y_10d_triclass,future_return_20d,y_20d_up,y_20d_triclass,future_return_30d,y_30d_up,y_30d_triclass,future_return_60d,y_60d_up,y_60d_triclass,future_return_90d,y_90d_up,y_90d_triclass,future_return_120d,y_120d_up,y_120d_triclass,y_triple_20d
2020-01-03,3.3029563,3.3530118,3.2609975,3.2941,182006205.0,EREGL,3.2941,0,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.09386478856136726,1,1,0.024589417443307893,1,1,-0.0033393036034120582,0,0,-0.16089371907349503,0,-1,-0.10949880088643338,0,-1,-0.03351446525606383,0,-1,1.0
2020-01-06,3.2359695,3.283081,3.1947465,3.272,211118429.0,EREGL,3.272,0,-0.006708964512309845,,,,,,,,,,-0.0017629629629629662,-0.00035259259259259326,-0.001410370370370373,,,-211118429.0,0.10913814180929116,1,1,0.05736552567237174,1,1,-0.012347188264058673,0,0,-0.14058679706601462,0,-1,-0.079859413202934,0,-1,-0.04049511002444983,0,-1,1.0
2020-01-07,3.314734,3.3530118,3.2794,3.2868,196234092.0,EREGL,3.2868,0,0.0045232273838631265,,,,,,,,,,-0.001943484224965708,-0.0006707709190672163,-0.0012727133058984918,,,-14884337.0,0.09182183278568834,1,1,0.055981501764634345,1,1,-0.014573445296336862,0,0,-0.14445661433613244,0,-1,-0.0974199829621516,0,-1,-0.03361932578800053,0,-1,1.0
2020-01-08,3.295963,3.3309288,3.2315528,3.2941,216855075.4,EREGL,3.2941,0,0.0022210052330533525,,,,,,,,,,-0.0014804341114356134,-0.0008327035575408958,-0.0006477305538947176,,,201970738.4,0.08715582404905753,1,1,0.048055614583649486,1,1,0.001123220302966077,1,0,-0.1485990103518411,0,-1,-0.08937190734950362,0,-1,-0.03017516165265166,0,-1,1.0
2020-01-09,3.3938665,3.426624,3.3493316,3.4156,293997540.27,EREGL,3.4156,0,0.03688412616496173,,,,,,,,,,0.00859153317536343,0.0010521437890399696,0.007539389386323461,,,495968278.66999996,0.03662606862630291,1,1,-0.004303782644337728,0,0,-0.06572783698325324,0,-1,-0.1562536596791193,0,-1,-0.12606862630284577,0,-1,-0.07328141468556038,0,-1,0.0
2020-01-10,3.422207,3.448707,3.3934987,3.4156,238713811.0,EREGL,3.4156,0,0.0,0.03688412616496173,,,,,,,,,0.016384766426555064,0.004118668316542989,0.012266098110012075,,,495968278.66999996,0.013994612952336283,1,0,-0.023714720693289615,0,-1,-0.06681110200257645,0,-1,-0.17027755006441037,0,-1,-0.1325389389858298,0,-1,-0.04095912870359519,0,-1,0.0
2020-01-13,3.5050197,3.5407221,3.426624,3.515,356361068.0,EREGL,3.515,0,0.029101768356950553,0.07426650366748166,,,,,,,,,0.030233199698268542,0.0093415745928881,0.020891625105380444,,,852329346.67,-0.019914651493598945,0,0,-0.033513513513513504,0,-1,-0.0659743954480797,0,-1,-0.21257467994310109,0,-1,-0.1487055476529161,0,-1,-0.0712091038406828,0,-1,0.0
2020-01-14,3.50318,3.5259995,3.4671102,3.5223,265221246.0,EREGL,3.5223,0,0.0020768136557609562,0.071650237312888,,,,,,,,,0.04132091009977357,0.015737441694265195,0.02558346840550837,,,1117550592.67,-0.010447718820089102,0,0,-0.04806518468046439,0,-1,-0.1065780881810181,0,-1,-0.2016580075518838,0,-1,-0.1368707946512222,0,-1,-0.06163586293047152,0,-1,0.0
2020-01-15,3.4612212,3.503916,3.4119015,3.4266,347385780.0,EREGL,3.4266,0,-0.027169747040286185,0.0402234297683739,,,,,,,,,0.041902781096966546,0.020970509574805465,0.02093227152216108,,,770164812.6700001,0.01073950855075001,1,0,-0.02900834646588457,0,-1,-0.11384462732737988,0,-1,-0.18260082880989903,0,-1,-0.09344539777038474,0,-1,-0.04094437634973436,0,-1,0.0
2020-01-16,3.4542284,3.5002353,3.3861372,3.4193,305724601.0,EREGL,3.4193,0,-0.002130391641860796,0.0010832650193230986,,,,,,,,,0.04129880217913229,0.02503616809567083,0.016262634083461458,,,464440211.6700001,0.004299125552013727,1,0,-0.02907027754218694,0,-1,-0.11087064603866281,0,-1,-0.18407276343111167,0,-1,-0.0839645541485099,0,-1,-0.0709501944842511,0,-1,0.0
2020-01-20,3.5834167,3.6216948,3.52968,3.6033,306780344.0,EREGL,3.6033,0,0.053812183780306055,0.05495374165593159,,,,,,,,,0.055033020381066944,0.031035538552750055,0.02399748182831689,9.386478856136726,,771220555.6700001,-0.0633308356229012,0,-1,-0.08886298670662995,0,-1,-0.13074126495157212,0,-1,-0.20020536730219518,0,-1,-0.11439513779035881,0,-1,-0.12571809174922988,0,-1,0.0
2020-01-21,3.5981388,3.6400979,3.5480833,3.6291,245604044.0,EREGL,3.6291,0,0.007160103238697868,0.0324608819345662,,,,,,,,,0.06722441047795558,0.03827331293779116,0.028951097540164415,10.913814180929116,,1016824599.6700001,-0.046678239783968456,0,-1,-0.10953128874927676,0,-1,-0.15822104654046465,0,-1,-0.19779008569617806,0,-1,-0.11664048937753169,0,-1,-0.12986690915102928,0,-1,0.0
2020-01-22,3.5999794,3.6658618,3.5517635,3.5886,256706170.0,EREGL,3.5886,0,-0.011159791683888587,0.018822928200323608,,,,,,,,,0.07277921000710785,0.0451744923516545,0.027604717655453352,9.182183278568834,,760118429.6700001,-0.03282617176614833,0,-1,-0.09744747255197006,0,-1,-0.10257482026416986,0,-1,-0.17948503594716603,0,-1,-0.11489160118151931,0,-1,-0.11898790614724408,0,-1,0.0
2020-01-23,3.5834167,3.6143334,3.555444,3.5812,182338021.0,EREGL,3.5812,0,-0.00206208549294995,0.045117609292009586,,,,,,,,72.67414310535457,0.07571155482331449,0.0512819048459865,0.024429649977327987,8.715582404905753,0.10252807142857155,577780408.6700001,-0.03596559812353406,0,-1,-0.07913548531218584,0,-1,-0.0853066011392829,0,-1,-0.15416620127331615,0,-1,-0.11406791019769913,0,-1,-0.10767340556238125,0,-1,0.0
2020-01-24,3.5491874,3.6106527,3.5112774,3.5407,172962717.0,EREGL,3.5407,0,-0.011309058416173245,0.03550434299418015,,,,,,,,68.30463182897863,0.07391539700326755,0.05580860327744271,0.018106793725824834,3.662606862630291,0.1030538571428573,404817691.6700001,-0.03948371790888816,0,-1,-0.09873753777501626,0,-1,-0.1133109272177818,0,-1,-0.13305278617222593,0,-1,-0.10811421470330729,0,-1,-0.15827378766910494,0,-1,0.0
2020-01-27,3.4814644,3.5112774,3.452388,3.4634,162747826.0,EREGL,3.4634,0,-0.021831841161352283,-0.03882552105014847,,,,,,,,63.13117453347969,0.06549942837498834,0.05774676829695184,0.007752660078036502,1.3994612952336283,0.10226517857142874,242069865.67000008,-0.03718888953051913,0,-1,-0.07969047756539827,0,-1,-0.07969047756539827,0,-1,-0.12964139285095566,0,-1,-0.09669688745163718,0,-1,-0.16674366229716464,0,-1,0.0
