AUC,Precision,Recall,F1,Fold AUCs
0.8853668848624475,0.794191368788143,0.7972213485758044,0.7957034742078792,"[0.8862252492568159, 0.8854719947144005, 0.8804410352689036, 0.8907023221517412, 0.8904367890219135]"
