AUC,Precision,Recall,F1,Fold AUCs
0.6708956012613115,0.6042406517651974,0.6657332463845947,0.6334982022594952,"[0.7498967437116975, 0.7498442106752199, 0.9379243459920155, 0.6167855529955406, 0.766310821264832]"
