date,usd_try,usdtry_roc_1d,usdtry_roc_5d,usdtry_roc_20d,usdtry_ma200,usdtry_distance_ma200,usdtry_vol_20d,usdtry_vol_60d,usdtry_vol_regime,eur_try,eurtry_roc_1d,eurtry_roc_5d,eurtry_roc_20d,eur_usd_implied,eur_usd_roc_1d,bist100,bist100_roc_1d,bist100_roc_5d,bist100_roc_20d,bist100_roc_60d,bist100_ma200,bist100_distance_ma200,bist100_vol_20d,bist100_vol_60d,bist100_vol_regime,tcmb_repo,tcmb_rate_change,tcmb_rate_change_5d,tcmb_rate_roc_1d,cpi,cpi_mom,cpi_yoy,m2,m2_mom,m2_yoy,us_cli,us_cli_roc_1d,us_cli_roc_20d,us_cpi,us_cpi_mom,us_cpi_yoy,usdtry_vs_bist100,eurtry_vs_bist100,macro_regime_up,macro_regime_down
2020-02-08,6.8432,0.0,0.0991503236479867,-0.1214502131155959,,,0.057751332191476185,,,7.6774,0.0,0.11928504781898752,-0.17718045999185483,1.1219020341360766,0.0,1169.08,0.0,0.08944180411890779,-0.11786854197949126,,,,0.07188894442804594,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.003516631201702314,2556911596.0,0.0,0.03550732563093306,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0027406181147564546,0.0,0.0,0,0
2020-02-09,7.3421,0.07290448912789338,0.10527187330643706,-0.05739998972936888,,,0.0603023851080485,,,8.7979,0.1459478469273452,0.20923360272692282,-0.05709171971791738,1.1982811457212514,0.06808001880840764,1083.91,-0.07285215725185601,0.2109237970752198,-0.1821337216760105,,,,0.07351277857481477,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.003516631201702314,2556911596.0,0.0,0.03550732563093306,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0027406181147564546,0.1457566463797494,0.2188000041792012,0,0
2020-02-10,7.6946,0.04801078710450679,0.15833684590835184,-0.01214502131155959,,,0.061290497356772757,,,9.0376,0.02724513804430595,0.2421793391610314,-0.03140205345851299,1.1745379876796713,-0.019814346680126493,1145.03,0.05638844553514577,0.2792059076538078,-0.13601551358570574,,,,0.0748824609394989,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.003516631201702314,2556911596.0,0.0,0.03550732563093306,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0027406181147564546,-0.008377658430638979,-0.02914330749083982,0,0
2020-02-11,8.3082,0.07974423621760707,0.2207349505576044,0.06663071945771049,,,0.06373745571746092,,,9.6985,0.07312782154554309,0.28076963710316405,0.03942940432555231,1.1673406995498423,-0.006127761047599156,1133.59,-0.009991004602499576,0.04867850171605115,-0.14464758656595922,,,,0.07488320909906589,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.003516631201702314,2556911596.0,0.0,0.03550732563093306,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0027406181147564546,0.08973524082010664,0.08311882614804267,0,0
2020-02-12,7.8412,-0.056209527936255665,0.14583820434884265,0.006675910234683835,,,0.0652112118963337,,,9.3868,-0.03213899056555136,0.22265350248782134,0.006023192506376729,1.197112686833648,0.025504111434893506,1325.49,0.1692851912949127,0.13378896226092318,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.003516631201702314,2556911596.0,0.0,0.03550732563093306,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0027406181147564546,-0.22549471923116837,-0.20142418186046407,0,0
2020-02-13,7.8412,0.0,0.14583820434884265,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,0.22265350248782134,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.13378896226092318,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-14,7.8412,0.0,0.06797782650740247,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,0.0669364280112299,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.22287828325229952,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-15,7.8412,0.0,0.01905232240792243,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,0.0386385766132602,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.15760285756705072,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-16,7.8412,0.0,-0.056209527936255665,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,-0.03213899056555136,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.1692851912949127,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
2020-02-17,7.8412,0.0,0.0,0.006675910234683835,,,0.0652112118963337,,,9.3868,0.0,0.0,0.006023192506376729,1.197112686833648,0.0,1325.49,0.0,0.0,0.0001509103667876044,,,,0.08445080501737551,,,1613.0,0.0,0.0,0.0,448.02,0.0,0.0,2556911596.0,0.0,0.0,98.7,0.0,-0.002022244691607722,118.6294315,0.0,0.0,0.0,0.0,0,0
