symbol,period,item_code,item_name_tr,item_name_en,value
OTKAR,2020/12,1A,Dönen Varlıklar,CURRENT ASSETS,427639081.0
OTKAR,2020/12,1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,69614272.0
OTKAR,2020/12,1AB,Finansal Yatırımlar,Short-Term Financial Investments,0.0
OTKAR,2020/12,1AC,Ticari Alacaklar,Short-Term Trade Receivables,159934882.0
OTKAR,2020/12,1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0.0
OTKAR,2020/12,1AE,Diğer Alacaklar,Short-Term Other Receivables,60543.0
OTKAR,2020/12,1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,nan,0.0
OTKAR,2020/12,1AF,Stoklar,Inventories,179690018.0
OTKAR,2020/12,1AG,Canlı Varlıklar,Short-Term Live Assets,0.0
OTKAR,2020/12,1AH,Diğer Dönen Varlıklar,Other Current Assets,18339365.0
OTKAR,2020/12,1AI,(Ara Toplam),(Subtotal),427639081.0
OTKAR,2020/12,1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0.0
OTKAR,2020/12,1AK,Duran Varlıklar,LONG TERM ASSETS,155483472.0
OTKAR,2020/12,1B,Ticari Alacaklar,Trade Receivables,17566564.0
OTKAR,2020/12,1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0.0
OTKAR,2020/12,1BB,Diğer Alacaklar,Other Receivables,357340.0
OTKAR,2020/12,1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,nan,0.0
OTKAR,2020/12,1BC,Finansal Yatırımlar,Financial Investments,19777.0
OTKAR,2020/12,1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,22830062.0
OTKAR,2020/12,1BE,Canlı Varlıklar,Long-Term Live Assets,0.0
OTKAR,2020/12,1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,0.0
OTKAR,2020/12,1BFA,Stoklar,Stoklar,0.0
OTKAR,2020/12,1BFAA,Kullanım Hakkı Varlıkları,nan,2621524.0
OTKAR,2020/12,1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,30542602.0
OTKAR,2020/12,1BGA,Şerefiye,Goodwill,0.0
OTKAR,2020/12,1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,67368117.0
OTKAR,2020/12,1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,12954243.0
OTKAR,2020/12,1BK,Diğer Duran Varlıklar,Other Long-Term Assets,1223243.0
OTKAR,2020/12,1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,583122553.0
OTKAR,2020/12,1BM,KAYNAKLAR,LIABILITIES,0.0
OTKAR,2020/12,2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,286125365.0
OTKAR,2020/12,2AA,Finansal Borçlar,Short-Term Financial Loans,117732587.0
OTKAR,2020/12,2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0.0
OTKAR,2020/12,2AAGAA,Ticari Borçlar,Short-Term Trade Payables,47024500.0
OTKAR,2020/12,2AAGAB,Diğer Borçlar,Other Short-Term Loans,6459564.0
OTKAR,2020/12,2AAGAC,Müşteri Söz. Doğan Yük.,nan,72478642.0
OTKAR,2020/12,2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,0.0
OTKAR,2020/12,2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,389495.0
OTKAR,2020/12,2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),nan,0.0
OTKAR,2020/12,2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),0.0
OTKAR,2020/12,2AAGE,Borç Karşılıkları,Short-Term Provisions,31513582.0
OTKAR,2020/12,2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,10526996.0
OTKAR,2020/12,2AAGG,(Ara Toplam),(Subtotal),286125365.0
OTKAR,2020/12,2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,0.0
OTKAR,2020/12,2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,161468645.0
OTKAR,2020/12,2BA,Finansal Borçlar,Long-Term Financial Loans,131714316.0
OTKAR,2020/12,2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0.0
OTKAR,2020/12,2BBA,Ticari Borçlar,Long-Term Trade Payables,0.0
OTKAR,2020/12,2BBB,Diğer Borçlar,Other Long-Term Loans,0.0
OTKAR,2020/12,2BBBA,Müşteri Söz.Doğan Yük.,nan,20869401.0
OTKAR,2020/12,2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,0.0
OTKAR,2020/12,2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,311327.0
OTKAR,2020/12,2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),nan,0.0
OTKAR,2020/12,2BE,Uzun vadeli karşılıklar,Long-Term Provisions,8573600.0
OTKAR,2020/12,2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,0.0
OTKAR,2020/12,2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,0.0
OTKAR,2020/12,2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,0.0
OTKAR,2020/12,2N,Özkaynaklar,SHAREHOLDERS EQUITY,135528543.0
OTKAR,2020/12,2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,135528543.0
