symbol,period,item_code,item_name_tr,item_name_en,value
ZOREN,2022/12,1A,Dönen Varlıklar,CURRENT ASSETS,1205995249.0
ZOREN,2022/12,1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,202804773.0
ZOREN,2022/12,1AB,Finansal Yatırımlar,Short-Term Financial Investments,57909940.0
ZOREN,2022/12,1AC,Ticari Alacaklar,Short-Term Trade Receivables,630166186.0
ZOREN,2022/12,1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0.0
ZOREN,2022/12,1AE,Diğer Alacaklar,Short-Term Other Receivables,130032618.0
ZOREN,2022/12,1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,nan,0.0
ZOREN,2022/12,1AF,Stoklar,Inventories,62671204.0
ZOREN,2022/12,1AG,Canlı Varlıklar,Short-Term Live Assets,0.0
ZOREN,2022/12,1AH,Diğer Dönen Varlıklar,Other Current Assets,122410527.0
ZOREN,2022/12,1AI,(Ara Toplam),(Subtotal),1205995249.0
ZOREN,2022/12,1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0.0
ZOREN,2022/12,1AK,Duran Varlıklar,LONG TERM ASSETS,5079747224.0
ZOREN,2022/12,1B,Ticari Alacaklar,Trade Receivables,8059310.0
ZOREN,2022/12,1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0.0
ZOREN,2022/12,1BB,Diğer Alacaklar,Other Receivables,655050342.0
ZOREN,2022/12,1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,nan,750427.0
ZOREN,2022/12,1BC,Finansal Yatırımlar,Financial Investments,104260.0
ZOREN,2022/12,1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,141974749.0
ZOREN,2022/12,1BE,Canlı Varlıklar,Long-Term Live Assets,0.0
ZOREN,2022/12,1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,0.0
ZOREN,2022/12,1BFA,Stoklar,Stoklar,0.0
ZOREN,2022/12,1BFAA,Kullanım Hakkı Varlıkları,nan,32584081.0
ZOREN,2022/12,1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,3041865257.0
ZOREN,2022/12,1BGA,Şerefiye,Goodwill,0.0
ZOREN,2022/12,1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,470825165.0
ZOREN,2022/12,1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,90784166.0
ZOREN,2022/12,1BK,Diğer Duran Varlıklar,Other Long-Term Assets,637749466.0
ZOREN,2022/12,1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,6285742473.0
ZOREN,2022/12,1BM,KAYNAKLAR,LIABILITIES,0.0
ZOREN,2022/12,2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,2004078742.0
ZOREN,2022/12,2AA,Finansal Borçlar,Short-Term Financial Loans,1030529095.0
ZOREN,2022/12,2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0.0
ZOREN,2022/12,2AAGAA,Ticari Borçlar,Short-Term Trade Payables,506522208.0
ZOREN,2022/12,2AAGAB,Diğer Borçlar,Other Short-Term Loans,317207399.0
ZOREN,2022/12,2AAGAC,Müşteri Söz. Doğan Yük.,nan,0.0
ZOREN,2022/12,2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,0.0
ZOREN,2022/12,2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,0.0
ZOREN,2022/12,2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),nan,112744181.0
ZOREN,2022/12,2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),11811713.0
ZOREN,2022/12,2AAGE,Borç Karşılıkları,Short-Term Provisions,1892163.0
ZOREN,2022/12,2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,23371984.0
ZOREN,2022/12,2AAGG,(Ara Toplam),(Subtotal),2004078742.0
ZOREN,2022/12,2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,0.0
ZOREN,2022/12,2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,2438799541.0
ZOREN,2022/12,2BA,Finansal Borçlar,Long-Term Financial Loans,1992780429.0
ZOREN,2022/12,2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0.0
ZOREN,2022/12,2BBA,Ticari Borçlar,Long-Term Trade Payables,0.0
ZOREN,2022/12,2BBB,Diğer Borçlar,Other Long-Term Loans,706865.0
ZOREN,2022/12,2BBBA,Müşteri Söz.Doğan Yük.,nan,0.0
ZOREN,2022/12,2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,0.0
ZOREN,2022/12,2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,0.0
ZOREN,2022/12,2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),nan,0.0
ZOREN,2022/12,2BE,Uzun vadeli karşılıklar,Long-Term Provisions,15411969.0
ZOREN,2022/12,2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,0.0
ZOREN,2022/12,2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,429900278.0
ZOREN,2022/12,2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,0.0
ZOREN,2022/12,2N,Özkaynaklar,SHAREHOLDERS EQUITY,1842864190.0
ZOREN,2022/12,2O,Ana Ortaklığa Ait Özkaynaklar,Parent Shareholders Capital,1846830023.0
ZOREN,2022/12,2OA,Ödenmiş Sermaye,Share Capital,133461456.0
ZOREN,2022/12,2OC,Karşılıklı İştirak Sermayesi Düzeltmesi (-),Adjustments to Share Capital,0.0
ZOREN,2022/12,2OCA,Hisse Senedi İhraç Primleri,Premium in Excess of Par,531764.0
ZOREN,2022/12,2OCB,Değer Artış Fonları,Market Value Surpluses,0.0
ZOREN,2022/12,2OCC,Yabancı Para Çevrim Farkları,FX Translation Differences,116457186.0
ZOREN,2022/12,2OCD,Kardan Ayrılan Kısıtlanmış Yedekler,Income Reserves,5371770.0
ZOREN,2022/12,2OCE,Geçmiş Yıllar Kar/Zararları,Retained Earnings /(Acc. Losses),784608531.0
ZOREN,2022/12,2OCF,Dönem Net Kar/Zararı,Current Year Income /(Losses),506806267.0
ZOREN,2022/12,2OD,Diğer Özsermaye Kalemleri,Other Sholders Equity Items,299593049.0
ZOREN,2022/12,2ODA,Azınlık Payları,Minority Interests,-3965834.0
ZOREN,2022/12,2ODB,TOPLAM KAYNAKLAR,TOTAL LIABILITIES AND S.HOLDERS EQUITY,6285742473.0
ZOREN,2022/12,3B,Sürdürülen Faaliyetler,Continuing Operations,0.0
ZOREN,2022/12,3C,Satış Gelirleri,Net Sales,2335604874.0
ZOREN,2022/12,3CA,Satışların Maliyeti (-),Cost Of Sales,-1995055349.0
ZOREN,2022/12,3CAA,Ticari Faaliyetlerden Diğer Kar (Zarar),Other Profit (Loss) from Trade Operations,0.0
ZOREN,2022/12,3CAB,Ticari Faaliyetlerden Brüt Kar (Zarar),Gross Profit (Loss) from Trade Operations,340549525.0
ZOREN,2022/12,3CAC,"Faiz, Ücret, Prim, Komisyon ve Diğer Gelirler","Proceeds from Interest, Fee, Premium, Commission and Other",0.0
ZOREN,2022/12,3CAD,"Faiz, Ücret, Prim, Komisyon ve Diğer Giderler (-)","Expenses from Interest, Fee, Premium, Commission and Other",0.0
ZOREN,2022/12,3CAE,Finans Sektörü Faaliyetlerinden Diğer Kar (Zarar),Other Profit (Loss) from Financial Operations,0.0
ZOREN,2022/12,3CAF,Finans Sektörü Faaliyetlerinden Brüt Kar (Zarar),Gross Profit (Loss) from Financial Operations,0.0
ZOREN,2022/12,3CB,Diğer Gelir ve Giderler,Other Income (Expenses),0.0
ZOREN,2022/12,3D,BRÜT KAR (ZARAR),GROSS PROFIT (LOSS),340549525.0
ZOREN,2022/12,3DA,"Pazarlama, Satış ve Dağıtım Giderleri (-)",Marketing Selling & Distrib. Expenses (-),-9429004.0
ZOREN,2022/12,3DB,Genel Yönetim Giderleri (-),General Administrative Expenses (-),-66073325.0
ZOREN,2022/12,3DC,Araştırma ve Geliştirme Giderleri (-),Research & Development Expenses (-),0.0
ZOREN,2022/12,3DD,Diğer Faaliyet Gelirleri,Income from Other Operations,91680892.0
ZOREN,2022/12,3DE,Diğer Faaliyet Giderleri (-),Expenses from Other Operations (-),-57885307.0
ZOREN,2022/12,3DEA,Faaliyet Karı Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Operating Profits,0.0
ZOREN,2022/12,3DF,FAALİYET KARI (ZARARI),OPERATING PROFITS,298842781.0
ZOREN,2022/12,3H,Net Faaliyet Kar/Zararı,Net Operating Profits,265047196.0
ZOREN,2022/12,3HA,Yatırım Faaliyetlerinden Gelirler,nan,376226.0
ZOREN,2022/12,3HAA,Yatırım Faaliyetlerinden Giderler (-),nan,-1505.0
ZOREN,2022/12,3HAB,Diğer Gelir ve Giderler,nan,0.0
ZOREN,2022/12,3HAC,Özkaynak Yöntemiyle Değerlenen Yatırımların Kar/Zararlarındaki Paylar,Profit (Loss) from Subsidiaries,9240439.0
ZOREN,2022/12,3HACA,Finansman Gideri Öncesi Faaliyet Karı/Zararı,nan,308457941.0
ZOREN,2022/12,3HB,(Esas Faaliyet Dışı) Finansal Gelirler,Financial Income (from Other Operations),531581601.0
ZOREN,2022/12,3HC,(Esas Faaliyet Dışı) Finansal Giderler (-),Financial Expenses (from Other Operations) (-),-228052938.0
ZOREN,2022/12,3HCA,Vergi Öncesi Diğer Gelir ve Giderler,Other Income (Expenses) Before Tax,374721.0
ZOREN,2022/12,3I,SÜRDÜRÜLEN FAALİYETLER VERGİ ÖNCESİ KARI (ZARARI),PROFIT BEFORE TAX FROM CONTINUING OPERATIONS,611986605.0
ZOREN,2022/12,3IA,Sürdürülen Faaliyetler Vergi Geliri (Gideri),Taxation on Continuing Operations,-172684391.0
ZOREN,2022/12,3IB,Dönem Vergi Geliri (Gideri),Taxation on Income (Expenses),-26924087.0
ZOREN,2022/12,3IC,Ertelenmiş Vergi Geliri (Gideri),Income (Expenses) of Deferred Tax,-145760303.0
ZOREN,2022/12,3ID,Diğer Vergi Geliri (Gideri),Other Taxation Income (Expenses),0.0
ZOREN,2022/12,3J,SÜRDÜRÜLEN FAALİYETLER DÖNEM KARI/ZARARI,PROFIT FROM CONTINUING OPERATIONS,439302214.0
ZOREN,2022/12,3K,DURDURULAN FAALİYETLER,DISCONTINUED OPERATIONS,0.0
ZOREN,2022/12,3KA,Durdurulan Faaliyetler Vergi Sonrası Dönem Karı (Zararı),Profit After Taxes from Discontinued Operations,132995701.0
ZOREN,2022/12,3L,DÖNEM KARI (ZARARI),NET PROFIT AFTER TAXES,572297916.0
ZOREN,2022/12,3LA,Dönem Kar/Zararının Dağılımı,Distrubition of Profit (Loss),0.0
ZOREN,2022/12,3LB,Azınlık Payları,Minority Interests,917303.0
ZOREN,2022/12,3Z,Ana Ortaklık Payları,Parent Shares,571380613.0
ZOREN,2022/12,3ZD,Hisse Başına Kazanç,Earnings per Share,0.0
ZOREN,2022/12,3ZE,Seyreltilmiş Hisse Başına Kazanç,Diluted Earnings per Share,0.0
ZOREN,2022/12,3ZF,Sürdürülen Faaliyetlerden Hisse Başına Kazanç,Earnings per Share from Continuing Operations,0.0
ZOREN,2022/12,3ZG,Sürdürülen Faaliyetlerden Seyreltilmiş Hisse Başına Kazanç,Earnings per Share from Discontinued Operations,0.0
ZOREN,2022/12,4B,Amortisman Giderleri,Depreciation & Amortization,220822969.0
ZOREN,2022/12,4BA,Kıdem Tazminatı,Severance Payments,1716580.0
ZOREN,2022/12,4BB,Finansman Giderleri,Financial Expenses,-228052938.0
ZOREN,2022/12,4BC,Yurtiçi Satışlar,Domestic Sales,0.0
ZOREN,2022/12,4BD,Yurtdışı Satışlar,Export Sales,0.0
ZOREN,2022/12,4BE,Net Yabancı Para Pozisyonu,Net Fx Position,-1760414212.0
ZOREN,2022/12,4BEA,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,Parasal net yabancı para varlık/(yükümlülük) pozisyonu,-1769600303.0
ZOREN,2022/12,4BEB,Net YPP (Hedge Dahil),Net YPP (Hedge Dahil),-1750907086.0
ZOREN,2022/12,4C,İşletme Faaliyetlerinden Kaynaklanan Net Nakit,Net Cash from Operations,192274868.0
ZOREN,2022/12,4CA,Düzeltme Öncesi Kar,Earnings Before Adjustments,572297916.0
ZOREN,2022/12,4CAA,Düzeltmeler:,Adjustments:,-427265990.0
ZOREN,2022/12,4CAB,Amortisman & İtfa Payları,Depreciation & Amortisation,220822969.0
ZOREN,2022/12,4CAC,Karşılıklardaki Değişim,Change in Provisions,2540594.0
ZOREN,2022/12,4CAD,Diğer Gelir/ Gider,Other Income / Expense,-650629553.0
ZOREN,2022/12,4CAE,İşletme Sermayesinde Değişikler Öncesi Faaliyet Karı (+),Operating Profit Before Changes in Working Capital (+),145031926.0
ZOREN,2022/12,4CAF,İşletme Sermayesindeki Değişiklikler,Change in Working Capital,67029328.0
ZOREN,2022/12,4CAG,Esas Faaliyet ile İlgili Oluşan Nakit (+),Cash from Core Operations (+),212061254.0
ZOREN,2022/12,4CAH,Diğer İşletme Faaliyetlerinden Nakit,Cash from Other Operations,-19786385.0
ZOREN,2022/12,4CAI,Sabit Sermaye Yatırımları,Capital Expenditures (CapEx),-59724006.0
ZOREN,2022/12,4CAJ,Diğer Yatırım Faaliyetlerinden Nakit,Cash from Other Investment Operations,0.0
ZOREN,2022/12,4CAK,Yatırım Faaliyetlerinden Kaynaklanan Nakit,Cash from Investment Operations,-59724006.0
ZOREN,2022/12,4CB,Serbest Nakit Akım,Free Cash Flow,132550862.0
ZOREN,2022/12,4CBA,Finansal Borçlardaki Değişim,Change in Financial Debt,175770817.0
