ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
ENKAI,2020/3,-700400000.0,-1913153000.0,-44633000.0,40352813000.0,60.06,258.79,,78.2
ENKAI,2020/6,1684603000.0,-4073848000.0,-68643000.0,44326021000.0,60.06,258.79,,78.2
ENKAI,2020/9,2510140000.0,-6200135000.0,15429000.0,49720189000.0,60.06,258.79,,78.2
ENKAI,2020/12,4505060000.0,-8718327000.0,-114108000.0,49696135000.0,60.06,258.79,,78.2
ENKAI,2021/3,1142071000.0,-2093468000.0,-51791000.0,56538864000.0,60.06,258.79,,78.2
ENKAI,2021/6,3187945000.0,-5450309000.0,-359672000.0,59364410000.0,60.06,258.79,,78.2
ENKAI,2021/9,4330970000.0,-11161575000.0,-483200000.0,61243561000.0,60.06,258.79,,78.2
ENKAI,2021/12,5159042000.0,-19072729000.0,-365677000.0,89858579000.0,60.06,258.79,,78.2
ENKAI,2022/3,-491550000.0,-8759919000.0,171765000.0,94643715000.0,60.06,258.79,,78.2
ENKAI,2022/6,-4977195000.0,-18016045000.0,150263000.0,106604086000.0,60.06,258.79,,78.2
ENKAI,2022/9,-3104342000.0,-33650797000.0,123856000.0,116946760000.0,60.06,258.79,,78.2
ENKAI,2022/12,1961307000.0,-47506757000.0,-64120000.0,122407267000.0,60.06,258.79,,78.2
ENKAI,2023/3,3814024000.0,-14072366000.0,-167432000.0,128043607000.0,60.06,258.79,,78.2
ENKAI,2023/6,6272069000.0,-25186289000.0,-804045000.0,167066578000.0,60.06,258.79,,78.2
ENKAI,2023/9,10026407000.0,-43543037000.0,-1058667000.0,177953777000.0,60.06,258.79,,78.2
ENKAI,2023/12,16969183000.0,-60828335000.0,-1788357000.0,218533737000.0,60.06,258.79,,78.2
ENKAI,2024/3,4691781000.0,-13901230000.0,-930000.0,241244386000.0,60.06,258.79,,78.2
ENKAI,2024/6,11053969000.0,-31379914000.0,-1909000.0,247080833000.0,60.06,258.79,,78.2
ENKAI,2024/9,17360681000.0,-52266010000.0,-3004000.0,265386893000.0,60.06,258.79,,78.2
ENKAI,2024/12,30969655218.0,-94384716248.0,-3164589.0,355256680021.0,60.06,258.79,,78.2
ENKAI,2025/3,3864156000.0,-21842137000.0,-1840000.0,313489466000.0,60.06,258.79,,78.2
