ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
ISGYO,2020/3,-20738131.0,-23889491.0,-243362417.0,3839488947.0,-1.44,91.2,,19.12
ISGYO,2020/6,-11907689.0,-120044900.0,-348886887.0,3848319389.0,-1.44,91.2,,19.12
ISGYO,2020/9,-9065069.0,-290937616.0,-432123137.0,3851162009.0,-1.44,91.2,,19.12
ISGYO,2020/12,266502003.0,-356313056.0,-466034230.0,4130953806.0,-1.44,91.2,,19.12
ISGYO,2021/3,3598363.0,-26569804.0,8033974.0,4134552169.0,-1.44,91.2,,19.12
ISGYO,2021/6,-4614283.0,-66289974.0,3163796.0,4126339523.0,-1.44,91.2,,19.12
ISGYO,2021/9,10751932.0,-117325582.0,14606885.0,4141705738.0,-1.44,91.2,,19.12
ISGYO,2021/12,1329919890.0,-200955447.0,18699195.0,5475662879.0,-1.44,91.2,,19.12
ISGYO,2022/3,66107616.0,-43861149.0,339396500.0,5541770495.0,-1.44,91.2,,19.12
ISGYO,2022/6,133182628.0,-87677782.0,488889500.0,5608845507.0,-1.44,91.2,,19.12
ISGYO,2022/9,177936075.0,-202220355.0,949889500.0,5653598954.0,-1.44,91.2,,19.12
ISGYO,2022/12,8600904852.0,-642065852.0,4089464220.0,23881871955.0,-1.44,91.2,,19.12
ISGYO,2023/3,13094779.0,-79087946.0,259311018.0,13933330841.0,-1.44,91.2,,19.12
ISGYO,2023/6,4802537940.0,-163641037.0,909700531.0,18777344543.0,-1.44,91.2,,19.12
ISGYO,2023/9,4849267851.0,-243308995.0,951484023.0,18824074454.0,-1.44,91.2,,19.12
ISGYO,2023/12,4520884552.0,-462423396.0,2245859372.0,39030144782.0,-1.44,91.2,,19.12
ISGYO,2024/3,-103745768.0,-80976106.0,-32280053.0,31001588034.0,-1.44,91.2,,19.12
ISGYO,2024/6,2446611679.0,-1226756480.0,364968305.0,36187535480.0,-1.44,91.2,,19.12
ISGYO,2024/9,2405101208.0,-2305858869.0,1185577008.0,39155560214.0,-1.44,91.2,,19.12
ISGYO,2024/12,1118869161.0,-3353761815.0,-849796688.0,49055573371.0,-1.44,91.2,,19.12
ISGYO,2025/3,-878218048.0,-380791625.0,-180488632.0,42168735212.0,-1.44,91.2,,19.12
