ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
TOASO,2020/3,346175000.0,-3879065000.0,1426601000.0,3387452000.0,22.68,115.32,,229.7
TOASO,2020/6,634642000.0,-6445513000.0,1262273000.0,3553329000.0,22.68,115.32,,229.7
TOASO,2020/9,1144966000.0,-12442606000.0,1971485000.0,3554445000.0,22.68,115.32,,229.7
TOASO,2020/12,1784170000.0,-20439545000.0,1562760000.0,4468611000.0,22.68,115.32,,229.7
TOASO,2021/3,616664000.0,-5619389000.0,714922000.0,3436983000.0,22.68,115.32,,229.7
TOASO,2021/6,1483844000.0,-12003521000.0,156210000.0,4276281000.0,22.68,115.32,,229.7
TOASO,2021/9,2064430000.0,-16706115000.0,597038000.0,5001842000.0,22.68,115.32,,229.7
TOASO,2021/12,3281316000.0,-24065233000.0,-1124044000.0,5743391000.0,22.68,115.32,,229.7
TOASO,2022/3,1129119000.0,-8929821000.0,719515000.0,3655444000.0,22.68,115.32,,229.7
TOASO,2022/6,3005429000.0,-21662561000.0,-315778000.0,5648373000.0,22.68,115.32,,229.7
TOASO,2022/9,5064329000.0,-34771450000.0,-832798000.0,7976672000.0,22.68,115.32,,229.7
TOASO,2022/12,9374039000.0,-108956607000.0,-3492600000.0,25849068000.0,22.68,115.32,,229.7
TOASO,2023/3,2433421000.0,-29743131000.0,891949000.0,11002209000.0,22.68,115.32,,229.7
TOASO,2023/6,7372790000.0,-62573766000.0,-955516000.0,15857905000.0,22.68,115.32,,229.7
TOASO,2023/9,12465509000.0,-102976450000.0,633231000.0,21230537000.0,22.68,115.32,,229.7
TOASO,2023/12,21777284000.0,-151753506000.0,3984567000.0,53246292000.0,22.68,115.32,,229.7
TOASO,2024/3,2806016000.0,-39390905000.0,6178173000.0,35740521000.0,22.68,115.32,,229.7
TOASO,2024/6,4329044000.0,-70166761000.0,4268444000.0,39970116000.0,22.68,115.32,,229.7
TOASO,2024/9,5027188000.0,-102774887000.0,5389837000.0,44116691000.0,22.68,115.32,,229.7
TOASO,2024/12,6549229416.0,-136070211240.0,17831967027.0,59079357791.0,22.68,115.32,,229.7
TOASO,2025/3,-140454000.0,-23175340000.0,428341000.0,44954843000.0,22.68,115.32,,229.7
