ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
AEFES,2020/3,-83501000.0,-3190660000.0,521645000.0,22161771000.0,-25.13,172.11,,15.74
AEFES,2020/6,268384000.0,-7580373000.0,-224555000.0,24780277000.0,-25.13,172.11,,15.74
AEFES,2020/9,728414000.0,-12798355000.0,-428563000.0,25692897000.0,-25.13,172.11,,15.74
AEFES,2020/12,814759000.0,-16799303000.0,-325277000.0,25014728000.0,-25.13,172.11,,15.74
AEFES,2021/3,295163000.0,-4207390000.0,-49111000.0,27124148000.0,-25.13,172.11,,15.74
AEFES,2021/6,710294000.0,-10675297000.0,3735513000.0,27704083000.0,-25.13,172.11,,15.74
AEFES,2021/9,1266737000.0,-18094195000.0,487995000.0,29333268000.0,-25.13,172.11,,15.74
AEFES,2021/12,1068303000.0,-25142116000.0,713945000.0,39332493000.0,-25.13,172.11,,15.74
AEFES,2022/3,-131999000.0,-8982357000.0,6118730000.0,40220641000.0,-25.13,172.11,,15.74
AEFES,2022/6,1293926000.0,-24693482000.0,7065960000.0,56268766000.0,-25.13,172.11,,15.74
AEFES,2022/9,3375640000.0,-42979610000.0,7744337000.0,61376976000.0,-25.13,172.11,,15.74
AEFES,2022/12,15384189000.0,-101504427000.0,15271175000.0,134725218000.0,-25.13,172.11,,15.74
AEFES,2023/3,408523000.0,-29640636000.0,3155492000.0,56254565000.0,-25.13,172.11,,15.74
AEFES,2023/6,3280590000.0,-69011366000.0,-2518077000.0,73822378000.0,-25.13,172.11,,15.74
AEFES,2023/9,8012317000.0,-111490298000.0,-4514031000.0,81201685000.0,-25.13,172.11,,15.74
AEFES,2023/12,31949541000.0,-145645251000.0,-373321000.0,187516402000.0,-25.13,172.11,,15.74
AEFES,2024/3,3140536000.0,-38615729000.0,3013908000.0,146610492000.0,-25.13,172.11,,15.74
AEFES,2024/6,7359779000.0,-89184521000.0,9256670000.0,158074887000.0,-25.13,172.11,,15.74
AEFES,2024/9,13616491000.0,-144543151000.0,6075815000.0,171577305000.0,-25.13,172.11,,15.74
AEFES,2024/12,16452714430.0,-176036146857.0,9848958264.0,212938261596.0,-25.13,172.11,,15.74
AEFES,2025/3,1725155000.0,-30272679000.0,10900732000.0,181918905000.0,-25.13,172.11,,15.74
