ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
BIZIM,2020/3,3809977.0,-1046348457.0,-2369007.0,143785653.0,-10.06,-5.8,,25.58
BIZIM,2020/6,11203609.0,-2238621226.0,-138453.0,142723701.0,-10.06,-5.8,,25.58
BIZIM,2020/9,19464050.0,-3476568891.0,-2390849.0,150285398.0,-10.06,-5.8,,25.58
BIZIM,2020/12,38188391.0,-4780180603.0,-20286848.0,152692763.0,-10.06,-5.8,,25.58
BIZIM,2021/3,442947.0,-1272570529.0,-1601694.0,152746930.0,-10.06,-5.8,,25.58
BIZIM,2021/6,6273424.0,-2718997755.0,-2854001.0,138828399.0,-10.06,-5.8,,25.58
BIZIM,2021/9,21414763.0,-4366898702.0,-6464993.0,151614872.0,-10.06,-5.8,,25.58
BIZIM,2021/12,82267890.0,-6290320186.0,-5864650.0,216094890.0,-10.06,-5.8,,25.58
BIZIM,2022/3,25049822.0,-1985957042.0,1130343.0,243714698.0,-10.06,-5.8,,25.58
BIZIM,2022/6,61476150.0,-4645182416.0,-2799555.0,276937310.0,-10.06,-5.8,,25.58
BIZIM,2022/9,92097702.0,-7989039372.0,-3836232.0,311477479.0,-10.06,-5.8,,25.58
BIZIM,2022/12,689889872.0,-28828587420.0,-251939405.0,2034415930.0,-10.06,-5.8,,25.58
BIZIM,2023/3,-30557400.0,-9150593157.0,72479798.0,445389699.0,-10.06,-5.8,,25.58
BIZIM,2023/6,-61042317.0,-18486569629.0,-63617446.0,345161741.0,-10.06,-5.8,,25.58
BIZIM,2023/9,66643435.0,-30819906874.0,19807880.0,461846501.0,-10.06,-5.8,,25.58
BIZIM,2023/12,100981108.0,-41964914472.0,214333136.0,2841992170.0,-10.06,-5.8,,25.58
BIZIM,2024/3,-220324039.0,-9491616540.0,-219785011.0,2027457738.0,-10.06,-5.8,,25.58
BIZIM,2024/6,-607345954.0,-20018731510.0,-31647445.0,1808516359.0,-10.06,-5.8,,25.58
BIZIM,2024/9,-963761487.0,-31605356372.0,-64928004.0,1620523307.0,-10.06,-5.8,,25.58
BIZIM,2024/12,-2107864270.0,-41389167913.0,-6271481.0,1249864948.0,-10.06,-5.8,,25.58
BIZIM,2025/3,-271211693.0,-7339957874.0,-190099622.0,790259082.0,-10.06,-5.8,,25.58
