ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
BUCIM,2020/3,2023241.0,-227269579.0,-479372.0,792776695.0,-17.52,8.74,,6.06
BUCIM,2020/6,14974049.0,-421119647.0,48897069.0,815871556.0,-17.52,8.74,,6.06
BUCIM,2020/9,57703318.0,-685603645.0,88230025.0,879631452.0,-17.52,8.74,,6.06
BUCIM,2020/12,75495311.0,-1027721204.0,60472996.0,917703604.0,-17.52,8.74,,6.06
BUCIM,2021/3,61514776.0,-328268822.0,13046140.0,1302967883.0,-17.52,8.74,,6.06
BUCIM,2021/6,143057537.0,-697957447.0,-23366302.0,1409672350.0,-17.52,8.74,,6.06
BUCIM,2021/9,208047276.0,-1171995262.0,9733055.0,1505907837.0,-17.52,8.74,,6.06
BUCIM,2021/12,447479324.0,-1706713973.0,-38048688.0,1843134936.0,-17.52,8.74,,6.06
BUCIM,2022/3,207152916.0,-693375870.0,133829550.0,3112713601.0,-17.52,8.74,,6.06
BUCIM,2022/6,552734075.0,-1693991403.0,315479230.0,3578846627.0,-17.52,8.74,,6.06
BUCIM,2022/9,862281746.0,-2785411784.0,294248314.0,3988340821.0,-17.52,8.74,,6.06
BUCIM,2022/12,392627011.0,-8293765700.0,363444633.0,8665435725.0,-17.52,8.74,,6.06
BUCIM,2023/3,283076208.0,-2285685731.0,646723037.0,4651753418.0,-17.52,8.74,,6.06
BUCIM,2023/6,755458438.0,-5000279097.0,559804009.0,5250966938.0,-17.52,8.74,,6.06
BUCIM,2023/9,1199517470.0,-7642672820.0,348585401.0,5846470290.0,-17.52,8.74,,6.06
BUCIM,2023/12,2646648624.0,-10793909739.0,399031672.0,14946783538.0,-17.52,8.74,,6.06
BUCIM,2024/3,304891664.0,-2580810533.0,2241871898.0,11751389565.0,-17.52,8.74,,6.06
BUCIM,2024/6,72795810.0,-5804258186.0,1873827347.0,12639463582.0,-17.52,8.74,,6.06
BUCIM,2024/9,570971738.0,-8567859650.0,2619985380.0,14338917447.0,-17.52,8.74,,6.06
BUCIM,2024/12,607486928.0,-11172692369.0,2534660866.0,18795088548.0,-17.52,8.74,,6.06
BUCIM,2025/3,-244672882.0,-1966054022.0,442383472.0,15876305235.0,-17.52,8.74,,6.06
