ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
ALKA,2020/3,19494772.0,-65571966.0,-34718360.0,145722234.0,54.5,8.92,,9.95
ALKA,2020/6,45306125.0,-144776690.0,-34718360.0,171372893.0,54.5,8.92,,9.95
ALKA,2020/9,74143331.0,-218447936.0,-8793113.0,200234443.0,54.5,8.92,,9.95
ALKA,2020/12,83746432.0,-298793870.0,-34718359.0,209261461.0,54.5,8.92,,9.95
ALKA,2021/3,23487552.0,-90492750.0,0.0,185697157.0,54.5,8.92,,9.95
ALKA,2021/6,35387062.0,-213494707.0,0.0,197804138.0,54.5,8.92,,9.95
ALKA,2021/9,46744989.0,-372503606.0,0.0,208753684.0,54.5,8.92,,9.95
ALKA,2021/12,184344482.0,-545258168.0,0.0,345640853.0,54.5,8.92,,9.95
ALKA,2022/3,96261875.0,-237446518.0,0.0,355520158.0,54.5,8.92,,9.95
ALKA,2022/6,262650883.0,-547299966.0,-2232599.0,519925480.0,54.5,8.92,,9.95
ALKA,2022/9,413248750.0,-944538971.0,-14469859.0,665782067.0,54.5,8.92,,9.95
ALKA,2022/12,481530021.0,-2535681570.0,0.0,1320952291.0,54.5,8.92,,9.95
ALKA,2023/3,17533433.0,-627531352.0,0.0,634556375.0,54.5,8.92,,9.95
ALKA,2023/6,177766551.0,-1251977463.0,0.0,795883500.0,54.5,8.92,,9.95
ALKA,2023/9,316690645.0,-2066717180.0,0.0,931959325.0,54.5,8.92,,9.95
ALKA,2023/12,130736990.0,-2662421246.0,0.0,1821382667.0,54.5,8.92,,9.95
ALKA,2024/3,-70067664.0,-687003739.0,0.0,1373588333.0,54.5,8.92,,9.95
ALKA,2024/6,-56746958.0,-1377443705.0,166041514.0,1507824674.0,54.5,8.92,,9.95
ALKA,2024/9,-25061065.0,-2223586240.0,150078164.0,1655891916.0,54.5,8.92,,9.95
ALKA,2024/12,-176488538.0,-2963506226.0,161302637.0,2103313996.0,54.5,8.92,,9.95
ALKA,2025/3,-36794755.0,-528875445.0,915768.0,1809798832.0,54.5,8.92,,9.95
