ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
DOAS,2020/3,124132000.0,-2765925000.0,-38252000.0,1376748000.0,-0.24,82.87,,184.6
DOAS,2020/6,229403000.0,-4976679000.0,-30884000.0,1479286000.0,-0.24,82.87,,184.6
DOAS,2020/9,741178000.0,-10517907000.0,-13285000.0,1992454000.0,-0.24,82.87,,184.6
DOAS,2020/12,1037334000.0,-16425050000.0,-35339000.0,2295734000.0,-0.24,82.87,,184.6
DOAS,2021/3,406533000.0,-5433193000.0,189600000.0,2105015000.0,-0.24,82.87,,184.6
DOAS,2021/6,885935000.0,-11892286000.0,539539000.0,2616959000.0,-0.24,82.87,,184.6
DOAS,2021/9,1255894000.0,-15962447000.0,539539000.0,3016190000.0,-0.24,82.87,,184.6
DOAS,2021/12,0.0,-20784706000.0,539539000.0,18254226000.0,-0.24,82.87,,184.6
DOAS,2022/3,996669000.0,-5790195000.0,122496000.0,4109977000.0,-0.24,82.87,,184.6
DOAS,2022/6,2762233000.0,-14872030000.0,-167395000.0,5995201000.0,-0.24,82.87,,184.6
DOAS,2022/9,5460294000.0,-23929764000.0,-429678000.0,8685047000.0,-0.24,82.87,,184.6
DOAS,2022/12,15612776000.0,-70014682000.0,-1751297000.0,31621026000.0,-0.24,82.87,,184.6
DOAS,2023/3,3900214000.0,-28148440000.0,4706689000.0,13653385000.0,-0.24,82.87,,184.6
DOAS,2023/6,9034795000.0,-64525399000.0,3248362000.0,19013536000.0,-0.24,82.87,,184.6
DOAS,2023/9,15223759000.0,-116287305000.0,2942927000.0,25590464000.0,-0.24,82.87,,184.6
DOAS,2023/12,28330123000.0,-169089101000.0,4436863000.0,60416153000.0,-0.24,82.87,,184.6
DOAS,2024/3,2976646000.0,-38726964000.0,-526468000.0,52430629000.0,-0.24,82.87,,184.6
DOAS,2024/6,5221639000.0,-83526524000.0,-69750000.0,49592465000.0,-0.24,82.87,,184.6
DOAS,2024/9,5967761000.0,-134042279000.0,-810289000.0,51894866000.0,-0.24,82.87,,184.6
DOAS,2024/12,9522945442.0,-198356892647.0,-91909785.0,69912590879.0,-0.24,82.87,,184.6
DOAS,2025/3,576797000.0,-35241929000.0,2037728000.0,55947445000.0,-0.24,82.87,,184.6
