rebalance_date,strategy_net_ret,market_ret,alpha_ret,weighted_hit_rate,strategy_equity,market_equity,alpha_equity
2025-01-02,0.05137008911531519,0.1154819294476485,-0.0641118403323333,0.48185298586548453,1.0513700891153153,1.1154819294476486,0.9358881596676667
2025-01-03,0.03765507826206895,0.1154819294476485,-0.07782685118557955,0.3505914937468053,1.090959512103351,1.2442999349242487,0.8630509311388653
2025-01-06,0.06501970100874827,-0.0096722913557809,0.07469199236452917,0.46630358208835876,1.1618933733929608,1.2322647034196823,0.9275139246976893
2025-01-07,0.01734859962343394,-0.0552599860123905,0.07260858563582444,0.3838996789507791,1.1820505963330763,1.1641697731451481,0.9948593989275212
2025-01-08,0.08904829994280959,-0.146962216362178,0.2360105163049876,0.6214952018994134,1.2873101923829209,0.9930808030618832,1.229656679319275
2025-01-09,-0.012617728558515829,-0.2013377718872867,0.18872004332877085,0.13437255806702975,1.2710672618048224,0.7931361268693663,1.4617175411199208
2025-01-10,-0.022737009374266877,-0.0919055063091454,0.06916849693487853,0.23100834007425977,1.2421669935578423,0.7202425495573626,1.5628223463825321
2025-01-13,-0.030034570517973896,-0.0122626829063957,-0.017771887611578198,0.0,1.2048590413947298,0.7114104435564467,1.5350480432857587
2025-01-14,-0.014985410013459561,-0.0122626829063957,-0.0027227271070638607,0.31230127814640585,1.1868037346510059,0.7026866428708157,1.5308685263676591
2025-01-15,-0.011025299396392418,-0.0122626829063957,0.0012373835100032825,0.18273792841592504,1.1737188681517219,0.6940698193867312,1.5327627978381695
2025-01-16,-0.017500212315789736,-0.0122626829063957,-0.0052375294093940355,0.2941146904685981,1.1531785387600184,0.6855586612766924,1.524734907606867
2025-01-17,-0.013149886682941678,-0.0122626829063957,-0.0008872037765459782,0.1769333691402266,1.1380143716501239,0.6771518727997232,1.5233821570386068
2025-01-20,0.011586253852272202,-0.0122626829063957,0.0238489367586679,0.31243803462617337,1.1511996950475962,0.6688481741041082,1.5597132017611035
2025-01-21,0.01021618042170418,-0.0122626829063957,0.022478863328099882,0.31275781197301816,1.1629605588336134,0.6606463010325478,1.5947737816545244
2025-01-22,-0.017429702380681616,-0.0122626829063957,-0.005167019474285916,0.19663762708226573,1.1426905024126723,0.6525450049297025,1.5865335544676349
2025-01-23,-0.005487452625819949,-0.0122626829063957,0.006775230280575751,0.354803953127265,1.1364200424147084,0.6445430524520971,1.5972826846470134
2025-01-24,0.004148667529490643,-0.0122626829063957,0.016411350435886343,0.4121768113871391,1.1411346713445367,0.6366392253803567,1.6234962505299286
2025-01-27,0.0012164642552218935,-0.0122626829063957,0.013479147161617595,0.31525268528134504,1.1425228208826217,0.628832320433744,1.645379595407156
2025-01-28,-0.009188772996425766,-0.0122626829063957,0.003073909909969934,0.28500904975476643,1.1320244380382953,0.621121149086972,1.6504373440511404
2025-01-29,0.03480238213633914,-0.0122626829063957,0.04706506504273484,0.46957534339867635,1.1714215851185787,0.6135045373892624,1.728115284997866
2025-01-30,0.009285290589163078,-0.0122626829063957,0.02154797349555878,0.44648379280453343,1.1822985749388228,0.6059813257856229,1.76535266735627
2025-01-31,-0.005195536027009707,-0.0122626829063957,0.0070671468793859936,0.3001471990506612,1.176155900098046,0.5985503689403165,1.7778286739503926
2025-02-03,0.022431900400186028,-0.0050465098069135,0.027478410207099527,0.6028227082239611,1.2025393121041366,0.5955297786335275,1.8266805795311452
2025-02-07,0.11938924267127629,0.0038639633644843006,0.11552527930679199,0.6440092894919807,1.3461095698586871,0.597830883880627,2.0377083636857733
2025-02-10,0.11895193883589583,-0.0202217343717149,0.13917367320761073,0.8640099880895609,1.5062319130789317,0.5857417065475854,2.3213037215857923
2025-02-11,0.13331735468162478,-0.0020067438866044,0.1353240985682292,1.0,1.707038767267658,0.5845662729588418,2.635432055212465
2025-02-12,0.1470929759167823,-0.0020067438866044,0.1490997198033867,1.0,1.9581321795503732,0.5833931981642665,3.0283742362055075
2025-02-13,0.11545329400467973,-0.0020067438866044,0.11746003789128413,1.0,2.1842049897760267,0.5822224774303638,3.3840871887391955
2025-02-14,0.16141040334539775,-0.0020067438866044,0.16341714723200215,0.9999999999999999,2.536758398164806,0.5810541060331368,3.9371050631073206
2025-02-17,0.1850594993358648,-0.0020067438866044,0.1870662432224692,0.9007460692368605,3.006209637265235,0.5798880792580684,4.6736045164349695
2025-02-18,0.18563619904688278,-0.0020067438866044,0.18764294293348718,0.904576127130453,3.564270967865261,0.5787243924001025,5.550573422006065
2025-02-19,0.04722863555654057,-0.0020067438866044,0.04923537944314497,0.5589978775503771,3.7326066224313275,0.5775630407636247,5.823858010565569
2025-02-20,0.0876195267619781,-0.0020067438866044,0.0896262706485825,0.8165788348620783,4.059655848277386,0.5764040196624437,6.345828684839434
2025-02-21,-0.0025046731756588106,-0.0020067438866044,-0.0004979292890544104,0.23243922182997362,4.049487737171799,0.5752473244197719,6.342668910873931
2025-02-24,-0.0047410243646328724,-0.0020067438866044,-0.0027342804780284722,0.2267289157171563,4.030289017145586,0.574092950368207,6.32532627509233
2025-02-25,0.025482321735137065,-0.0020067438866044,0.027489065621741464,0.494607580829701,4.132990138566079,0.5729408928497128,6.499203584147269
2025-02-26,0.017682747271455253,-0.0020067438866044,0.019689491158059652,0.4469234056976087,4.20607275866176,0.571791147215601,6.6271695956517656
2025-02-27,0.04630897710130796,-0.0020067438866044,0.04831572098791236,0.49742984031481596,4.400851685729062,0.5706437088265116,6.9473660727748525
