entry_date,symbol,weight,entry,exit,stop_hit,return
2025-01-23,KRDMA,0.1437893170092435,30.08,29.6,False,-0.015957446808510523
2025-01-23,ASELS,0.2,84.05,85.15,False,0.013087447947650377
2025-01-23,BIMAS,0.2,507.012,506.0275,False,-0.0019417686366398623
2025-01-23,TCELL,0.1865342860435361,104.0206,104.2165,False,0.0018832808116853172
2025-01-23,CEMTS,0.15686783561593484,9.1958,9.235,False,0.004262815633223838
2025-01-27,KRDMA,0.19508577125561127,29.9,31.32,False,0.047491638795986724
2025-01-27,TEZOL,0.15902763625847818,15.8718,16.3191,False,0.02818205874569979
2025-01-27,CEMTS,0.18864830581126327,9.0487,8.9899,False,-0.006498171007990106
2025-01-27,BIMAS,0.2,497.6593,514.3956,False,0.03363003564888656
2025-01-27,TKFEN,0.11232392833617243,63.55,64.0,False,0.007081038552321006
2025-01-28,PAPIL,0.17985291189958266,12.68,12.58,False,-0.007886435331230235
2025-01-28,KRDMA,0.19111824989462362,31.32,33.0,False,0.05363984674329503
2025-01-28,TKFEN,0.12670048212120702,64.0,63.0,False,-0.015625
2025-01-28,CEMTS,0.2,8.9899,8.8526,False,-0.015272694913180285
2025-01-28,CLEBI,0.2,1795.8048,1821.405,False,0.014255558287849635
2025-01-29,PAPIL,0.2,12.58,12.31,False,-0.021462639109697923
2025-01-29,TKFEN,0.15006037852737386,63.0,64.2,False,0.019047619047619202
2025-01-29,TRALT,0.19685323977973074,22.78,22.7,False,-0.00351185250219499
2025-01-29,CEMTS,0.2,8.8526,8.8428,False,-0.0011070194067279715
2025-01-29,KRDMA,0.17850677986054708,33.0,33.6,False,0.0181818181818183
2025-01-30,PAPIL,0.19061207145902695,12.31,12.07,False,-0.019496344435418367
2025-01-30,TKFEN,0.2,64.2,63.75,False,-0.007009345794392607
2025-01-30,CEMTS,0.2,8.8428,8.8036,False,-0.004432985027366998
2025-01-30,TUREX,0.10390898654835398,14.49,15.3,False,0.05590062111801242
2025-01-30,CLEBI,0.2,1836.5756,1823.3014,False,-0.007227690490933192
2025-02-03,PAPIL,0.16813138019010698,11.8,11.81,False,0.0008474576271186862
2025-02-03,BIOEN,0.2,14.2,14.17,False,-0.0021126760563380254
2025-02-03,MAGEN,0.12753608405619302,9.032,9.128,False,0.010628875110717528
2025-02-03,ENKAI,0.19512911218724954,44.5709,45.447,False,0.019656322847418473
2025-02-03,TKFEN,0.17621860844032555,63.2,63.1,False,-0.0015822784810126667
2025-02-04,BIOEN,0.2,14.17,14.29,False,0.008468595624558928
2025-02-04,PAPIL,0.1550456438889972,11.81,11.7,False,-0.009314140558848494
2025-02-04,TKFEN,0.17746474696479028,63.1,59.65,True,-0.050000000000000044
2025-02-04,MAGEN,0.19064979505720114,9.128,9.16,False,0.0035056967572304476
2025-02-04,ENKAI,0.1729390765831702,45.447,45.028,False,-0.00921953044205348
2025-02-05,TKFEN,0.16013644397818702,59.65,60.5,False,0.014249790444258226
2025-02-05,PAPIL,0.17068622054554702,11.7,12.22,False,0.04444444444444451
2025-02-05,CLEBI,0.19118883515475535,1829.9385,1887.7759,False,0.031606198787554884
2025-02-05,ENKAI,0.18176041020576492,45.028,45.9042,False,0.0194590032868438
2025-02-05,BIOEN,0.2,14.29,14.82,False,0.037088873337998596
2025-02-06,TKFEN,0.18395912838583353,60.5,62.5,False,0.03305785123966931
2025-02-06,CLEBI,0.2,1887.7759,1918.1168,False,0.016072299683452806
2025-02-06,PAPIL,0.17287661052141967,12.22,12.44,False,0.018003273322422242
2025-02-06,ENKAI,0.2,45.9042,47.0089,False,0.02406533606946626
2025-02-06,MAGEN,0.2,9.36,9.08,False,-0.029914529914529808
2025-02-10,BMSCH,0.16121297174253263,10.2481,10.0821,False,-0.016198124530400815
2025-02-10,MAGEN,0.2,9.192,9.104,False,-0.009573542210618013
2025-02-10,TKFEN,0.19036489795291736,64.55,65.65,False,0.017041053446940513
2025-02-10,ASELS,0.2,81.55,81.75,False,0.002452483139178563
2025-02-10,SNGYO,0.2,2.9,2.87,False,-0.010344827586206806
2025-02-11,BMSCH,0.14342908061868184,10.0821,9.678,False,-0.04008093551938585
2025-02-11,MAGEN,0.2,9.104,9.216,False,0.012302284710017597
2025-02-11,SNGYO,0.2,2.87,2.87,False,0.0
2025-02-11,TKFEN,0.1820666224975272,65.65,67.6,False,0.029702970297029507
2025-02-11,CEMTS,0.2,9.0879,9.0193,False,-0.007548498553021088
2025-02-12,BMSCH,0.15493201505861065,9.678,9.9595,False,0.029086588138044878
2025-02-12,ASELS,0.18081192915773125,78.1,79.65,False,0.01984635083226638
2025-02-12,SNGYO,0.2,2.87,2.88,False,0.0034843205574912606
2025-02-12,MAGEN,0.2,9.216,9.336,False,0.013020833333333481
2025-02-12,OYAKC,0.17174089403177528,24.1394,24.2349,False,0.0039561878091418645
2025-02-13,ASELS,0.17410814350634313,79.65,79.3,False,-0.004394224733207941
2025-02-13,SNGYO,0.2,2.88,2.93,False,0.01736111111111116
2025-02-13,MAGEN,0.2,9.336,9.984,False,0.06940874035989708
2025-02-13,TKFEN,0.1891425938462152,67.5,68.4,False,0.01333333333333342
2025-02-17,ASELS,0.16770172726732033,80.7,84.0,False,0.040892193308550207
2025-02-17,SNGYO,0.2,2.96,3.0,False,0.013513513513513598
2025-02-17,TKFEN,0.1878105780049401,68.3,68.0,False,-0.004392386530014614
2025-02-17,PAPIL,0.13698467436488188,13.47,13.5,False,0.00222717149220486
2025-02-17,AKFGY,0.2,1.94,1.92,False,-0.010309278350515427
2025-02-18,ASELS,0.15997957157298873,84.0,83.8,False,-0.0023809523809523725
2025-02-18,PAPIL,0.1392045345237268,13.5,13.1,False,-0.029629629629629672
2025-02-18,SNGYO,0.2,3.0,2.92,False,-0.026666666666666727
2025-02-18,AKFGY,0.2,1.92,1.89,False,-0.015625
2025-02-18,TKFEN,0.19118882605353732,68.0,68.5,False,0.007352941176470562
2025-02-19,ASELS,0.1512467503085637,83.8,84.1,False,0.0035799522673030104
2025-02-19,PAPIL,0.12758353616301082,13.1,13.33,False,0.017557251908397076
2025-02-19,SNGYO,0.2,2.92,2.99,False,0.023972602739726234
2025-02-19,DOAS,0.2,163.456,162.7511,False,-0.004312475528582493
2025-02-19,HUNER,0.2,3.27,3.32,False,0.015290519877675823
2025-02-20,PAPIL,0.11826747062600311,13.33,13.1,False,-0.017254313578394576
2025-02-20,ASELS,0.14559497514568961,84.1,82.75,False,-0.016052318668251964
2025-02-20,OTKAR,0.2,398.75,390.0,False,-0.021943573667711602
2025-02-20,DOAS,0.2,162.7511,162.8392,False,0.0005413173858732634
2025-02-20,HUNER,0.2,3.32,3.24,False,-0.02409638554216853
2025-02-24,PAPIL,0.13128491039593043,12.79,12.3,False,-0.03831118060985128
2025-02-24,ASELS,0.1643501084720581,83.75,81.0,False,-0.032835820895522394
2025-02-24,DOAS,0.2,160.372,151.6484,True,-0.050000000000000155
2025-02-24,HUNER,0.2,3.31,3.23,False,-0.024169184290030232
2025-02-24,TKFEN,0.18146412660110836,69.2,69.0,False,-0.0028901734104046506
2025-02-25,PAPIL,0.12927714078084163,12.3,12.46,False,0.01300813008130075
2025-02-25,ASELS,0.17766003763939095,81.0,86.0,False,0.06172839506172845
2025-02-25,DOAS,0.2,151.6484,150.3267,False,-0.008715555192141955
2025-02-25,HUNER,0.2,3.23,3.22,False,-0.003095975232198067
2025-02-25,MIATK,0.2,31.52,31.22,False,-0.009517766497461944
2025-02-26,PAPIL,0.1423159312873115,12.46,13.7,False,0.09951845906902079
2025-02-26,DOAS,0.2,150.3267,155.878,False,0.03692823696655356
2025-02-26,ASELS,0.16266189550482232,86.0,90.0,False,0.04651162790697683
2025-02-26,TKFEN,0.2,68.85,71.0,False,0.031227305737109745
2025-02-26,MIATK,0.2,31.22,31.82,False,0.019218449711723373
2025-02-27,PAPIL,0.12663391861355094,13.7,13.73,False,0.0021897810218978186
2025-02-27,DOAS,0.2,155.878,152.4415,False,-0.02204608732470259
2025-02-27,ASELS,0.1654966340155311,90.0,93.45,False,0.03833333333333333
2025-02-27,TKFEN,0.2,71.0,70.4,False,-0.00845070422535199
2025-02-27,MIATK,0.2,31.82,32.2,False,0.011942174732872513
2025-03-03,TKFEN,0.2,71.65,70.0,False,-0.023028611304954705
2025-03-03,PAPIL,0.12575982983859094,14.49,15.93,False,0.0993788819875776
2025-03-03,QUAGR,0.2,3.34,3.32,False,-0.005988023952095856
2025-03-03,TUKAS,0.19752050044037472,1.9,1.84,False,-0.03157894736842093
2025-03-03,KFEIN,0.18019228437688461,9.3525,9.1231,False,-0.024528201015771023
2025-03-04,TKFEN,0.1988771387294748,70.0,73.45,False,0.04928571428571438
2025-03-04,PAPIL,0.10481212105696237,15.93,17.52,False,0.09981167608286245
2025-03-04,QUAGR,0.2,3.32,3.47,False,0.04518072289156638
2025-03-04,TUKAS,0.18001597480510903,1.84,1.87,False,0.016304347826086918
2025-03-04,ENKAI,0.19529957739339004,46.0375,48.3803,False,0.05088894922617415
2025-03-05,TKFEN,0.2,73.45,75.75,False,0.03131381892443841
2025-03-05,PAPIL,0.09875232656095073,17.52,19.27,False,0.09988584474885842
2025-03-05,QUAGR,0.2,3.47,3.53,False,0.01729106628242061
2025-03-05,TUKAS,0.1953211207537612,1.87,1.93,False,0.03208556149732611
2025-03-05,ENKAI,0.1797114301990192,48.3803,50.9517,False,0.05314973243241572
2025-03-06,TKFEN,0.2,75.75,74.8,False,-0.012541254125412626
2025-03-06,PAPIL,0.09879001061661673,19.27,18.67,True,-0.050000000000000044
2025-03-06,TUREX,0.1556314756064811,16.27,16.58,False,0.01905347264904722
2025-03-06,QUAGR,0.2,3.53,3.57,False,0.011331444759206777
2025-03-06,TUKAS,0.19830028027185928,1.93,1.98,False,0.02590673575129543
2025-03-10,TKFEN,0.2,78.6,81.65,False,0.038804071246819394
2025-03-10,TUREX,0.2,16.78,16.93,False,0.008939213349225206
2025-03-10,PAPIL,0.1206305666626343,20.52,22.56,False,0.09941520467836251
2025-03-10,CLEBI,0.17723004038373946,2110.5923,2165.5852,False,0.026055671670933478
2025-03-10,ASELS,0.19860844665773394,110.3,117.0,False,0.06074342701722579
2025-03-11,TKFEN,0.2,81.65,85.95,False,0.05266380894060019
2025-03-11,TUREX,0.17172896445160643,16.93,17.4,False,0.027761370348493797
2025-03-11,QUAGR,0.2,3.69,3.87,False,0.04878048780487809
2025-03-11,PAPIL,0.09348197569464137,22.56,22.3,False,-0.011524822695035408
2025-03-11,ENKAI,0.18893642043650505,52.6184,52.3327,False,-0.005429659586760449
2025-03-12,TKFEN,0.2,85.95,88.0,False,0.023851076207097144
2025-03-12,TUREX,0.18655226969842664,17.4,18.04,False,0.0367816091954023
2025-03-12,ENKAI,0.2,52.3327,53.5231,False,0.022746772094694112
2025-03-12,PAPIL,0.10305892233205786,22.3,22.78,True,-0.050000000000000044
2025-03-12,ALARK,0.2,80.1602,82.0085,False,0.02305757720165369
2025-03-13,TKFEN,0.2,88.0,96.8,False,0.09999999999999987
2025-03-13,TUREX,0.2,18.04,18.7,False,0.03658536585365857
2025-03-13,PAPIL,0.12560462340818843,22.78,23.44,False,0.028972783143107916
2025-03-13,BMSCH,0.1172982412040097,10.2481,10.4502,False,0.019720728720445724
2025-03-13,ENKAI,0.2,53.5231,54.7612,False,0.02313206820980107
2025-03-17,CEMTS,0.2,10.1369,9.9996,False,-0.013544574771379936
2025-03-17,BMSCH,0.10456022819031892,10.9193,10.7966,False,-0.011236984055754462
2025-03-17,TUREX,0.2,19.0,19.8,False,0.04210526315789487
2025-03-17,PAPIL,0.11071503699082016,25.78,28.34,False,0.09930178432893721
2025-03-17,TRMET,0.2,75.8,77.8,False,0.02638522427440626
2025-03-18,CEMTS,0.2,9.9996,9.0781,True,-0.07538816552662109
2025-03-18,BMSCH,0.11143182462564549,10.7966,9.8873,True,-0.07369375544152779
2025-03-18,TUREX,0.2,19.8,18.6,True,-0.05819191919191924
2025-03-18,PAPIL,0.11500769486606813,28.34,26.48,True,-0.050000000000000044
2025-03-18,CLEBI,0.1834548091026403,2382.2385,2261.3489,True,-0.050000000000000044
2025-03-19,TUREX,0.2,18.6,20.46,False,0.09999999999999987
2025-03-19,BMSCH,0.11458104066037161,9.8873,10.0461,True,-0.050000000000000044
2025-03-19,CEMTS,0.2,9.0781,9.2546,False,0.019442394333616164
2025-03-19,TRENJ,0.2,54.5,56.55,False,0.03761467889908254
2025-03-19,TRMET,0.2,74.0,75.45,False,0.01959459459459456
2025-03-20,BMSCH,0.12172136299686315,10.0461,9.2811,True,-0.06045599784991185
2025-03-20,CEMTS,0.2,9.2546,8.6369,True,-0.050000000000000044
2025-03-20,BIOEN,0.18391809818430654,16.47,14.84,True,-0.07109896782027925
2025-03-20,TUREX,0.18671600348365877,20.46,20.7,False,0.011730205278592365
2025-03-20,QUAGR,0.2,3.91,3.65,True,-0.050000000000000044
2025-03-24,BAGFS,0.2,17.75,18.5,False,0.04225352112676051
2025-03-24,QUAGR,0.2,3.74,4.06,False,0.0855614973262031
2025-03-24,CEMTS,0.2,9.0585,9.2644,False,0.02273003256609818
2025-03-24,FONET,0.16817581807833806,1.94,2.0354,False,0.049175257731958855
2025-03-24,BMSCH,0.12334778740415728,9.743,10.2481,False,0.05184234835266355
2025-03-25,BAGFS,0.2,18.5,19.41,False,0.04918918918918913
2025-03-25,CEMTS,0.2,9.2644,9.1271,False,-0.014820171840594032
2025-03-25,QUAGR,0.2,4.06,4.09,False,0.007389162561576512
2025-03-25,BMSCH,0.1302066745822905,10.2481,11.27,False,0.09971604492540065
2025-03-25,BIOEN,0.16779781082860923,16.68,17.19,False,0.030575539568345356
2025-03-26,BAGFS,0.2,19.41,19.64,False,0.011849562081401421
2025-03-26,QUAGR,0.1983691293034474,4.09,4.1,False,0.0024449877750609694
2025-03-26,MAGEN,0.2,10.4,11.12,False,0.0692307692307692
2025-03-26,BIOEN,0.15410443482710687,17.19,17.56,False,0.021524141942989905
2025-03-27,BAGFS,0.2,19.64,20.36,False,0.03665987780040725
2025-03-27,QUAGR,0.19714605175373873,4.1,4.1,False,0.0
2025-03-27,KIMMR,0.17050804864773095,8.33,8.36,False,0.0036014405762303525
2025-03-27,TUKAS,0.2,2.05,2.06,False,0.004878048780487809
2025-03-27,TUREX,0.2,24.2,24.39,False,0.007851239669421473
2025-04-02,BAGFS,0.2,20.2,20.5,False,0.014851485148514865
2025-04-02,TUKAS,0.19754684782914425,2.04,2.02,False,-0.009803921568627416
2025-04-02,QUAGR,0.19579879223459085,4.11,4.3,False,0.04622871046228694
2025-04-02,CEMTS,0.17935559149094896,10.5682,11.6172,False,0.09926004428379498
2025-04-02,TUREX,0.2,25.5,27.4,False,0.07450980392156858
2025-04-03,TUKAS,0.2,2.02,2.01,False,-0.004950495049505066
2025-04-03,BAGFS,0.2,20.5,20.04,False,-0.022439024390243922
2025-04-03,QUAGR,0.2,4.3,4.25,False,-0.011627906976744096
2025-04-03,TTKOM,0.1736737647737606,48.7,47.46,False,-0.02546201232032863
2025-04-03,KRDMA,0.1959171324689917,33.48,32.6,False,-0.026284348864993867
2025-04-07,BAGFS,0.2,19.73,21.7,False,0.0998479472883933
2025-04-07,QUAGR,0.1898662668430434,4.28,4.5,False,0.051401869158878455
2025-04-07,TUKAS,0.2,2.03,2.08,False,0.024630541871921263
2025-04-07,TOASO,0.2,162.0,164.3,False,0.014197530864197505
2025-04-07,KRDMA,0.19314917452854719,32.1,32.16,False,0.0018691588785044733
2025-04-08,TUKAS,0.2,2.08,2.18,False,0.04807692307692313
2025-04-08,TRMET,0.1993187543425232,79.3,77.7,False,-0.020176544766708604
2025-04-08,TOASO,0.2,164.3,159.0,False,-0.032258064516129115
2025-04-08,QUAGR,0.18809045588416454,4.5,4.69,False,0.04222222222222238
2025-04-08,KRDMA,0.1968300314234597,32.16,31.6,False,-0.01741293532338295
2025-04-09,TOASO,0.2,159.0,159.7,False,0.004402515723270328
2025-04-09,KRDMA,0.19766364821463764,31.6,31.64,False,0.0012658227848101333
2025-04-09,LOGO,0.19711347231445892,107.7125,113.1271,False,0.05026900313334104
2025-04-09,TRMET,0.19810013290383488,77.7,79.75,False,0.026383526383526368
2025-04-09,TUKAS,0.1970938621222816,2.18,2.19,False,0.004587155963302614
2025-04-10,TOASO,0.2,159.7,159.9,False,0.001252348152786631
2025-04-10,QUAGR,0.18297595276572692,4.74,4.74,False,0.0
2025-04-10,KRDMA,0.1943875314874663,31.64,33.3,False,0.05246523388116309
2025-04-10,TUKAS,0.2,2.19,2.18,False,-0.004566210045662045
2025-04-10,TRMET,0.1946245085365221,79.75,81.45,False,0.02131661442006272
2025-04-14,LOGO,0.1783581506728532,107.9059,107.4224,False,-0.004480755917887769
2025-04-14,TOASO,0.2,162.6,157.6,False,-0.03075030750307506
2025-04-14,KRDMA,0.19246473961857963,34.12,34.72,False,0.017584994138335253
2025-04-14,ASELS,0.17850327278328218,119.3,116.6,False,-0.022632020117351215
2025-04-14,PETUN,0.2,8.59,8.62,False,0.0034924330616996624
2025-04-15,TOASO,0.2,157.6,151.2,False,-0.040609137055837574
2025-04-15,LOGO,0.2,107.4224,107.1323,False,-0.002700554074382966
2025-04-15,ASELS,0.2,116.6,121.2,False,0.03945111492281317
2025-04-15,KRDMA,0.2,34.72,33.98,False,-0.0213133640552996
2025-04-15,PAPIL,0.1159183548029917,32.5,31.5,True,-0.050000000000000044
2025-04-16,LOGO,0.17675450607617302,107.1323,113.0304,False,0.05505435802274383
2025-04-16,TOASO,0.2,151.2,166.3,False,0.0998677248677251
2025-04-16,KIMMR,0.2,8.5,8.55,False,0.00588235294117645
2025-04-16,GOODY,0.1927622639494855,15.14,15.35,False,0.01387054161162471
2025-04-16,KRDMA,0.18791837275342144,33.98,35.52,False,0.04532077692760472
2025-04-17,KIMMR,0.2,8.55,8.62,False,0.008187134502923854
2025-04-17,LOGO,0.16356512975410012,113.0304,110.6132,False,-0.021385397202876355
2025-04-17,EREGL,0.19600275980597795,21.1996,20.9024,False,-0.014019132436461024
2025-04-17,AKENR,0.2,9.55,9.35,False,-0.020942408376963484
2025-04-17,GOODY,0.18904585182183398,15.35,15.06,False,-0.01889250814332244
2025-04-21,KIMMR,0.2,8.75,8.64,False,-0.012571428571428456
2025-04-21,AKENR,0.19882066179473462,9.51,9.3,False,-0.022082018927444658
2025-04-21,KUTPO,0.1888081548884512,73.4,73.0,False,-0.005449591280654031
2025-04-21,AKFGY,0.18367705489084932,1.87,1.88,False,0.0053475935828875
2025-04-21,EREGL,0.16395308528100774,20.7637,21.0609,False,0.01431344124602063
2025-04-24,AKENR,0.2,9.3,9.31,False,0.0010752688172042113
2025-04-24,TEKTU,0.2,3.88,3.96,False,0.020618556701030855
2025-04-24,KIMMR,0.2,8.79,8.83,False,0.004550625711035483
2025-04-24,AKFGY,0.17149281835492042,1.9,1.91,False,0.0052631578947368585
2025-04-24,EKGYO,0.13988067508289115,11.6838,11.6448,False,-0.0033379551173419175
2025-04-28,AKENR,0.2,9.15,9.01,False,-0.015300546448087537
2025-04-28,TEKTU,0.1737692748791184,3.82,3.78,False,-0.010471204188481686
2025-04-28,BAGFS,0.06454536622097498,23.86,24.3,False,0.018440905280804776
2025-04-28,KIMMR,0.2,8.94,8.78,False,-0.017897091722595126
2025-04-28,AKFGY,0.2,1.88,1.86,False,-0.010638297872340274
2025-04-29,AKENR,0.2,9.01,8.85,False,-0.017758046614872347
2025-04-29,TEKTU,0.16299193266376058,3.78,3.74,False,-0.01058201058201047
2025-04-29,KIMMR,0.2,8.78,8.76,False,-0.002277904328018221
2025-04-29,EKGYO,0.14013199452663366,11.4306,11.2164,False,-0.018739173796651132
2025-04-29,AKFGY,0.2,1.86,1.92,False,0.032258064516129004
2025-05-05,TEKTU,0.2,4.04,4.31,False,0.06683168316831667
2025-05-05,BAGFS,0.09928223116932425,23.4,23.68,False,0.011965811965811923
2025-05-05,MAGEN,0.2,10.856,10.992,False,0.012527634487840889
2025-05-05,BIOEN,0.2,18.13,18.87,False,0.04081632653061229
2025-05-05,EKGYO,0.2,11.752,11.8298,False,0.006620149761742633
2025-05-06,TEKTU,0.2,4.31,4.21,False,-0.023201856148491795
2025-05-06,MAGEN,0.2,10.992,11.024,False,0.0029112081513826826
2025-05-06,EKGYO,0.2,11.8298,11.7422,False,-0.007405027980185608
2025-05-06,BIOEN,0.2,18.87,18.75,False,-0.006359300476947549
2025-05-06,BAGFS,0.10554677344969755,23.68,26.04,False,0.09966216216216206
2025-05-07,TEKTU,0.16835707942422112,4.21,4.45,True,-0.050000000000000044
2025-05-07,TMSN,0.2,82.2,84.15,False,0.02372262773722622
2025-05-07,MAGEN,0.1946907993100111,11.024,11.048,False,0.002177068214804123
2025-05-07,KIMMR,0.15255625738822165,10.09,10.34,False,0.024777006937561907
2025-05-07,EKGYO,0.1958214016039685,11.7422,12.083,False,0.029023521997581403
2025-05-08,TMSN,0.2,84.15,85.7,False,0.018419489007724277
2025-05-08,MAGEN,0.2,11.048,11.24,False,0.0173787110789283
2025-05-08,KIMMR,0.1581760745716698,10.34,10.39,False,0.004835589941972973
2025-05-08,EKGYO,0.19615107928157147,12.083,12.4432,False,0.029810477530414436
2025-05-08,TEKTU,0.16218327703490965,4.45,4.89,False,0.09887640449438195
2025-05-12,TMSN,0.2,87.55,88.85,False,0.01484865790976575
2025-05-12,MAGEN,0.2,11.512,11.624,False,0.00972897845726206
2025-05-12,TEKTU,0.13695256979953013,4.81,4.78,False,-0.006237006237006071
2025-05-12,KIMMR,0.15959651706519934,10.9,10.79,False,-0.010091743119266194
2025-05-12,QUAGR,0.19523352149954168,5.52,5.47,False,-0.009057971014492683
2025-05-13,TEKTU,0.14699964834012189,4.78,4.87,False,0.01882845188284521
2025-05-13,MAGEN,0.2,11.624,11.824,False,0.01720578114246374
2025-05-13,TMSN,0.2,88.85,86.75,False,-0.02363534046145177
2025-05-13,KIMMR,0.1703550723800357,10.79,11.5,False,0.06580166821130695
2025-05-13,BMSCH,0.13049584634734077,10.94,11.07,False,0.01188299817184646
2025-05-14,TEKTU,0.14908145939517095,4.87,4.46,True,-0.050000000000000044
2025-05-14,TMSN,0.2,86.75,86.0,False,-0.008645533141210415
2025-05-14,BMSCH,0.13176752666414898,11.07,10.85,False,-0.019873532068654054
2025-05-14,MAGEN,0.2,11.824,12.2,False,0.031799729364005325
2025-05-14,EKGYO,0.17034155114754562,13.3682,13.6798,False,0.023309046842506786
2025-05-15,TEKTU,0.13374638298530417,4.46,4.43,False,-0.006726457399103158
2025-05-15,TMSN,0.2,86.0,87.15,False,0.013372093023255927
2025-05-15,MAGEN,0.2,12.2,13.216,False,0.0832786885245902
2025-05-15,BMSCH,0.13719853920687394,10.85,10.76,False,-0.008294930875575979
2025-05-15,KIMMR,0.15913156932125375,11.08,11.5,False,0.03790613718411562
2025-05-20,TEKTU,0.1222647158198492,4.87,5.35,False,0.09856262833675555
2025-05-20,TMSN,0.2,85.9,94.45,False,0.09953434225844005
2025-05-20,EKGYO,0.18780183094162928,14.0692,14.1569,False,0.006233474540130235
