exit_date,symbol,entry_date,entry_price,exit_price,return,reason,days_held
2025-01-07,OYAKC,2025-01-03,22.76455,21.6263225,-0.04999999999999993,STOP_LOSS,2
2025-01-13,KARTN,2025-01-03,94.464,107.982,0.14310213414634143,MODEL_TP,6
2025-01-13,KFEIN,2025-01-03,8.583731,9.383875,0.09321634147202418,MODEL_TP,6
2025-01-16,OYAKC,2025-01-08,21.964037,24.684258,0.12384886257476246,MODEL_TP,6
2025-01-20,IPEKE,2025-01-03,51.679,59.361,0.14864838715919415,MODEL_TP,11
2025-01-24,TCELL,2025-01-09,94.42078,104.62107,0.10803013912827253,MODEL_TP,11
2025-01-27,HLGYO,2025-01-14,2.48,2.9344754,0.1832562096774195,MODEL_TP,9
2025-01-31,KRDMA,2025-01-17,28.882,34.63,0.19901668859497268,MODEL_TP,10
2025-02-05,TKFEN,2025-01-27,63.019,59.86805,-0.050000000000000044,STOP_LOSS,7
2025-02-11,ASELS,2025-02-07,85.716,81.43019999999999,-0.050000000000000155,STOP_LOSS,2
2025-02-12,CLEBI,2025-01-28,1789.6921,2010.5808,0.12342273846993002,MODEL_TP,11
2025-02-13,TKFEN,2025-02-06,59.693,67.668,0.13360025463622205,MODEL_TP,5
2025-02-13,BMSCH,2025-02-13,9.760632,9.272600399999998,-0.050000000000000155,STOP_LOSS,0
2025-02-14,PGSUS,2025-01-17,220.13,243.104,0.10436560214418766,TIME_EXIT,20
2025-02-14,MAGEN,2025-02-14,9.8716,9.378020000000001,-0.04999999999999993,STOP_LOSS,0
2025-02-18,MGROS,2025-01-21,538.9299,560.1143,0.03930826625132511,TIME_EXIT,20
2025-02-25,DOAS,2025-02-19,165.20956,155.9441,-0.05608307412718738,STOP_LOSS,4
2025-02-28,ASELS,2025-02-17,79.976,92.568,0.15744723417025108,MODEL_TP,9
2025-03-04,DOAS,2025-02-26,150.10286,171.8359,0.1447876476171075,MODEL_TP,4
2025-03-04,OYAKC,2025-02-17,24.66422,23.431009,-0.050000000000000044,STOP_LOSS,11
2025-03-06,CLEBI,2025-03-03,1919.52,2128.098,0.10866154038509634,MODEL_TP,3
2025-03-07,TTRAK,2025-02-18,622.51166,699.0383,0.12293205881476998,MODEL_TP,13
2025-03-10,SNGYO,2025-02-14,2.926,3.182,0.0874914559125084,MODEL_TP,16
2025-03-10,PAPIL,2025-03-10,20.114,19.1083,-0.050000000000000044,STOP_LOSS,0
2025-03-11,PAPIL,2025-03-11,22.007,20.90665,-0.050000000000000155,STOP_LOSS,0
2025-03-12,ASELS,2025-03-05,102.92,115.698,0.12415468324912537,MODEL_TP,5
2025-03-13,TKFEN,2025-03-10,77.561,87.859,0.13277291422235393,MODEL_TP,3
2025-03-13,GSDHO,2025-03-05,3.453,3.984,0.15377932232841007,MODEL_TP,6
2025-03-13,PAPIL,2025-03-13,21.848,20.755599999999998,-0.050000000000000044,STOP_LOSS,0
2025-03-14,TKFEN,2025-03-14,94.039,89.33704999999999,-0.050000000000000155,STOP_LOSS,0
2025-03-17,CLEBI,2025-03-11,2090.404,2336.708,0.11782602788743235,MODEL_TP,4
2025-03-17,TKFEN,2025-03-17,103.385,98.21575,-0.050000000000000044,STOP_LOSS,0
2025-03-18,PAPIL,2025-03-14,22.918,27.796,0.21284579806265813,MODEL_TP,2
2025-03-19,KOZAA,2025-03-18,76.975,73.12624999999998,-0.050000000000000155,STOP_LOSS,1
2025-03-19,CEMTS,2025-03-18,10.027093,9.2457485,-0.07792333231575699,STOP_LOSS,1
2025-03-19,BMSCH,2025-03-14,10.340518,9.8234921,-0.050000000000000044,STOP_LOSS,3
2025-03-21,IPEKE,2025-03-20,56.67,53.8365,-0.050000000000000044,STOP_LOSS,1
2025-03-21,CEMTS,2025-03-20,9.258493,8.79556835,-0.04999999999999993,STOP_LOSS,1
2025-03-24,BAGFS,2025-03-24,17.948,17.0506,-0.050000000000000044,STOP_LOSS,0
2025-03-26,CLEBI,2025-03-19,2291.4243,2661.909,0.16168315051908988,MODEL_TP,5
2025-04-03,TUREX,2025-03-14,18.438002,26.699,0.4480419299227758,MODEL_TP,12
2025-04-09,BAGFS,2025-03-25,18.285,23.657,0.29379272627837016,MODEL_TP,9
2025-04-10,QUAGR,2025-03-27,4.157,4.757,0.14433485686793346,MODEL_TP,8
2025-04-15,TUKAS,2025-04-04,2.017,2.464,0.22161626177491334,MODEL_TP,7
2025-04-16,TOASO,2025-04-09,160.242,152.2299,-0.050000000000000044,STOP_LOSS,5
2025-04-21,KOZAA,2025-04-10,80.245,91.984,0.14628948844164724,MODEL_TP,7
2025-04-22,LOGO,2025-04-16,107.744385,118.67711,0.1014690927977362,MODEL_TP,4
2025-05-05,FROTO,2025-04-25,92.5537,87.926015,-0.050000000000000044,STOP_LOSS,5
2025-05-06,AKENR,2025-04-24,9.286,11.533,0.24197716993323293,MODEL_TP,7
2025-05-08,AKFGY,2025-04-22,1.895,2.105,0.1108179419525066,MODEL_TP,10
2025-05-13,EKGYO,2025-05-07,11.723715,13.643751,0.16377368436540807,MODEL_TP,4
2025-05-15,TEKTU,2025-05-14,4.781,4.54195,-0.04999999999999993,STOP_LOSS,1
2025-05-16,MAVI,2025-04-16,31.68932,33.70418,0.0635816735733048,TIME_EXIT,20
2025-05-22,TMSN,2025-05-09,85.32,103.551,0.21367791842475392,MODEL_TP,8
2025-05-22,TRGYO,2025-05-20,61.230038,58.1685361,-0.050000000000000044,STOP_LOSS,2
2025-05-23,TEKTU,2025-05-16,4.444,5.499,0.2373987398739874,MODEL_TP,4
2025-06-10,BIMAS,2025-05-21,463.14215,515.6577,0.11338970119648994,MODEL_TP,12
2025-06-12,TAVHL,2025-05-23,223.39,243.969,0.09212140203232022,MODEL_TP,12
2025-06-12,BMSCH,2025-06-11,12.503,11.877849999999999,-0.050000000000000155,STOP_LOSS,1
2025-06-13,BMSCH,2025-06-13,11.811,11.22045,-0.050000000000000044,STOP_LOSS,0
2025-06-23,EKGYO,2025-05-23,13.686592,15.17,0.10838403015155285,MODEL_TP,19
2025-06-26,AKFGY,2025-06-16,2.034,2.388,0.17404129793510337,MODEL_TP,8
2025-07-02,AEFES,2025-06-13,13.645101,15.571,0.14114215790707596,MODEL_TP,13
2025-07-04,EUPWR,2025-06-27,24.979,28.448,0.1388766563913688,MODEL_TP,5
2025-07-04,BAGFS,2025-06-24,24.559,29.293,0.19276029154281527,MODEL_TP,8
2025-07-14,MAGEN,2025-07-07,13.131599,14.74,0.12248325584721265,MODEL_TP,5
2025-07-16,HLGYO,2025-07-03,3.123209,3.540084,0.13347649805056272,MODEL_TP,8
2025-07-18,OTKAR,2025-07-08,416.897,465.509,0.11660434112022888,MODEL_TP,7
2025-07-18,PRKME,2025-07-07,16.989,19.47,0.1460356701395018,MODEL_TP,8
2025-07-30,CANTE,2025-07-17,1.61,2.056,0.2770186335403726,MODEL_TP,9
2025-08-07,KORDS,2025-07-21,57.866,62.135,0.07377389140427892,MODEL_TP,13
2025-08-13,THYAO,2025-07-31,284.85297,318.0737,0.11662413068749089,MODEL_TP,9
2025-08-15,KFEIN,2025-08-14,11.577,10.998149999999999,-0.050000000000000044,STOP_LOSS,1
2025-08-18,SASA,2025-07-31,3.13,4.234,0.3527156549520767,MODEL_TP,12
2025-08-18,ZOREN,2025-07-21,3.287,3.643,0.10830544569516265,TIME_EXIT,20
2025-08-21,MAGEN,2025-08-19,19.722,18.7359,-0.050000000000000044,STOP_LOSS,2
2025-08-29,IPEKE,2025-08-18,53.142,59.398,0.11772232885476641,MODEL_TP,9
2025-09-01,BIOEN,2025-08-19,20.171,23.502,0.16513806950572607,MODEL_TP,9
2025-09-02,KUTPO,2025-09-01,93.644,88.9618,-0.050000000000000044,STOP_LOSS,1
2025-09-04,MAGEN,2025-08-22,19.6156,22.1028,0.12679703909133533,MODEL_TP,9
2025-09-08,QUAGR,2025-09-02,7.872,9.011,0.14469004065040636,MODEL_TP,4
2025-09-15,KUTPO,2025-09-05,96.336,112.167,0.16433109118086708,MODEL_TP,6
2025-09-15,IPEKE,2025-09-09,60.798,57.7581,-0.050000000000000044,STOP_LOSS,4
2025-09-16,TOASO,2025-09-09,235.052,264.958,0.1272314211323453,MODEL_TP,5
2025-09-19,ALKA,2025-09-03,8.586,12.198,0.4206848357791755,MODEL_TP,12
2025-09-24,IPEKE,2025-09-16,63.29,72.444,0.14463580344446214,MODEL_TP,6
2025-10-01,MAGEN,2025-09-17,22.7724,21.63378,-0.04999999999999993,STOP_LOSS,10
2025-10-13,NUHCM,2025-09-25,227.077,266.626,0.1741655914073199,MODEL_TP,12
2025-10-20,KOZAA,2025-09-22,86.989,87.529,0.00620768143098549,TIME_EXIT,20
2025-10-23,BIMAS,2025-09-25,535.344,545.713,0.019368854418840842,TIME_EXIT,20
2025-10-23,FONET,2025-10-14,2.9196925,2.773707875,-0.050000000000000044,STOP_LOSS,7
