date,equity,drawdown,pnl,market_ret,alpha_ret,strategy_equity,market_equity,alpha_equity
2025-01-02,1.0038398435260723,0.0,0.0038398435260723514,0.0,0.0038398435260723514,1.0038398435260723,1.0,1.0038398435260723
2025-01-03,1.0038398435260723,0.0,0.0,0.0,0.0,1.0038398435260723,1.0,1.0038398435260723
2025-01-06,1.0096782491085199,0.0,0.005816072773062678,0.0,0.005816072773062678,1.0096782491085199,1.0,1.0096782491085199
2025-01-07,1.0043088706688135,-0.005317910378328183,-0.0053179103783280906,0.0021593397908066,-0.00747725016913469,1.0043088706688135,1.0021593397908066,1.0021286322496017
2025-01-08,1.0463634409792446,0.0,0.04187414005655962,0.0661316323341947,-0.024257492277635073,1.0463634409792446,1.0684337727901316,0.9778195046916099
2025-01-09,1.070533460482502,0.0,0.023099067261598757,0.0495925366940295,-0.026493469432430743,1.070533460482502,1.1214201138723667,0.9519136735336282
2025-01-10,1.070533460482502,0.0,0.0,-0.0052952362377494,0.0052952362377494,1.070533460482502,1.1154819294476488,0.9569542813129327
2025-01-13,1.0762887110799384,0.0,0.0053760585818983485,0.0,0.0053760585818983485,1.0762887110799384,1.1154819294476488,0.9620989235894694
2025-01-14,1.082274549271562,0.0,0.0055615543766293594,0.0,0.0055615543766293594,1.082274549271562,1.1154819294476488,0.9674496890687089
2025-01-15,1.096627117567826,0.0,0.01326148554996892,0.0,0.01326148554996892,1.096627117567826,1.1154819294476488,0.9802795091406155
2025-01-16,1.1017164517164832,0.0,0.004640897591466515,0.0,0.004640897591466515,1.1017164517164832,1.1154819294476488,0.9848288859535501
2025-01-17,1.1017164517164832,0.0,0.0,0.0,0.0,1.1017164517164832,1.1154819294476488,0.9848288859535501
2025-01-20,1.1029772709283208,0.0,0.0011444135284293766,0.0,0.0011444135284293766,1.1029772709283208,1.1154819294476488,0.9859559374538234
2025-01-21,1.1215753859668598,0.0,0.016861739157041655,0.0,0.016861739157041655,1.1215753859668598,1.1154819294476488,1.0025808692915061
2025-01-22,1.1261299934738473,0.0,0.004060901802923517,0.0,0.004060901802923517,1.1261299934738473,1.1154819294476488,1.0066522517511887
2025-01-23,1.127205020350422,0.0,0.0009546205880358485,0.0,0.0009546205880358485,1.127205020350422,1.1154819294476488,1.0076132227157029
2025-01-24,1.127205020350422,0.0,0.0,0.0,0.0,1.127205020350422,1.1154819294476488,1.0076132227157029
2025-01-27,1.149796663351453,0.0,0.02004217741507888,0.0,0.02004217741507888,1.149796663351453,1.1154819294476488,1.0278079856911504
2025-01-28,1.1574428490107749,0.0,0.0066500329171548765,0.0,0.0066500329171548765,1.1574428490107749,1.1154819294476488,1.034642942628511
2025-01-29,1.1584829497180942,0.0,0.0008986194940064684,0.0,0.0008986194940064684,1.1584829497180942,1.1154819294476488,1.035572692946093
2025-01-30,1.156581107678713,-0.0016416659734561634,-0.0016416659734561428,0.0,-0.0016416659734561428,1.156581107678713,1.1154819294476488,1.033872628493043
2025-01-31,1.156581107678713,-0.0016416659734561634,0.0,0.0,0.0,1.156581107678713,1.1154819294476488,1.033872628493043
2025-02-03,1.1619386319762517,0.0,0.004632208032769333,0.0,0.004632208032769333,1.1619386319762517,1.1154819294476488,1.038661741587609
2025-02-04,1.1508424760847995,-0.009549691856427511,-0.009549691856427501,-0.0439729996165175,0.034423307760090005,1.1508424760847995,1.0664308429918152,1.0744159143769103
2025-02-05,1.1817602832128422,0.0,0.02686536843272067,-0.0373536091968023,0.06421897762952297,1.1817602832128422,1.0265958020472825,1.1434138059470846
2025-02-06,1.1950412119876512,0.0,0.011238259538307021,-0.0173120932677979,0.02855035280610492,1.1950412119876512,1.00882327977391,1.176058673510245
2025-02-07,1.1950412119876512,0.0,0.0,0.1309986713094981,-0.1309986713094981,1.1950412119876512,1.1409777890103825,1.021996549898392
2025-02-10,1.1916227885661475,-0.002860506723293743,-0.0028605067232937414,0.0188563201906315,-0.021716826913925243,1.1916227885661475,1.162492431530361,0.9998020277176198
2025-02-11,1.1923495652387486,-0.002252346380946846,0.0006099049796416543,0.0,0.0006099049796416543,1.1923495652387486,1.162492431530361,1.0004118119529808
2025-02-12,1.2067476282448921,0.0,0.012075370701594987,0.0,0.012075370701594987,1.2067476282448921,1.162492431530361,1.0124921554365673
2025-02-13,1.2298095423091315,0.0,0.019110801235036046,0.0,0.019110801235036046,1.2298095423091315,1.162492431530361,1.0318416917711488
2025-02-14,1.2298095423091315,0.0,0.0,0.0,0.0,1.2298095423091315,1.162492431530361,1.0318416917711488
2025-02-17,1.2383920020985768,0.0,0.006978690190783935,0.0,0.006978690190783935,1.2383920020985768,1.162492431530361,1.0390425952639541
2025-02-18,1.2240786479150014,-0.0115580156843067,-0.011558015684306693,0.0,-0.011558015684306693,1.2240786479150014,1.162492431530361,1.0270333246512307
2025-02-19,1.2360398570933484,-0.0018993541634978461,0.009771601848231337,0.0,0.009771601848231337,1.2360398570933484,1.162492431530361,1.0370690853845879
2025-02-20,1.2193811431120702,-0.01535124496467255,-0.013477489326640836,0.0,-0.013477489326640836,1.2193811431120702,1.162492431530361,1.023091997855328
2025-02-21,1.2193811431120702,-0.01535124496467255,0.0,0.0,0.0,1.2193811431120702,1.162492431530361,1.023091997855328
2025-02-24,1.1879399487034468,-0.04073997030797527,-0.025784550291125714,0.0,-0.025784550291125714,1.1879399487034468,1.162492431530361,0.9967120307841789
2025-02-25,1.1978978119274621,-0.03269900815129079,0.008382463469541294,0.0,0.008382463469541294,1.1978978119274621,1.162492431530361,1.0050669329718795
2025-02-26,1.244859635002776,0.0,0.03920353022412706,0.0,0.03920353022412706,1.244859635002776,1.162492431530361,1.0444691048559134
2025-02-27,1.248482692940197,0.0,0.0029104148255341186,0.0,0.0029104148255341186,1.248482692940197,1.162492431530361,1.0475089432234983
2025-02-28,1.248482692940197,0.0,0.0,0.0,0.0,1.248482692940197,1.162492431530361,1.0475089432234983
