rebalance_date,n_universe,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-02,110,0.11016998384171006,0.10916998384171006,0.11548192944764853,-0.006311945605938465,0.8,0.0,1.10916998384171,1.1154819294476486,0.9936880543940615
2025-01-03,110,0.13235141603816786,0.13135141603816786,0.11548192944764853,0.01586948659051933,0.8,1.0,1.2548610318463504,1.2442999349242487,1.0094573736484274
2025-01-06,110,0.0953879771231567,0.0943879771231567,-0.009672291355780906,0.10406026847893761,0.8,1.0,1.3733048262130045,1.232264703419682,1.1145017789683258
2025-01-07,103,-0.006859472662936084,-0.007859472662936084,-0.05525998601239049,0.0474005133494544,0.4,1.0,1.3625113744735053,1.164169773145148,1.1673297354203045
2025-01-08,109,-0.05787447794697893,-0.058874477946978934,-0.146962216362178,0.08808773841519905,0.2,1.0,1.2822942286045569,0.9930808030618831,1.2701571717982918
2025-01-09,110,-0.06991508091591477,-0.07091508091591477,-0.2013377718872866,0.13042269097137182,0.2,1.0,1.1913602296250543,0.7931361268693662,1.4358144881008121
2025-01-10,110,-0.05086672295472986,-0.05186672295472986,-0.09190550630914544,0.04003878335441558,0.2,1.0,1.1295682786558083,0.7202425495573626,1.4933027533270116
2025-01-13,108,-0.0034601981026551,-0.0044601981026551,-0.012262682906395702,0.007802484803740602,0.4,1.0,1.1245301803625283,0.7114104435564467,1.5049542253672294
2025-01-14,111,-0.027346448273943037,-0.028346448273943038,-0.0122626829063957,-0.01608376536754734,0.2,0.0,1.092653743772394,0.7026866428708157,1.480748894717524
2025-01-15,111,-0.03679717609182218,-0.037797176091822184,-0.0122626829063957,-0.025534493185426485,0.4,0.0,1.0513545178116401,0.6940698193867312,1.4429387221560317
2025-01-16,107,-0.030606148373405796,-0.03160614837340579,-0.012262682906395702,-0.01934346546701009,0.4,0.0,1.018125250928635,0.6855586612766924,1.415027286812995
2025-01-17,109,-0.04342090222748153,-0.04442090222748153,-0.0122626829063957,-0.03215821932108583,0.4,0.0,0.9728992087018039,0.6771518727997232,1.3695225289783415
2025-01-20,110,-0.02302164724980096,-0.02402164724980096,-0.0122626829063957,-0.011758964343405261,0.4,0.0,0.9495285671007587,0.6688481741041082,1.3534183623925948
2025-01-21,110,-0.011692888284785005,-0.012692888284785004,-0.0122626829063957,-0.00043020537838930374,0.4,0.0,0.9374763070753368,0.6606463010325478,1.3528361145338827
2025-01-22,111,-0.014765992260845903,-0.015765992260845903,-0.0122626829063957,-0.003503309354450203,0.4,0.0,0.9226960628732607,0.6525450049297025,1.348096711118798
2025-01-23,110,-0.09929161431311455,-0.10029161431311455,-0.0122626829063957,-0.08802893140671884,0.2,0.0,0.8301573852073464,0.6445430524520971,1.229425198206098
2025-01-24,110,-0.08823848431723111,-0.08923848431723111,-0.0122626829063957,-0.0769758014108354,0.4,0.0,0.756075398406687,0.6366392253803567,1.1347892082995084
2025-01-27,111,-0.03341073102335604,-0.03441073102335604,-0.0122626829063957,-0.02214804811696034,0.4,0.0,0.7300582912387378,0.628832320433744,1.1096558423114835
2025-01-28,110,-0.05071921739199514,-0.05171921739199514,-0.0122626829063957,-0.039456534485599444,0.4,0.0,0.6923002477653329,0.621121149086972,1.0658726683021735
2025-01-29,105,-0.044311298513254584,-0.045311298513254585,-0.012262682906395702,-0.033048615606858886,0.2,0.0,0.6609312245780379,0.6135045373892624,1.030647052201598
2025-01-30,110,-0.02541761077835846,-0.026417610778358462,-0.0122626829063957,-0.014154927871962762,0.2,0.0,0.6434710007358715,0.6059813257856229,1.0160583175162334
2025-01-31,109,-0.07197107280354584,-0.07297107280354584,-0.0122626829063957,-0.06070838989715014,0.0,0.0,0.5965162314942037,0.5985503689403165,0.9543750530182156
2025-02-03,109,0.003739404408940698,0.002739404408940698,-0.005046509806913498,0.007785914215854196,0.6,1.0,0.5981503306887636,0.5955297786335275,0.9618057353107667
2025-02-04,111,-0.0370974544381818,-0.0380974544381818,-0.0041004650693927,-0.0339969893687891,0.4,0.0,0.575362325718165,0.5930878295784576,0.9291072359525662
2025-02-05,111,-0.0023197745460548994,-0.0033197745460548994,0.0345434673054394,-0.0378632418514943,0.4,0.0,0.573452252514487,0.6135751396287551,0.8939282239717208
2025-02-06,111,-0.00016426042379143885,-0.0011642604237914389,0.029763999258508488,-0.030928259682299928,0.4,0.0,0.5727846047519503,0.6318375896297047,0.8662805797233862
2025-02-07,110,0.0056207745101083,0.0046207745101083,0.0038639633644843015,0.0007568111456239981,0.4,1.0,0.5754313132533705,0.634278986928338,0.8669361905213585
2025-02-10,110,0.035348649091403714,0.03434864909140371,-0.020221734371714897,0.05457038346311861,0.2,1.0,0.5951966015085162,0.6214527657371126,0.9142452308761643
2025-02-11,108,-0.0034243985334609594,-0.004424398533460959,-0.0020067438866043998,-0.002417654646856559,0.2,0.0,0.5925632145376809,0.6202056691986563,0.9120349016453702
2025-02-12,109,0.06467211361170655,0.06367211361170655,-0.0020067438866043998,0.06567885749831096,0.6,1.0,0.6302929668558422,0.6189610752635545,0.9719363119840224
2025-02-13,106,0.031168830862399122,0.03016883086239912,-0.0020067438866043998,0.032175574749003524,0.6,1.0,0.6493081687666759,0.6177189789097233,1.0032089214415352
2025-02-14,109,0.004868675223974199,0.003868675223974199,-0.0020067438866043998,0.005875419110578598,0.4,1.0,0.6518201311919076,0.6164793751251567,1.0091031943104756
2025-02-17,107,0.00896128277150748,0.00796128277150748,-0.0020067438866043998,0.009968026658111879,0.4,1.0,0.6570094555724875,0.6152422589079066,1.0191619618521484
2025-02-18,111,-0.0004493589498993214,-0.0014493589498993215,-0.0020067438866044,0.0005573849367050787,0.2,1.0,0.656057213037885,0.6140076252660626,1.0197300273777476
2025-02-19,106,-0.08710818857477613,-0.08810818857477613,-0.0020067438866043998,-0.08610144468817173,0.2,0.0,0.598253200395701,0.6127754692177314,0.9319297988286147
2025-02-20,110,-0.1163192958482413,-0.1173192958482413,-0.0020067438866043998,-0.1153125519616369,0.0,0.0,0.5280665561863205,0.6115457857910176,0.8244665954765922
2025-02-21,110,-0.04974191098145792,-0.05074191098145792,-0.0020067438866043998,-0.048735167094853524,0.2,0.0,0.5012714500000292,0.6103185700240028,0.7842860781819155
2025-02-24,110,-0.04545212431264728,-0.04645212431264728,-0.0020067438866043998,-0.04444538042604288,0.2,0.0,0.47798632629024684,0.609093816964726,0.7494281850742711
2025-02-25,105,0.06680374293281426,0.06580374293281425,-0.0020067438866043998,0.06781048681941866,0.4,1.0,0.5094396156308505,0.6078715216711635,0.8002472751403509
2025-02-26,110,0.09736623614037447,0.09636623614037447,-0.0020067438866043998,0.09837298002697888,0.6,1.0,0.5585323939299947,0.606651679211209,0.8789699843543768
2025-02-27,109,0.0682761064411516,0.0672761064411516,-0.0020067438866043998,0.06928285032775601,0.4,1.0,0.5961082787148602,0.6054342846626536,0.9398675302229912
2025-02-28,107,0.08520279253816421,0.0842027925381642,-0.0020067438866043998,0.08620953642476861,0.4,1.0,0.6463022604377697,0.6042193331131661,1.0208930743042075
2025-03-03,111,-0.009779307972099999,-0.0107793079721,-0.010490290150306504,-0.00028901782179349515,0.4,0.0,0.6393355693294466,0.5978808969943843,1.0205980180115881
2025-03-04,109,0.15374085117918138,0.15274085117918137,0.04362491116860967,0.1091159400105717,0.8,1.0,0.7369882283779529,0.6239633980151731,1.131961530119849
2025-03-05,109,0.24088567930702162,0.23988567930702162,-0.011010874860031203,0.2508965541670528,1.0,1.0,0.9137811501836764,0.6170930151223882,1.4159667774765834
2025-03-06,106,0.029968515907816358,0.028968515907816357,0.10765753189874759,-0.07868901599093123,0.4,0.0,0.940252033969035,0.6835277260824211,1.304545745081101
2025-03-07,109,0.053919763070133644,0.052919763070133644,0.06111421250069671,-0.008194449430563064,0.4,0.0,0.9900099488328876,0.7253009847843401,1.2938557109431779
2025-03-10,110,0.05355934673523718,0.05255934673523718,-0.002725049085879101,0.05528439582111628,0.4,1.0,1.0420442250049298,0.7233245039987664,1.3653857422023723
2025-03-11,110,0.07226829233272992,0.07126829233272992,-0.020926929339742894,0.09219522167247282,0.4,1.0,1.116308937456214,0.7081875432138796,1.4912677833731538
2025-03-12,109,0.09168347278092273,0.09068347278092273,-0.013226477547355802,0.10390995032827853,0.4,1.0,1.2175397086011255,0.698820716574244,1.6462253446696202
2025-03-13,108,0.1004015650939393,0.0994015650939393,-0.0132264775473558,0.1126280426412951,0.4,1.0,1.338565061200096,0.6895777800568477,1.831636482986251
2025-03-14,109,0.03153711411886108,0.030537114118861078,-0.013226477547355802,0.04376359166621688,0.2,1.0,1.3794409752294836,0.6804570950317703,1.911795474108607
