rebalance_date,n_universe,n_liquid,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-02,110,110,0.05300293974122579,0.05200293974122579,0.11548192944764853,-0.06347898970642274,0.6,0.0,1.0520029397412258,1.1154819294476486,0.9365210102935773
2025-01-30,110,110,0.0253196361278956,0.0243196361278956,-0.0122626829063957,0.0365823190342913,0.4,1.0,1.077587268441209,1.1018031282590177,0.9707811206744538
2025-02-27,109,109,0.1005373215883909,0.0995373215883909,-0.0020067438866043998,0.10154406547499531,0.8,1.0,1.184847418919597,1.0995920915671424,1.0693581823541098
2025-03-27,107,107,0.034543661670211855,0.033543661670211854,-0.0132264775473558,0.046770139217567654,0.4,1.0,1.2245915398706597,1.0850483614567796,1.1193722134162567
2025-04-29,110,110,0.03642419735255008,0.03542419735255008,0.005155716000403202,0.030268481352146874,0.6,1.0,1.2679717122553011,1.0906425626551537,1.153253910384158
2025-05-29,110,110,0.013131706960819478,0.012131706960819479,0.0093798112552265,0.002751895705592979,0.6,1.0,1.283354373502991,1.1008725840397757,1.1564275448676025
2025-06-30,111,111,0.16475781406053383,0.16375781406053383,-0.013432346542620096,0.17719016060315393,1.0,1.0,1.4935136803728668,1.0860852819916837,1.3613351272686038
2025-07-29,109,109,0.0849788003943369,0.0839788003943369,-0.015402035602446993,0.09938083599678389,0.8,1.0,1.6189371676231112,1.0693573578111542,1.4966257502883458
2025-08-26,111,111,0.30610644167604484,0.30510644167604484,-0.0027230629205106005,0.30782950459655545,0.4,1.0,2.1128853261336933,1.0664454304413233,1.9573313135660555
2025-09-23,111,111,-0.10685833035277577,-0.10785833035277577,0.005784479881569801,-0.11364281023434557,0.0,0.0,1.884993042630033,1.0726142625785033,1.734894682532726
