rebalance_date,strategy_net_ret,market_ret,alpha_ret,weighted_hit_rate,strategy_equity,market_equity,alpha_equity
2025-01-02,0.13773802780208602,0.1154819294476485,0.022256098354437523,0.9999999999999999,1.137738027802086,1.1154819294476486,1.0222560983544375
2025-01-03,0.11624277298585554,0.1154819294476485,0.0007608435382070455,0.8231327811772537,1.269991851085259,1.2442999349242487,1.023033875301263
2025-01-06,0.01522697497972459,-0.0096722913557809,0.02489926633550549,0.21705485192047244,1.2893299852261886,1.2322647034196823,1.0485066682326336
2025-01-07,0.050581810761198574,-0.0552599860123905,0.10584179677358907,0.4387082767791796,1.3545466305476386,1.1641697731451481,1.1594824979274652
2025-01-08,0.04348271424742883,-0.146962216362178,0.19044493060960682,0.40601054638678413,1.4134459946185591,0.9930808030618832,1.3803000617883148
2025-01-09,-0.00763835794680206,-0.2013377718872867,0.19369941394048462,0.34688914484886435,1.402649588173189,0.7931361268693663,1.6476633748187262
2025-01-10,-0.008866261873556564,-0.0919055063091454,0.08303924443558884,0.2579415727151433,1.3902133296076093,0.7202425495573626,1.7844840965478654
2025-01-13,0.10791291612353314,-0.0122626829063957,0.12017559902992885,0.46107357073073146,1.5402353040393728,0.7114104435564467,1.9989355418098866
2025-01-14,0.10572005272102257,-0.0122626829063957,0.11798273562741828,0.4552972395571201,1.7030690615851953,0.7026866428708157,2.2347754253754926
2025-01-15,0.08033349255325657,-0.0122626829063957,0.09259617545965228,0.22224651157034633,1.8398825473617313,0.6940698193867312,2.441707082776481
2025-01-16,0.08278868887626965,-0.0122626829063957,0.09505137178266536,0.40506377926356835,1.9922040111441401,0.6855586612766924,2.673794690485835
2025-01-17,0.0901874155428714,-0.0122626829063957,0.1024500984492671,0.44075047021093827,2.171875742143372,0.6771518727997232,2.9477252197592367
2025-01-20,0.09496555138656852,-0.0122626829063957,0.10722823429296423,0.43454433178359564,2.37812911953913,0.6688481741041082,3.2638045902548596
2025-01-21,0.10673654694157916,-0.0122626829063957,0.11899922984797487,0.4533191539033187,2.6319624099399546,0.6606463010325478,3.652194822869473
2025-01-22,0.10110507022132047,-0.0122626829063957,0.11336775312771617,0.44390935751236205,2.8980671542168097,0.6525450049297025,4.066235943922862
2025-01-23,0.11529670299974347,-0.0122626829063957,0.12755938590613916,0.4715437723151831,3.2322047421698565,0.6445430524520971,4.584922503879133
2025-01-24,0.1106078865908211,-0.0122626829063957,0.12287056949721681,0.5156397188317192,3.5897120777300944,0.6366392253803567,5.148274543031367
2025-01-27,-0.013101858249426428,-0.0122626829063957,-0.0008391753430307281,0.31015109441388483,3.5426801789314206,0.628832320433744,5.143954237975703
2025-01-28,-0.022998417785437313,-0.0122626829063957,-0.010735734879041612,0.3033419855764565,3.461204140096168,0.621121149086972,5.088730109046874
