rebalance_date,n_universe,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-28,110,-0.0503997175464055,-0.0513997175464055,-0.0122626829063957,-0.0391370346400098,0.4,0.0,0.849563773490221,0.621121149086972,1.2607702297104753
2025-01-29,105,-0.07652521006904019,-0.07752521006904019,-0.012262682906395702,-0.06526252716264448,0.2,0.0,0.7837011634833452,0.6135045373892624,1.178489178348142
2025-01-30,110,-0.05287139867203374,-0.05387139867203374,-0.0122626829063957,-0.041608715765638044,0.2,0.0,0.7414820856655973,0.6059813257856229,1.1294537570933738
2025-01-31,109,-0.06858258063451803,-0.06958258063451803,-0.0122626829063957,-0.05731989772812233,0.2,0.0,0.6898878486507202,0.5985503689403165,1.0647135832481383
2025-02-03,109,-0.009874378505864001,-0.010874378505864,-0.005046509806913498,-0.0058278686989505024,0.6,0.0,0.682385747057896,0.5955297786335275,1.058508572282979
2025-02-04,111,-0.057576216898636276,-0.05857621689863628,-0.0041004650693927,-0.05447575182924358,0.2,0.0,0.6424141715296948,0.5930878295784576,1.0008455219901644
2025-02-05,111,-0.033085144690445226,-0.03408514469044523,0.0345434673054394,-0.06862861199588463,0.2,0.0,0.6205173915419127,0.6135751396287551,0.9321588829936828
2025-02-06,111,-0.036889274262485915,-0.037889274262485916,0.029763999258508488,-0.0676532735209944,0.2,0.0,0.5970064379091388,0.6318375896297047,0.8690952831174865
2025-02-07,110,0.02280525495405994,0.02180525495405994,0.0038639633644843015,0.017941291589575636,0.6,1.0,0.6100243154969627,0.634278986928338,0.884687975011022
2025-02-10,110,0.023153183127279896,0.022153183127279895,-0.020221734371714897,0.04237491749899479,0.4,1.0,0.6235382958702604,0.6214527657371126,0.9221765549644668
2025-02-11,108,0.054081231652293615,0.053081231652293615,-0.0020067438866043998,0.055087975538898014,0.6,1.0,0.6566364765974261,0.6202056691986563,0.9729773944668946
2025-02-12,109,0.0788269095571958,0.0778269095571958,-0.0020067438866043998,0.07983365344380021,0.8,1.0,0.7077404642735297,0.6189610752635545,1.0506537345854163
2025-02-13,106,0.09222634925533066,0.09122634925533066,-0.0020067438866043998,0.09323309314193506,1.0,1.0,0.7723050430494766,0.6177189789097233,1.1486094320819404
2025-02-14,109,0.033164718386844524,0.032164718386844524,-0.0020067438866043998,0.03417146227344892,0.6,1.0,0.7971460172679028,0.6164793751251567,1.1878590959572561
2025-02-17,107,0.04754763678682846,0.04654763678682846,-0.0020067438866043998,0.04855438067343286,0.8,1.0,0.834251280545756,0.6152422589079066,1.2455348586887645
2025-02-18,111,0.06688816610432766,0.06588816610432766,-0.0020067438866044,0.06789490999093206,0.6,1.0,0.8892185674911028,0.6140076252660626,1.3301003358100063
2025-02-19,106,0.006208546967406059,0.005208546967406059,-0.0020067438866043998,0.007215290854010459,0.6,1.0,0.8938501041641699,0.6127754692177314,1.3396973965978924
2025-02-20,110,-0.11884614959816346,-0.11984614959816346,-0.0020067438866043998,-0.11783940571155906,0.0,0.0,0.7867256108621768,0.6115457857910176,1.181828251549474
2025-02-21,110,-0.039072039411096174,-0.040072039411096175,-0.0020067438866043998,-0.038065295524491775,0.2,0.0,0.755199911177989,0.6103185700240028,1.1368416098950498
2025-02-24,110,-0.053910545096083576,-0.05491054509608358,-0.0020067438866043998,-0.05290380120947918,0.2,0.0,0.7137314723986917,0.609093816964726,1.0766983673584978
2025-02-25,105,0.017444615114421736,0.016444615114421735,-0.0020067438866043998,0.018451359001026135,0.6,1.0,0.7254685117573377,0.6078715216711635,1.0965649154704482
2025-02-26,110,0.04223068758541294,0.04123068758541294,-0.0020067438866043998,0.04323743147201734,0.6,1.0,0.755380077318659,0.606651679211209,1.1439775658577203
2025-02-27,109,-0.01705712296586724,-0.018057122965867242,-0.0020067438866043998,-0.016050379079262843,0.4,0.0,0.7417400863765496,0.6054342846626536,1.1256162922675315
2025-02-28,107,0.014877031499660198,0.013877031499660197,-0.0020067438866043998,0.015883775386264596,0.4,1.0,0.7520332369197577,0.6042193331131661,1.143495328625029
2025-03-03,111,0.19100912189963942,0.19000912189963942,-0.010490290150306504,0.20049941204994592,0.8,1.0,0.8949264119062242,0.5978808969943843,1.3727654696962068
2025-03-04,109,0.1570089041851209,0.1560089041851209,0.04362491116860967,0.11238399301651122,0.8,1.0,1.0345429007540365,0.6239633980151731,1.527042334655853
2025-03-05,109,0.24088567930702162,0.23988567930702162,-0.011010874860031203,0.2508965541670528,1.0,1.0,1.2827149272736753,0.6170930151223882,1.9101719944882178
2025-03-06,106,0.2166574277132181,0.2156574277132181,0.10765753189874759,0.10799989581447052,0.8,1.0,1.559341928978864,0.6835277260824211,2.116470370880665
2025-03-07,109,-0.035196164659747106,-0.03619616465974711,0.06111421250069671,-0.09731037716044381,0.4,0.0,1.5028997317566974,0.7253009847843401,1.9105158408413632
2025-03-10,110,0.06802562305074193,0.06702562305074193,-0.002725049085879101,0.06975067213662103,0.6,1.0,1.603632522660483,0.7233245039987664,2.04377560486771
2025-03-11,110,0.20204895905331383,0.20104895905331382,-0.020926929339742894,0.2219758883930567,0.8,1.0,1.9260411720454127,0.7081875432138796,2.4974445104342764
2025-03-12,109,0.2032584885563435,0.20225848855634349,-0.013226477547355802,0.2154849661036993,0.8,1.0,2.315599348400606,0.698820716574244,3.0356062561110764
2025-03-13,108,0.18392309231425202,0.18292309231425202,-0.0132264775473558,0.1961495698616078,0.6,1.0,2.739175941770912,0.6895777800568477,3.63103911751647
2025-03-14,109,0.17256353684022088,0.17156353684022088,-0.013226477547355802,0.1847900143875767,0.6,1.0,3.209118654368772,0.6804570950317703,4.302018888284192
2025-03-17,109,0.012737417578279519,0.011737417578279518,-0.013226477547355802,0.02496389512563532,0.4,1.0,3.2467854200733455,0.6714570445423936,4.409414036639821
2025-03-18,110,0.03566073534637308,0.03466073534637308,-0.013226477547355802,0.04788721289372888,0.4,1.0,3.35932139024497,0.6625760330187398,4.620568585348988
2025-03-19,102,0.09149390355751344,0.09049390355751344,-0.013226477547355802,0.10372038110486924,0.4,1.0,3.66331949615249,0.6538124859946013,5.099815719942572
2025-03-20,111,0.07605449307127385,0.07505449307127385,-0.013226477547355802,0.08828097061862965,0.4,1.0,3.9382680838943296,0.6451648498284128,5.550032401675248
2025-03-21,105,0.14036860939118273,0.13936860939118273,-0.0132264775473558,0.15259508693853852,0.8,1.0,4.48713903015636,0.6366315914278141,6.396940078520587
2025-03-24,111,0.16053613941290162,0.15953613941290162,-0.013226477547355802,0.17276261696025744,0.8,1.0,5.202999868036457,0.6282111979778567,7.5020921870237585
2025-03-25,110,0.10120422441193151,0.10020422441193151,-0.013226477547355802,0.11343070195928731,0.4,1.0,5.724362434428432,0.6199021766728051,8.353059769961147
2025-03-26,110,-0.010778548896721977,-0.011778548896721978,-0.013226477547355802,0.001447928650633824,0.2,1.0,5.656937751591958,0.6117030544514852,8.365154404522531
2025-03-27,107,0.002031746195431082,0.001031746195431082,-0.0132264775473558,0.014258223742786881,0.6,1.0,5.662774275594953,0.6036123777361336,8.484426647665172
2025-03-28,109,-0.05441017980966946,-0.05541017980966946,-0.013226477547355802,-0.04218370226231366,0.2,0.0,5.348998934762665,0.5956287121747006,8.126522120093624
2025-04-02,110,-0.03848292408930486,-0.03948292408930486,-0.0089006943948772,-0.030582229694427657,0.2,0.0,5.137804815867659,0.5903272030348193,7.877994954000073
2025-04-03,108,-0.04433503906839324,-0.04533503906839324,-0.07939171611263272,0.03405667704423948,0.4,1.0,4.9048822338145195,0.5434601133179144,8.146293283904601
2025-04-04,108,-0.01117797275202922,-0.012177972752029219,0.011378671042012501,-0.02355664379404172,0.4,0.0,4.845150711619214,0.5496439671718139,7.954393954773866
2025-04-07,111,-0.05916239177851281,-0.06016239177851281,-0.07680120672457,0.016638814946057186,0.2,1.0,4.553654856280838,0.5074306472241386,8.086745643795384
2025-04-08,108,-0.01862930450910002,-0.01962930450910002,-0.00032524100542780007,-0.01930406350367222,0.4,0.0,4.46426977847756,0.5072656099702505,7.9306385923495135
2025-04-09,106,-0.025418270609343502,-0.026418270609343503,-0.009182809381905702,-0.017235461227437802,0.4,0.0,4.346331491396625,0.5026074865678976,7.7939503783822515
2025-04-10,107,0.037468594619618635,0.036468594619618634,0.013061308919717707,0.02340728569990093,0.6,1.0,4.50483609263885,0.5091721982153238,7.976385601619897
2025-04-11,110,0.08681506873350617,0.08581506873350617,0.005155716000403202,0.08065935273310297,0.6,1.0,4.891418911561833,0.511797345464623,8.6197557013962
2025-04-14,111,-0.040491890012667786,-0.04149189001266779,0.005155716000403202,-0.04664760601307099,0.0,0.0,4.6884646960774266,0.5144360272275988,8.217664733508547
2025-04-15,109,-0.046767784274883414,-0.047767784274883415,0.005155716000403202,-0.05292350027528662,0.2,0.0,4.4645071258947935,0.51708831328436,7.782757151722495
2025-04-16,110,-0.01786780553092266,-0.01886780553092266,0.005155716000403202,-0.024023521531325864,0.6,0.0,4.3802716736519915,0.5197542737747817,7.59578791771501
2025-04-17,111,0.012815607384459821,0.01181560738445982,0.005155716000403202,0.006659891384056618,0.6,1.0,4.432027243985134,0.5224339792003603,7.6463750402233215
2025-04-18,111,-0.016544044257539643,-0.017544044257539644,0.005155716000403202,-0.022699760257942847,0.8,0.0,4.354271561866037,0.5251275004260779,7.472804159967934
2025-04-21,110,-0.01537583494986916,-0.01637583494986916,0.005155716000403202,-0.021531550950272364,0.6,0.0,4.28296672944201,0.5278349086822763,7.311903096456177
2025-04-22,111,-0.037603789981252043,-0.038603789981252044,0.005155716000403202,-0.04375950598165525,0.4,0.0,4.117627981321941,0.530556275566541,6.99193782916952
2025-04-24,109,-0.0663880227507087,-0.0673880227507087,0.005155716000403202,-0.07254373875111189,0.4,0.0,3.840149173237663,0.5332916730455937,6.48471651792623
2025-04-25,108,-0.07219888701693397,-0.07319888701693397,0.005155716000403202,-0.07835460301733717,0.2,0.0,3.559054527777667,0.5360411734571966,5.97660912948415
2025-04-28,106,-0.05871921246810944,-0.05971921246810944,0.005155716000403201,-0.06487492846851264,0.0,0.0,3.3465105942477256,0.5388048495120648,5.588877039724607
2025-04-29,110,-0.051250482218295104,-0.052250482218295105,0.005155716000403202,-0.05740619821869831,0.2,0.0,3.1716538019496485,0.5415827742957889,5.268040856562244
2025-04-30,109,0.066396205643716,0.065396205643716,0.005155716000403202,0.06024048964331279,0.8,1.0,3.3790679262126218,0.5443750212707685,5.585390217222531
2025-05-02,108,-0.05611946997792022,-0.05711946997792022,0.012586665788734503,-0.06970613576665473,0.2,0.0,3.1860573572479667,0.5512268877272389,5.196054248431072
2025-05-05,110,-0.03312344948348269,-0.03412344948348269,0.14781188715336271,-0.1819353366368454,0.6,0.0,3.0773380899664375,0.6327047742518769,4.2507083695594545
2025-05-06,110,-0.022945924729110518,-0.02394592472911052,0.1025155588537889,-0.1264614835828994,0.6,0.0,3.0036483836980765,0.6975668577737684,3.7131574828667184
2025-05-07,109,-0.01283088779175886,-0.01383088779175886,-0.03709247609249279,0.02326158830073393,0.8,1.0,2.9621052599372506,0.6716923757788795,3.7995314235289532
2025-05-08,110,-0.0022955672109440826,-0.0032955672109440826,-0.010607412377557,0.007311845166612917,0.8,1.0,2.9523434429672366,0.664567457758132,3.8273130090034777
2025-05-09,111,0.05205982588215038,0.05105982588215038,0.032040665492954486,0.01901916038919589,1.0,1.0,3.103089585109452,0.6858606413696635,3.9001052889813703
2025-05-12,110,-0.06898240260357834,-0.06998240260357834,0.0093798112552265,-0.07936221385880483,0.2,0.0,2.8859279204493515,0.6922938847330996,3.590584298965375
2025-05-13,109,-0.10126269356141684,-0.10226269356141685,0.009379811255226498,-0.11164250481664334,0.0,0.0,2.590805157880103,0.6987874707050437,3.189722474073569
2025-05-14,110,-0.06331740350671466,-0.06431740350671467,0.0093798112552265,-0.07369721476194116,0.2,0.0,2.4241712971334506,0.7053419652877742,2.954648811870779
2025-05-15,107,-0.04139926467722218,-0.04239926467722218,0.009379811255226496,-0.051779075932448675,0.2,0.0,2.3213882166833644,0.711957939792564,2.801659826687203
2025-05-16,110,-0.11619200436501753,-0.11719200436501753,0.0093798112552265,-0.12657181562024403,0.0,0.0,2.049340078660907,0.7186359708894783,2.4470486556731057
2025-05-20,108,-0.09006177283973642,-0.09106177283973642,0.009379811255226498,-0.10044158409496291,0.0,0.0,1.8627235379465201,0.7253766406576381,2.2012632123398492
2025-05-21,108,-0.10333836995278836,-0.10433836995278836,0.009379811255226498,-0.11371818120801486,0.0,0.0,1.6683700003244895,0.7321805366359571,1.9509395634724496
2025-05-22,111,-0.11737118656191799,-0.11837118656191799,0.0093798112552265,-0.1277509978171445,0.0,0.0,1.470883063761772,0.7390482518743529,1.7017050875578998
2025-05-23,109,-0.04194610801687418,-0.04294610801687418,0.009379811255226498,-0.052325919272100674,0.4,0.0,1.4077143608252682,0.7459803849854394,1.6126618045214223
2025-05-26,110,-0.06655608703501574,-0.06755608703501574,0.0093798112552265,-0.07693589829024224,0.0,0.0,1.312614686944915,0.752977540196704,1.4885902199522036
2025-05-27,110,-0.046870985988896156,-0.04787098598889616,0.0093798112552265,-0.05725079724412266,0.0,0.0,1.2497785276573556,0.760040327403174,1.403367243090136
2025-05-28,111,-0.023542020765164262,-0.024542020765164263,0.0093798112552265,-0.033921832020390764,0.2,0.0,1.2191064370797324,0.7671693622205763,1.3557624552071135
2025-05-29,110,0.00393519745038088,0.00293519745038088,0.0093798112552265,-0.00644461380484562,0.6,0.0,1.2226847551855917,0.7743652660389979,1.3470250897721943
2025-05-30,106,0.042130402734451476,0.041130402734451475,-0.0910033116476473,0.13213371438209878,1.0,1.0,1.2729742715836494,0.7038954624045377,1.5250125182496745
2025-06-02,111,0.057351157057319434,0.05635115705731943,0.011125617878207502,0.04522553917911193,1.0,1.0,1.3447078446915863,0.7117267343454547,1.5939820316424114
2025-06-03,109,0.04211691726065992,0.04111691726065992,0.004592182103970901,0.03652473515668902,0.8,1.0,1.3999980858815309,0.7149951131178336,1.6522018031926717
2025-06-04,110,0.08831912745077658,0.08731912745077658,-0.10057385544426463,0.1878929828950412,1.0,1.0,1.5222446971734633,0.6430852979677649,1.9626389283391084
2025-06-05,111,0.02344659166922734,0.02244659166922734,0.10651714126822177,-0.08407054959899443,0.6,0.0,1.5564139023115626,0.7115849054989138,1.797638794969258
2025-06-10,110,-0.01599565264082134,-0.01699565264082134,0.020603882487631297,-0.03759953512845264,0.2,0.0,1.52996163226253,0.7262463172717857,1.7300484119495423
2025-06-11,110,0.0161115988269941,0.015111598826994099,-0.0105858522369635,0.0256974510639576,0.6,1.0,1.5530817986699743,0.7185583810695076,1.7745062463538932
2025-06-12,111,0.0552388623571952,0.054238862357195196,-0.023404107368464697,0.0776429697256599,0.8,1.0,1.6373191885775003,0.7017411635684467,1.912284181117543
2025-06-13,108,0.09988934900464866,0.09888934900464866,-0.013432346542620098,0.11232169554726876,1.0,1.0,1.799232617248749,0.692315133076174,2.127075182708886
2025-06-16,110,0.06404054331456452,0.06304054331456452,-0.013432346542620096,0.07647288985718462,1.0,1.0,1.9126572189893958,0.6830157162919948,2.2897387688741335
2025-06-17,110,0.09011703472122093,0.08911703472122093,-0.013432346542620096,0.10254938126384103,1.0,1.0,2.0831075587838677,0.6738412124967048,2.5245500628780047
2025-06-18,110,0.16034472970963062,0.15934472970963062,-0.013432346542620096,0.17277707625225072,1.0,1.0,2.4150397696943715,0.6647899438157499,2.960734441594502
2025-06-19,109,0.17839000440013705,0.17739000440013705,-0.013432346542620098,0.19082235094275715,1.0,1.0,2.843443685066962,0.6558602549123678,3.525708748256756
2025-06-20,107,0.18921021691712264,0.18821021691712264,-0.013432346542620098,0.20164256345974274,1.0,1.0,3.3786088378250376,0.6470505126848537,4.236641698267689
2025-06-23,109,0.18115711700095244,0.18015711700095244,-0.013432346542620098,0.19358946354357254,1.0,1.0,3.9872892655215346,0.6383591059678908,5.056810891861661
2025-06-24,109,0.1415979973151053,0.1405979973151053,-0.013432346542620098,0.1540303438577254,1.0,1.0,4.54789415096988,0.629784445237893,5.835713212358605
2025-06-25,110,0.15214327532415278,0.15114327532415278,-0.013432346542620096,0.16457562186677288,1.0,1.0,5.235277768775024,0.6213249623223059,6.796129343318665
2025-06-26,110,0.13741552610609936,0.13641552610609936,-0.013432346542620096,0.14984787264871946,1.0,1.0,5.949450939914034,0.6129791101128124,7.814514867660504
2025-06-27,111,0.16812050078135102,0.16712050078135102,-0.013432346542620096,0.18055284732397112,1.0,1.0,6.943726160366547,0.6047453622823902,9.225447777472112
2025-06-30,111,0.14445578217377805,0.14345578217377805,-0.013432346542620096,0.15688812871639815,1.0,1.0,7.939843827902456,0.5966222130061708,10.672811015850566
2025-07-01,111,0.12550829326656593,0.12450829326656593,0.09551716150071754,0.028991131765848388,1.0,1.0,8.928420231717668,0.6536098732807967,10.98222788632309
2025-07-02,111,0.09921339769767686,0.09821339769767685,0.09776067285324565,0.0004527248444312071,0.8,1.0,9.80531071874734,0.717507214276252,10.987199813734433
2025-07-03,111,0.11909119114303231,0.1180911911430323,-0.058660278611340266,0.17675146975437256,1.0,1.0,10.963231541051755,0.6754180411811604,12.929203529296963
2025-07-04,111,0.09688945098582123,0.09588945098582123,0.007437943611096499,0.08845150737472474,1.0,1.0,12.014489794553647,0.6804417624853831,14.07281107061789
2025-07-07,111,0.20506422342867703,0.20406422342867703,-0.08196440726259642,0.28602863069127343,1.0,1.0,14.466217324371003,0.6246697567465522,18.098037951123718
2025-07-08,111,0.18665605577890662,0.18565605577890662,-0.15305151035272752,0.3387075661316341,1.0,1.0,17.15195817485421,0.5290631070048215,24.22798033730678
2025-07-09,111,0.18240276775340195,0.18140276775340194,-0.08742658166036094,0.2688293494137629,1.0,1.0,20.263370860163356,0.48280892807678016,30.7411725289944
2025-07-10,110,0.1410567138035077,0.1400567138035077,0.014658626553641401,0.1253980872498663,1.0,1.0,23.101391993419593,0.4898862438502216,34.59605676394843
2025-07-11,111,0.14997849650390002,0.14897849650390002,-0.015402035602446993,0.164380532106347,1.0,1.0,26.54300263974648,0.48234099848129147,40.28297498358766
2025-07-14,110,0.251150985366088,0.250150985366088,-0.015402035602446993,0.265553020968535,1.0,1.0,33.18276090465373,0.47491196525016277,50.980240684079284
2025-07-16,111,0.24653379569901063,0.24553379569901063,-0.015402035602446993,0.26093583130145764,1.0,1.0,41.3302501413461,0.4675973542533517,64.2828121669279
2025-07-17,110,0.20147275218259023,0.20047275218259022,-0.015402035602446993,0.21587478778503721,1.0,1.0,49.615839135576635,0.4603954031555315,78.15985060168886
2025-07-18,111,0.1869692657827298,0.1859692657827298,-0.015402035602446993,0.20137130138517678,1.0,1.0,58.842860310813855,0.4533043767649271,93.89900143342194
2025-07-21,111,0.1582756778111245,0.1572756778111245,-0.015402035602446993,0.1726777134135715,0.8,1.0,68.09741105054242,0.4463225666152486,110.11326629276292
2025-07-22,111,0.23474894107488403,0.23374894107488403,-0.015402035602446993,0.24915097667733102,0.6,1.0,84.01510877354782,0.43944829055406504,137.54809413473583
2025-07-23,110,0.2182661041613021,0.2172661041613021,-0.015402035602446993,0.2326681397637491,0.8,1.0,102.2687441474646,0.43267989233751686,169.55115332511386
2025-07-24,110,0.1788239638001919,0.1778239638001919,-0.015402035602446993,0.19322599940263888,0.8,1.0,120.45457760463444,0.4260157412312715,202.31284437622904
2025-07-25,111,0.262260073485188,0.261260073485188,-0.015402035602446993,0.276662109087635,1.0,1.0,151.9245494012485,0.41945423161762463,258.285142596875
2025-07-28,111,0.23943580539472437,0.23843580539472436,-0.015402035602446993,0.2538378409971714,1.0,1.0,188.1488016969658,0.41299378260865294,323.8476855553123
2025-07-29,109,0.30816263319695814,0.30716263319695813,-0.015402035602446993,0.32256466879940515,1.0,1.0,245.94108305905812,0.4066328376653252,428.3095069879155
2025-07-30,111,0.24667817838785627,0.24567817838785627,-0.015402035602446993,0.2610802139903033,1.0,1.0,306.363440335744,0.40036986422247983,540.1326447264017
2025-07-31,111,0.31400976159189037,0.31300976159189037,-0.015402035602446993,0.3284117971943374,1.0,1.0,402.2581877557065,0.39420335331957834,717.5185773043299
2025-08-01,110,0.20581541930218744,0.20481541930218744,0.08750692565586467,0.11730849364632277,0.8,1.0,484.64686714862955,0.42869887685180724,801.6896007711534
2025-08-04,110,0.20829117063994404,0.20729117063994404,0.05524662503666721,0.15204454560327682,0.8,1.0,585.1098835868504,0.4523830429548794,923.5821318352758
2025-08-05,111,0.2666840369357394,0.2656840369357394,0.07775554168943263,0.18792849524630675,1.0,1.0,740.5642395092053,0.48755833151094996,1097.1495321074553
2025-08-06,111,0.17510902663386424,0.17410902663386424,0.07775554168943263,0.0963534849444316,1.0,1.0,869.503158410001,0.5254686936827798,1202.8637130311613
2025-08-07,111,0.18058064881745953,0.17958064881745953,-0.07228301094196962,0.25186365975942915,1.0,1.0,1025.6490997460994,0.48748623434764493,1505.8213699870053
2025-08-08,110,0.10600829739253745,0.10500829739253745,-0.1441878565120667,0.24919615390460415,0.8,1.0,1133.350765432626,0.417196639137919,1881.066263855129
2025-08-11,111,0.0698449406900343,0.0688449406900343,-0.05475968899999718,0.12360462969003148,1.0,1.0,1211.3762316598402,0.3943510809268825,2113.574762821353
2025-08-12,111,0.06354414735519702,0.06254414735519702,-0.02511837281883031,0.08766252017402733,0.8,1.0,1287.1407251953567,0.38444562345465233,2298.856053106495
2025-08-13,110,0.11955476175743962,0.11855476175743962,-0.0027230629205106005,0.12127782467795022,0.8,1.0,1439.7373872191904,0.3833987538324704,2577.656314474989
2025-08-14,108,0.06097901027361785,0.05997901027361785,-0.0027230629205106,0.06270207319412845,0.8,1.0,1526.0914107585218,0.3823547349021392,2739.280709374507
2025-08-15,111,0.05388954773222214,0.05288954773222214,-0.0027230629205106005,0.05561261065273274,0.6,1.0,1606.805695271569,0.38131355890104557,2891.619260933493
2025-08-18,111,0.0903000635561686,0.0893000635561686,-0.0027230629205106005,0.09202312647667919,0.8,1.0,1750.2935459817336,0.3802752180877142,3157.7151059047774
2025-08-19,109,0.10601985469833033,0.10501985469833033,-0.0027230629205106005,0.10774291761884093,1.0,1.0,1934.1091198601605,0.37923970474175045,3497.936544424045
2025-08-20,111,0.12062924563161341,0.11962924563161341,-0.0027230629205106005,0.122352308552124,1.0,1.0,2165.4851348382554,0.3782070111637828,3925.9171558031667
2025-08-21,111,0.09001082900981076,0.08901082900981076,-0.0027230629205106005,0.09173389193032136,0.6,1.0,2358.2367618986304,0.37717712967540556,4286.056815901009
2025-08-22,111,0.19690784491948565,0.19590784491948565,-0.0027230629205106005,0.19863090783999626,0.6,1.0,2820.2338437320973,0.3761500526191218,5137.40017229723
2025-08-25,110,0.1671843216604202,0.1661843216604202,-0.0027230629205106005,0.1689073845809308,0.6,1.0,3288.9124919764754,0.3751257723582866,6005.144998945578
2025-08-26,111,0.16266168901235628,0.16166168901235628,-0.0027230629205106005,0.1643847519328669,0.6,1.0,3820.6036404432302,0.3741042812770498,6992.299269918143
2025-08-27,109,0.14518461126564458,0.14418461126564458,-0.0027230629205106005,0.1469076741861552,0.6,1.0,4371.475891140644,0.3730855717803,8019.521692875369
2025-08-28,111,0.05325055781442127,0.05225055781442127,-0.0027230629205106005,0.05497362073493187,0.2,1.0,4599.887944925037,0.37206963629360756,8460.383836895058
2025-08-29,111,0.08730845084694003,0.08630845084694003,-0.0027230629205106005,0.08903151376745062,0.4,1.0,4996.897147521032,0.3710564672631686,9213.624616947498
2025-09-01,109,0.04146376579023866,0.04046376579023866,0.0726207713044662,-0.032157005514227545,0.4,0.0,5199.090423376235,0.3980028741133303,8917.342039334295
2025-09-02,111,-0.05574854140441312,-0.05674854140441312,0.0726207713044662,-0.12936931270887933,0.0,0.0,4904.049625219981,0.4269061498128347,7763.711628515621
2025-09-03,111,-0.0315249272479402,-0.0325249272479402,-0.009010351254709502,-0.023514575993230695,0.0,0.0,4744.545767939413,0.42305957545022543,7581.151241437361
2025-09-04,111,-0.057696806588050466,-0.05869680658805047,0.06148994663360468,-0.12018675322165515,0.0,0.0,4466.05608265052,0.44907348616749526,6669.997288046684
2025-09-05,111,-0.06901166363371487,-0.07001166363371487,0.10986943201167973,-0.17988109564539462,0.0,0.0,4153.380066422685,0.4984129350242229,5470.1908679210355
2025-09-08,111,-0.0031545363887886006,-0.004154536388788601,-0.04995937941982398,0.04580484303103538,0.6,1.0,4136.124697800263,0.4735125340955997,5720.7521019759615
2025-09-09,111,-0.02013359389927514,-0.02113359389927514,-0.0147605065377085,-0.006373087361566639,0.6,0.0,4048.7135181201897,0.4665232492403946,5684.2932490562025
