rebalance_date,strategy_net_ret,market_ret,alpha_ret,weighted_hit_rate,strategy_equity,market_equity,alpha_equity
2025-01-02,0.13773802780208602,0.1154819294476485,0.022256098354437523,0.9999999999999999,1.137738027802086,1.1154819294476486,1.0222560983544375
2025-01-03,0.11978011736231048,0.1154819294476485,0.00429818791466198,0.8231327811772537,1.2740164222997836,1.2442999349242487,1.026649947162074
2025-01-06,0.02150237254593874,-0.0096722913557809,0.03117466390171964,0.21705485192047244,1.3014107980417176,1.2322647034196823,1.0586554142095699
2025-01-07,0.058362018732060386,-0.0552599860123905,0.11362200474445089,0.4387082767791796,1.377363759415134,1.1641697731451481,1.1789419647056283
2025-01-08,0.055362503319693154,-0.146962216362178,0.20232471968187116,0.40601054638678413,1.4536180651181794,0.9930808030618832,1.417471067235889
2025-01-09,0.005423859156220655,-0.2013377718872867,0.20676163104350734,0.34688914484886435,1.4615022847703183,0.7931361268693663,1.7105496970545626
2025-01-10,0.004313982883133308,-0.0919055063091454,0.09621948919227871,0.2579415727151433,1.4678071806104778,0.7202425495573626,1.8751379151431598
2025-01-13,0.11869144470891856,-0.0122626829063957,0.13095412761531425,0.46107357073073146,1.64202333543126,0.7114104435564467,2.1206949649791316
2025-01-14,0.11433009322140085,-0.0122626829063957,0.12659277612779654,0.4552972395571201,1.8297560164428315,0.7026866428708157,2.38915962791608
2025-01-15,0.09122015774124345,-0.0122626829063957,0.10348284064763916,0.22224651157034633,1.9966666488907359,0.6940698193867312,2.636396652973492
2025-01-16,0.0922171135502208,-0.0122626829063957,0.10447979645661651,0.40506377926356835,2.1807934839734315,0.6855586612766924,2.9118468386550673
2025-01-17,0.09823814051730667,-0.0122626829063957,0.11050082342370238,0.44075047021093827,2.39503058069124,0.6771518727997232,3.233608312010157
2025-01-20,0.1062746647508966,-0.0122626829063957,0.1185373476572923,0.43454433178359564,2.6495616527223467,0.6688481741041082,3.6169116646784154
2025-01-21,0.11767016386351278,-0.0122626829063957,0.1299328467699085,0.4533191539033187,2.9613360065646646,0.6606463010325478,4.086867293785371
2025-01-22,0.11222688307107323,-0.0122626829063957,0.12448956597746894,0.44390935751236205,3.2936775163075565,0.6525450049297025,4.595639629396225
2025-01-23,0.1258658275534398,-0.0122626829063957,0.1381285104598355,0.4715437723151831,3.7082389625917656,0.6445430524520971,5.230428486014916
2025-01-24,0.1202950922141867,-0.0122626829063957,0.1325577751205824,0.5156397188317192,4.154321910548982,0.6366392253803567,5.92376244904837
2025-01-27,0.0006951198622958798,-0.0122626829063957,0.01295780276869158,0.31015109441388483,4.1572096622233765,0.628832320433744,6.00052139451172
2025-01-28,-0.009065257496966444,-0.0122626829063957,0.0031974254094292564,0.3033419855764565,4.119523486166445,0.621121149086972,6.0197076140883565
