rebalance_date,n_universe,n_liquid,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2025-01-02,110,110,-0.03829395511759992,-0.03929395511759992,0.11548192944764853,-0.15477588456524843,0.2,0.0,0.9607060448824001,1.1154819294476486,0.8452241154347515
2025-01-30,110,110,-0.0703138163005115,-0.0713138163005115,-0.0122626829063957,-0.05905113339411581,0.2,0.0,0.8921944304788657,1.1018031282590177,0.7953126734462904
2025-02-27,109,109,-0.048263092410346015,-0.049263092410346015,-0.0020067438866043998,-0.047256348523741616,0.2,0.0,0.8482421738021894,1.0995920915671424,0.7577291005645638
2025-03-27,107,107,3.2352122185002243,3.2342122185002244,-0.0132264775473558,3.2474386960475803,0.6,1.0,3.591637376560421,1.0850483614567796,3.2184079028592567
2025-04-29,110,110,0.0024123405429895993,0.0014123405429895992,0.005155716000403202,-0.003743375457413603,0.4,0.0,3.596709991643054,1.0906425626551537,3.2063601937037474
2025-05-29,110,110,0.02665670839296478,0.02565670839296478,0.0093798112552265,0.016276897137738278,0.8,1.0,3.688989731072703,1.1008725840397757,3.258549788763202
2025-06-30,111,111,0.16140232734070212,0.16040232734070212,-0.013432346542620096,0.17383467388332222,1.0,1.0,4.2807122694727155,1.0860852819916837,3.8249987286254217
2025-07-29,109,109,0.0527829470743433,0.0517829470743433,-0.015402035602446993,0.0671849826767903,0.4,1.0,4.502380166363314,1.0693573578111542,4.081981201946865
2025-08-26,111,111,0.09019591166485047,0.08919591166485047,-0.0027230629205106005,0.09191897458536107,0.2,1.0,4.90397406996383,1.0664454304413233,4.4571927283065405
2025-09-23,111,111,-0.11925471297517606,-0.12025471297517606,0.005784479881569801,-0.12603919285674586,0.0,0.0,4.314248075742624,1.0726142625785033,3.8954117544238267
