symbol,date,score,rank,percentile,bucket,signal
ENKAI,2025-11-17,0.03686858567702513,1,1.0,9,BUY
GSDDE,2025-11-17,0.01780318036918614,2,0.990990990990991,9,BUY
HUNER,2025-11-17,0.01709214871058956,3,0.9819819819819819,9,BUY
BIOEN,2025-11-17,0.017048469377937154,4,0.972972972972973,9,BUY
EKGYO,2025-11-17,0.016352036952520223,5,0.963963963963964,9,BUY
SNGYO,2025-11-17,0.016299606395468163,6,0.954954954954955,9,BUY
ASELS,2025-11-17,0.014241071491847468,7,0.9459459459459459,9,BUY
PETUN,2025-11-17,0.013916092428103852,8,0.9369369369369369,9,BUY
AKFGY,2025-11-17,0.013398786455340119,9,0.9279279279279279,9,BUY
BUCIM,2025-11-17,0.013357038856096508,10,0.918918918918919,9,BUY
TCELL,2025-11-17,0.012500415570344637,11,0.9099099099099099,9,BUY
KARTN,2025-11-17,0.012323353429199093,12,0.9009009009009009,9,BUY
EREGL,2025-11-17,0.012141932269254342,13,0.8918918918918919,8,BUY
CEMTS,2025-11-17,0.011880596631811536,14,0.8828828828828829,8,BUY
VBTYZ,2025-11-17,0.011732218447103015,15,0.8738738738738738,8,BUY
TRGYO,2025-11-17,0.0104108918959881,16,0.8648648648648649,8,HOLD
OZKGY,2025-11-17,0.010397822528709189,17,0.8558558558558559,8,HOLD
GOODY,2025-11-17,0.009902493716933471,18,0.8468468468468469,8,HOLD
NUHCM,2025-11-17,0.009849220111055467,19,0.8378378378378378,8,HOLD
TEZOL,2025-11-17,0.0097425045158131,20,0.8288288288288288,8,HOLD
HLGYO,2025-11-17,0.009667515538829632,21,0.8198198198198198,8,HOLD
KRDMB,2025-11-17,0.009615043142091946,22,0.8108108108108109,8,HOLD
GSDHO,2025-11-17,0.00946729226775031,23,0.8018018018018018,8,HOLD
ORGE,2025-11-17,0.009343224523899461,24,0.7927927927927928,7,HOLD
KMPUR,2025-11-17,0.009219149862750764,25,0.7837837837837838,7,HOLD
KRDMA,2025-11-17,0.009038722823485239,26,0.7747747747747747,7,HOLD
INDES,2025-11-17,0.00896286460970925,27,0.7657657657657657,7,HOLD
ISGYO,2025-11-17,0.008933726657744714,28,0.7567567567567568,7,HOLD
THYAO,2025-11-17,0.008679158123909935,29,0.7477477477477478,7,HOLD
BAGFS,2025-11-17,0.008568887964131022,30,0.7387387387387387,7,HOLD
PGSUS,2025-11-17,0.008538906505707907,31,0.7297297297297297,7,HOLD
TOASO,2025-11-17,0.008524546515604494,32,0.7207207207207207,7,HOLD
TATGD,2025-11-17,0.008319072137185418,33,0.7117117117117117,7,HOLD
KRDMD,2025-11-17,0.008274161377446765,34,0.7027027027027027,7,HOLD
BERA,2025-11-17,0.008239430024543493,35,0.6936936936936937,6,HOLD
KFEIN,2025-11-17,0.008159628085815631,36,0.6846846846846847,6,HOLD
KIMMR,2025-11-17,0.008144744201971222,37,0.6756756756756757,6,HOLD
TUPRS,2025-11-17,0.0079988915588553,38,0.6666666666666666,6,HOLD
FROTO,2025-11-17,0.007923826841935608,39,0.6576576576576577,6,HOLD
CANTE,2025-11-17,0.007800422032772123,40,0.6486486486486487,6,HOLD
PARSN,2025-11-17,0.007794941007104791,41,0.6396396396396397,6,HOLD
JANTS,2025-11-17,0.007421384150515812,42,0.6306306306306306,6,HOLD
SAHOL,2025-11-17,0.007262834698320658,43,0.6216216216216216,6,HOLD
KORDS,2025-11-17,0.00718543323585024,44,0.6126126126126126,6,HOLD
QUAGR,2025-11-17,0.007049283413054707,45,0.6036036036036037,6,HOLD
DOHOL,2025-11-17,0.0069465913376405,46,0.5945945945945946,5,HOLD
ODAS,2025-11-17,0.006788031384625341,47,0.5855855855855856,5,HOLD
TUKAS,2025-11-17,0.006763571727800894,48,0.5765765765765766,5,HOLD
CIMSA,2025-11-17,0.0067480575097653575,49,0.5675675675675675,5,HOLD
SISE,2025-11-17,0.006675378510150101,50,0.5585585585585585,5,HOLD
GWIND,2025-11-17,0.0066387855308182395,51,0.5495495495495496,5,HOLD
ISDMR,2025-11-17,0.006546036201608961,52,0.5405405405405406,5,HOLD
LOGO,2025-11-17,0.00631300908734692,53,0.5315315315315315,5,HOLD
AEFES,2025-11-17,0.006284412185181825,54,0.5225225225225225,5,HOLD
ASTOR,2025-11-17,0.006081033242312371,55,0.5135135135135135,5,HOLD
AKCNS,2025-11-17,0.005819098262033677,56,0.5045045045045045,5,HOLD
AYDEM,2025-11-17,0.005479970095717474,57,0.4954954954954955,4,HOLD
OYAKC,2025-11-17,0.00543548381794291,58,0.4864864864864865,4,HOLD
ARDYZ,2025-11-17,0.005038714989401147,59,0.4774774774774775,4,HOLD
OTKAR,2025-11-17,0.004900527260676698,60,0.46846846846846846,4,HOLD
VESBE,2025-11-17,0.0048828754667862755,61,0.4594594594594595,4,HOLD
ALKA,2025-11-17,0.004852002081269965,62,0.45045045045045046,4,HOLD
ULKER,2025-11-17,0.004653649300084496,63,0.44144144144144143,4,HOLD
ZOREN,2025-11-17,0.004546071586617614,64,0.43243243243243246,4,HOLD
IPEKE,2025-11-17,0.004542893041832103,65,0.42342342342342343,4,HOLD
AKSEN,2025-11-17,0.004499072674749031,66,0.4144144144144144,4,HOLD
PENTA,2025-11-17,0.004443173053080802,67,0.40540540540540543,4,HOLD
BIMAS,2025-11-17,0.0043656238610838725,68,0.3963963963963964,3,HOLD
