symbol,date,score,rank,percentile,bucket,signal
HEKTS,2025-11-17,0.004353873272834995,69,0.38738738738738737,3,HOLD
SMART,2025-11-17,0.004273196363337439,70,0.3783783783783784,3,HOLD
TEKTU,2025-11-17,0.004245390545599205,71,0.36936936936936937,3,HOLD
DOAS,2025-11-17,0.004233088358460693,72,0.36036036036036034,3,HOLD
KOZAA,2025-11-17,0.004219397670590025,73,0.35135135135135137,3,HOLD
ARCLK,2025-11-17,0.004189825168121942,74,0.34234234234234234,3,HOLD
SASA,2025-11-17,0.0041857032609786075,75,0.3333333333333333,3,HOLD
TMSN,2025-11-17,0.004181923588562409,76,0.32432432432432434,3,HOLD
KARSN,2025-11-17,0.004145559330776232,77,0.3153153153153153,3,HOLD
TTRAK,2025-11-17,0.004105527303263598,78,0.3063063063063063,3,HOLD
SMRTG,2025-11-17,0.004041246789445084,79,0.2972972972972973,2,HOLD
AKENR,2025-11-17,0.003950690523657019,80,0.2882882882882883,2,HOLD
TUREX,2025-11-17,0.0038377157017792786,81,0.27927927927927926,2,HOLD
KCHOL,2025-11-17,0.003810099253951761,82,0.2702702702702703,2,HOLD
BIZIM,2025-11-17,0.003794607081437735,83,0.26126126126126126,2,HOLD
ALARK,2025-11-17,0.0037478803926626193,84,0.25225225225225223,2,HOLD
MAVI,2025-11-17,0.003609416114706348,85,0.24324324324324326,2,HOLD
BRISA,2025-11-17,0.0036027853549466505,86,0.23423423423423423,2,HOLD
ALFAS,2025-11-17,0.0035942449770318447,87,0.22522522522522523,2,HOLD
BMSCH,2025-11-17,0.0035911072231219992,88,0.21621621621621623,2,HOLD
MGROS,2025-11-17,0.0033889043153468097,89,0.2072072072072072,2,HOLD
PRKME,2025-11-17,0.0033834010841112174,90,0.1981981981981982,1,HOLD
TLMAN,2025-11-17,0.003251596153321089,91,0.1891891891891892,1,HOLD
FONET,2025-11-17,0.0032499286067505764,92,0.18018018018018017,1,HOLD
TAVHL,2025-11-17,0.0031426003304518032,93,0.17117117117117117,1,HOLD
VESTL,2025-11-17,0.003127305465438558,94,0.16216216216216217,1,HOLD
TTKOM,2025-11-17,0.003121848185620523,95,0.15315315315315314,1,HOLD
MIATK,2025-11-17,0.0029915246997764835,96,0.14414414414414414,1,HOLD
SDTTR,2025-11-17,0.0029043199698754432,97,0.13513513513513514,1,SELL
PAPIL,2025-11-17,0.0028564291469889,98,0.12612612612612611,1,SELL
TKFEN,2025-11-17,0.0028424627219940843,99,0.11711711711711711,1,SELL
KUTPO,2025-11-17,0.002814777494762484,100,0.10810810810810811,1,SELL
NTHOL,2025-11-17,0.0027699383461347645,101,0.0990990990990991,0,SELL
EUPWR,2025-11-17,0.0027346524380814814,102,0.09009009009009009,0,SELL
PETKM,2025-11-17,0.0027047541884243406,103,0.08108108108108109,0,SELL
GUBRF,2025-11-17,0.0026901725856986313,104,0.07207207207207207,0,SELL
CCOLA,2025-11-17,0.0026270382186318,105,0.06306306306306306,0,SELL
KOZAL,2025-11-17,0.002496531085801967,106,0.05405405405405406,0,SELL
SARKY,2025-11-17,0.0024760482721747083,107,0.04504504504504504,0,SELL
SOKM,2025-11-17,0.002427716136473974,108,0.036036036036036036,0,SELL
CLEBI,2025-11-17,0.0023423446156508178,109,0.02702702702702703,0,SELL
MAGEN,2025-11-17,0.0021680189991285285,110,0.018018018018018018,0,SELL
AGHOL,2025-11-17,0.0018056633017792506,111,0.009009009009009009,0,SELL
